RouteID|BMP|EMP|ValueDate|Comments|ValueNumeric|StateID|BeginDate|ValueText|DataItem
17200500000EB|15.3|15.31|2014|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
17200500000EB|15.465|15.57|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
17200500000EB|15.68|15.7|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
17200500000EB|15.7|16.24|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
17200500000EB|16.27|17.79|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
17200500000EB|17.79|18.0|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
17200500000EB|18.0|18.1|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
17200500000EB|18.1|18.2|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
17200500000EB|18.2|18.32|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
17200500000EB|18.32|18.45|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
17200500000EB|18.45|18.52|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
17200500000EB|18.52|18.8|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
17200500000EB|18.85|19.21|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1730020000000|7.22|7.414|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1730020002300|0.0|0.13|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1730058000000|2.43|2.82|2000|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1730098000000|0.42|1.96|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1730131000000|4.33|5.47|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740006000000|0.0|0.808|2023|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740009000000|0.05|0.52|1994|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740011000000|0.0|1.14|1905|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740011000000|1.14|2.3|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740011000000|4.24|4.7|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740011000000|4.7|5.24|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740012000000|0.14|0.9|2011|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740019020000|0.23|0.65|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740019290000|0.0|0.57|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740019570000|0.0|0.49|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740020750000|0.46|0.93|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740020750000|1.26|1.48|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740023090000|6.77|7.36|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740024000000|4.78|5.67|2013|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740024020000|0.0|0.75|2011|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740024020000|0.75|0.87|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740024020000|0.87|1.09|2011|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740024020000|1.09|1.86|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740024020000|1.86|2.95|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740024060000|0.29|0.6|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740024270000|0.0|0.41|2011|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740025000000|12.11|12.26|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740025000000|12.26|12.62|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740025060000|2.98|5.26|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740025120000|0.27|0.64|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740031000000|0.5|1.45|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740050160000|0.12|0.54|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740050340000|0.0|0.69|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740050400000|0.0|0.67|2022|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740707000000|0.0|0.57|2013|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
1740707000000|0.57|0.907|2013|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
25100790000NB|129.22|129.52|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
25100790000NB|129.52|129.8|2014|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
25100790000NB|129.8|129.9|2014|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
25100790000NB|129.9|130.19|2014|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
25100790000NB|130.19|130.48|2014|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
25100790000NB|130.53|132.8|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
25100790000NB|132.8|133.0|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
25100790000NB|133.0|133.37|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
25100790000NB|133.37|134.97|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
25100790000NB|134.97|135.66|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
25100790000NB|135.66|136.64|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
25100790000NB|136.64|139.1|2020|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
25100790000NB|139.1|139.82|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
25100790000NB|139.82|140.352|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
25200190000NB|3.003|4.64|2023|New 2021||54|01/01/2023||YEAR_LAST_IMPROVEMENT
25200190000NB|7.16|7.97|2023|New 2021||54|01/01/2023||YEAR_LAST_IMPROVEMENT
25200190000NB|7.97|8.47|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
25202500000NB|2.87|3.0|2014|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
25202500000NB|3.785|4.16|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2530310000000|7.16|7.808|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2530310000000|8.35|8.45|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540019310000|0.4|0.89|1905|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540031010000|1.72|2.03|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540054000000|0.0|0.183|2022|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540060000000|2.11|2.61|2000|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540060000000|4.38|4.86|2000|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540064020000|0.0|0.24|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540072000000|1.02|1.79|2022|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540072000000|2.07|2.67|2022|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540072020000|0.0|0.5|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540072020000|0.5|0.72|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540072020000|0.72|1.17|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540072020000|1.17|1.71|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540072020000|1.76|1.93|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540072040000|0.0|0.13|2010|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540073000000|2.45|3.55|1905|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540073730000|2.11|2.33|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540073730000|2.673|3.34|1905|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540250180000|0.08|0.85|2000|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540250310000|0.0|0.55|2000|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540250320000|2.05|2.49|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2540250550000|0.045|0.29|2000|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680000EB|0.0|0.32|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680000EB|1.15|2.67|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680000EB|2.67|4.13|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680000EB|4.13|4.3|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680000EB|4.3|4.4|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680000EB|4.4|4.56|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680000EB|4.56|4.96|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680000EB|4.96|5.79|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680000EB|5.79|6.18|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680000EB|6.18|6.77|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680000EB|6.77|7.2|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680000EB|7.2|7.54|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680000EB|7.54|8.89|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680000EB|8.89|9.4|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680000EB|10.28|10.32|2023|New 2021||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680000EB|10.32|10.79|2023|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680000EB|10.79|13.149|2023|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680004NB|0.0|0.84|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680005SB|0.65|1.14|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100680006EB|0.0|0.89|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|142.37|142.4|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|142.4|143.81|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|143.81|144.95|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|144.95|145.2|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|145.2|145.65|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|145.65|147.85|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|147.85|148.022|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|148.29|148.47|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|148.47|148.66|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|148.66|149.05|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|149.05|149.29|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|149.29|149.38|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|149.38|149.68|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|149.68|150.74|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|150.74|151.07|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|151.07|152.32|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|152.32|152.501|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|152.92|156.983|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|157.0|160.5|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31100790000NB|160.5|160.52|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31200190000NB|8.99|9.16|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31200190000NB|9.54|9.94|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31200190000NB|10.59|11.08|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31200190000NB|11.51|12.33|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31200190000NB|13.74|14.19|2011|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31200190000NB|14.44|14.5|2006|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31200190000NB|14.5|14.8|2006|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31200190000NB|14.8|14.98|2006|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31200190000NB|15.62|16.49|2023|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31200190000NB|16.49|17.021|2023|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31201190000NB|7.81|9.82|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31201190000NB|11.9|12.06|2014|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31201190000NB|14.42|14.62|2023|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31201190000NB|14.85|15.15|2023|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31201190000NB|15.72|16.0|2006|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31201190000NB|16.82|17.35|2004|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31201190000NB|18.2|19.66|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31201190000NB|19.66|20.0|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
31201190000NB|20.0|20.47|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3130007000000|0.0|3.42|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3130007000000|4.42|4.54|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3130007000000|13.21|13.45|2003|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3130007000000|22.54|24.0|2005|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3130007000000|25.15|25.85|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3130007000000|25.85|26.01|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3130007000000|26.01|27.03|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3130007000000|27.03|27.265|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3130007000000|33.83|34.1|2000|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3130007000000|34.71|35.76|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3130007000000|35.76|36.13|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3130007000000|36.13|36.55|2006|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3130007000000|36.55|38.29|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3130007000000|38.29|38.65|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3130705000000|0.0|0.51|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3130705000000|0.68|0.7|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3130705000000|0.7|1.23|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3130705000000|1.23|1.63|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3130705000000|1.63|1.81|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140019190000|0.47|1.29|2023|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140019190000|1.29|1.7|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140019220000|0.12|0.68|2014|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140019240000|2.77|3.0|2008|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140019240000|3.0|3.08|2008|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140055000000|0.0|0.45|2007|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140057000000|1.21|1.33|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140059000000|0.0|0.33|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140059000000|0.33|0.85|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140060000000|0.0|0.85|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140060000000|0.85|1.75|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140061040000|0.0|0.25|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140061040000|0.45|0.91|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140064000000|0.0|0.38|2023|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140065000000|0.0|0.263|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140067000000|6.22|7.97|2011|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140067000000|7.97|8.36|2013|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140067000000|8.36|8.55|2013|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140067010000|0.0|0.65|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140068070000|0.25|0.75|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140068070000|0.75|1.32|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140068070000|1.61|2.15|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140081000000|7.25|8.03|2014|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140082000000|0.0|1.88|2020|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140857000000|0.5|1.41|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3140857000000|5.11|5.59|2013|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
39100680000EB|14.66|18.1|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
39100680000EB|18.1|18.12|2011|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
39100680000EB|18.12|18.2|2011|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
39100680000EB|18.2|23.34|2011|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
39100680000EB|26.75|28.64|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
39100680000EB|28.64|29.23|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
39100680000EB|29.23|31.24|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
39100680000EB|31.24|31.42|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
39100680000EB|31.42|32.06|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
39202190000NB|0.0|0.8|2008|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
39202190000NB|0.8|3.01|2023|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
39202190000NB|3.01|3.31|2023|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
39202190000NB|3.31|4.76|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3930072000000|18.42|20.44|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
3940003000000|4.6|7.27|2014|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
46200500000EB|12.99|13.65|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
46201190000NB|6.05|6.54|2003|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
46201190000NB|8.59|9.32|2013|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
