StateId|RouteId|BeginPoint|EndPoint|DataItem|BeginDate|ValueNumeric|ValueText|ValueDate|Comments|ReportDate|EndDate|SectionLength
54|01201190000NB|7.4000|7.5000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|7.5000|7.6000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|7.6000|7.7000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|7.7000|7.8000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|7.8000|7.9000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|7.9000|8.0000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|8.0000|8.1000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|8.1000|8.2000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|8.2000|8.3000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|8.3000|8.4000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|8.4000|8.5000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|8.5000|8.6000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|8.6000|8.7000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01200330000EB|1.2000|1.3000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01200330000EB|1.1000|1.2000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01200330000EB|1.0000|1.1000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01200330000EB|0.9000|1.0000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01200330000EB|0.8000|0.9000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01200330000EB|0.7000|0.8000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01200330000EB|0.6000|0.7000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01200330000EB|0.5000|0.6000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01200330000EB|0.4000|0.5000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01200330000EB|0.3000|0.4000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01200330000EB|0.2000|0.3000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01200330000EB|0.1000|0.2000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01200330000EB|0.0000|0.1000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|8.7000|8.8000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|8.8000|8.9000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|8.9000|9.0000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|9.0000|9.1000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|9.1000|9.2000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|9.2000|9.2900|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.0900
54|01201190000NB|10.6600|10.7000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.0400
54|01201190000NB|10.7000|10.8000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|10.8000|10.9000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|10.9000|11.0000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|11.0000|11.1000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|11.1000|11.2000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|11.2000|11.3000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|11.3000|11.4000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|01201190000NB|11.4000|11.5000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|0.3000|0.4000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|0.4000|0.5000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|0.5000|0.6000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|0.6000|0.7000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|0.7000|0.8000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|0.8000|0.9000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|0.9000|1.0000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|1.0000|1.1000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|1.1000|1.2000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|1.2000|1.3000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|1.3000|1.3900|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.0900
54|02100810000NB|1.3900|1.4000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.0100
54|02100810000NB|1.4000|1.5000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|1.5000|1.6000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|1.6000|1.7000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|1.7000|1.8000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|1.8000|1.9000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|1.9000|2.0000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|2.0000|2.1000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|2.1000|2.2000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|2.2000|2.3000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|2.3000|2.4000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|2.4000|2.5000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|2.5000|2.6000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|2.6000|2.7000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|2.7000|2.8000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|2.8000|2.9000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|2.9000|3.0000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|3.0000|3.1000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|3.1000|3.2000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|3.2000|3.3000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|3.3000|3.4000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|3.4000|3.5000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|3.5000|3.6000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|3.6000|3.7000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|3.7000|3.8000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|3.8000|3.9000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|3.9000|4.0000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|4.0000|4.1000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|4.1000|4.2000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|4.2000|4.3000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|4.3000|4.4000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|4.4000|4.5000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|4.5000|4.6000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|4.6000|4.7000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|4.7000|4.8000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|4.8000|4.9000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|4.9000|5.0000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|5.0000|5.1000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|5.1000|5.2000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|5.2000|5.3000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|5.3000|5.4000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|5.4000|5.5000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|5.5000|5.6000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|5.6000|5.7000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|5.7000|5.8000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|5.8000|5.9000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|5.9000|6.0000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|6.0000|6.1000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|6.1000|6.2000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|6.2000|6.2700|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.0700
54|02100810000NB|6.2700|6.3000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.0300
54|02100810000NB|6.3000|6.4000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|6.4000|6.5000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|6.5000|6.6000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|6.6000|6.7000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|6.7000|6.8000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|6.8000|6.9000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|6.9000|7.0000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|7.0000|7.1000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|7.1000|7.2000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|7.2000|7.3000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|7.3000|7.4000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|7.4000|7.5000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|7.5000|7.6000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|7.6000|7.7000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|7.7000|7.8000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|7.8000|7.9000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|7.9000|8.0000|BASE_TYPE|1/1/2023|8.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|8.0000|8.1000|BASE_TYPE|1/1/2023|8.000||||4/24/2024|12/31/9999|0.1000
54|0230009000000|9.6000|9.7000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.1000
54|0230009000000|9.7000|9.8000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.1000
54|0230009000000|9.8000|9.9000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.1000
54|0230009000000|9.9000|9.9500|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.0500
54|0230009000000|10.1200|10.2000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.0800
54|0230009000000|10.2000|10.3000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.1000
54|0230009000000|10.3000|10.3700|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.0700
54|0230009000000|10.5320|10.6000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.0680
54|0230009000000|19.7000|19.8000|BASE_TYPE|1/1/2023|7.000||||4/24/2024|12/31/9999|0.1000
54|0230009000000|19.8000|19.9000|BASE_TYPE|1/1/2023|7.000||||4/24/2024|12/31/9999|0.1000
54|0230009000000|19.9000|20.0000|BASE_TYPE|1/1/2023|7.000||||4/24/2024|12/31/9999|0.1000
54|0230009000000|20.0000|20.1000|BASE_TYPE|1/1/2023|7.000||||4/24/2024|12/31/9999|0.1000
54|0230009000000|20.1000|20.1600|BASE_TYPE|1/1/2023|7.000||||4/24/2024|12/31/9999|0.0600
54|02100810000NB|23.2000|23.3000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|23.3000|23.4000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|47.0000|47.1000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|47.8000|47.9000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|47.9000|48.0000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|48.0000|48.1000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|48.1000|48.2000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|48.2000|48.3000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|48.3000|48.4000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|48.4000|48.5000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|48.5000|48.6000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|48.6000|48.7000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|48.7000|48.8000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|48.8000|48.9000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|48.9000|49.0000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|49.0000|49.1000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|49.1000|49.2000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|49.2000|49.3000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|49.3000|49.4000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|49.4000|49.5000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|49.5000|49.6000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|49.6000|49.7000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|49.7000|49.7300|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.0300
54|04100790000NB|49.7300|49.8000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.0700
54|04100790000NB|49.8000|49.9000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|49.9000|50.0000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|50.0000|50.1000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|50.1000|50.2000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|50.2000|50.3000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|50.3000|50.3500|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.0500
54|04100790000NB|50.3500|50.4000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.0500
54|04100790000NB|50.4000|50.5000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|50.5000|50.6000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|50.6000|50.7000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|50.7000|50.8000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|46.9000|47.0000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|46.8000|46.9000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|46.7000|46.8000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|46.6000|46.7000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|46.5000|46.6000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|46.4000|46.5000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|46.3000|46.4000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|46.2200|46.3000|BASE_TYPE|1/1/2023|3.000||||4/24/2024|12/31/9999|0.0800
54|04100790000NB|46.2000|46.2200|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.0200
54|04100790000NB|46.1800|46.2000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.0200
54|04100790000NB|46.1000|46.1800|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.0800
54|04100790000NB|46.0000|46.1000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|45.9000|46.0000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|45.8000|45.9000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|45.7000|45.8000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|45.6000|45.7000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|45.5000|45.6000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|45.4000|45.5000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|45.3000|45.4000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|45.2000|45.3000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|45.1000|45.2000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|45.0000|45.1000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|44.9000|45.0000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|44.8000|44.9000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|44.7000|44.8000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.1000
54|04100790000NB|44.6000|44.7000|BASE_TYPE|1/1/2023|5.000||||4/24/2024|12/31/9999|0.1000
54|03201190000NB|16.9700|17.8000|BASE_TYPE|1/1/2023|2.000|||same as 2020|4/24/2024|12/31/9999|0.8300
54|03201190000NB|12.8300|13.5400|BASE_TYPE|1/1/2023|2.000|||same as 2020|4/24/2024|12/31/9999|0.7100
54|03201190000NB|11.4900|12.3600|BASE_TYPE|1/1/2023|3.000|||same as 2020|4/24/2024|12/31/9999|0.8700
54|03201190000NB|9.4400|11.4900|BASE_TYPE|1/1/2023|3.000|||same as 2020|4/24/2024|12/31/9999|2.0500
54|03201190000NB|0.0000|2.9300|BASE_TYPE|1/1/2023|2.000|||same as 2020|4/24/2024|12/31/9999|2.9300
54|0330003000000|8.1700|11.1400|BASE_TYPE|1/1/2023|2.000|||same as 2020|4/24/2024|12/31/9999|2.9700
54|0330085000000|10.6700|13.1300|BASE_TYPE|1/1/2023|3.000|||same as 2020|4/24/2024|12/31/9999|2.4600
54|02100810000NB|25.9000|26.0000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|25.8000|25.9000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|25.7000|25.8000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|25.6000|25.7000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|25.5000|25.6000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|25.4000|25.5000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|25.3000|25.4000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|25.2000|25.3000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|25.1000|25.2000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|25.0000|25.1000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|24.9000|25.0000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|24.8000|24.9000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
54|02100810000NB|24.7000|24.8000|BASE_TYPE|1/1/2023|6.000||||4/24/2024|12/31/9999|0.1000
