,RouteID,BeginPoint,EndPoint,ValueDate,Comments,ValueNumeric,StateCode,BeginDate,ValueText,DataItem
20,06100640000EB,18.49,19.3,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
21,06100640000EB,19.3,19.32,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
22,06100640000EB,19.32,19.4,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
23,06100640000EB,19.4,19.71,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
24,06100640000EB,19.71,20.19,2012,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
25,06100640000EB,20.19,20.2,2012,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
26,06100640000EB,20.2,20.3,2012,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
27,06100640000EB,20.3,21.04,2012,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
28,06100640000EB,21.04,21.16,2012,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
29,06100640000EB,21.16,21.75,2012,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
30,06100640000EB,21.75,22.39,2012,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
31,06100640000EB,22.39,22.4,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
32,06100640000EB,22.4,22.5,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
33,06100640000EB,22.5,25.2,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
34,06100640000EB,25.2,25.3,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
35,06100640000EB,25.3,27.11,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
36,06100640000EB,27.11,27.55,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
37,06100640000EB,27.55,28.67,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
38,06100640000EB,28.67,29.44,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
39,06100640000EB,29.44,31.77,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
40,06200520000EB,0.33,0.45,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
41,06200520000EB,0.75,1.0,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
42,06200520000EB,1.0,1.01,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
43,06200520004NB,0.0,0.32,2022,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
44,06200520004NB,0.321,0.46,2022,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
45,06200600000EB,2.97,3.07,2013,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
46,06200600000EB,6.97,7.51,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
47,06200600000EB,7.59,7.96,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
48,06200600000EB,7.96,8.43,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
49,06200600000EB,8.43,8.78,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
50,06200600000EB,8.78,8.82,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
51,06200600000EB,8.82,9.5,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
52,06200600000EB,9.56,9.92,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
53,06200600000EB,9.92,10.27,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
54,06200600000EB,15.59,17.29,2011,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
55,06200600001EB,0.0,0.39,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
56,0630002000000,0.1,0.2,2007,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
57,0630002000000,0.2,0.21,2007,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
58,0630002000000,9.98,10.08,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
59,0630002000000,14.38,16.4,2022,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
60,0630002000000,16.4,16.5,2022,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
61,0630002000000,16.5,17.99,2022,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
62,0630002001300,0.0,0.1,2007,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
63,0630002001300,0.1,0.17,2007,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
64,0630002001300,0.17,0.2,2013,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
65,0630002001300,0.2,0.39,2013,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
66,0630010000000,15.69,15.82,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
67,0630010000000,15.82,16.27,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
68,0630010000000,17.46,18.41,2012,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
69,0630010000100,1.94,2.56,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
70,0630101000000,0.16,0.36,2022,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
71,0630152000000,0.76,0.99,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
72,0630193000000,0.46,3.55,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
73,0640001000000,2.1,2.224,2022,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
74,0640001000000,2.477,2.619,2022,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
75,0640009000000,1.688,1.803,2010,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
76,0640013000000,0.02,0.42,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
77,0640017000000,4.05,4.17,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
78,0640017000000,4.3,4.41,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
79,0640017000000,4.47,5.02,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
80,0640021000000,0.537,0.9,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
81,0640021000000,0.9,1.51,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
82,0640021000000,1.51,2.939,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
83,0640021000000,2.947,2.98,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
84,0640031000000,0.16,0.5,2013,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
85,0640031060000,0.0,0.38,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
86,0640031060000,0.38,0.41,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
87,0640031060000,0.41,0.48,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
88,0640035000000,7.83,8.63,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
89,3530002000000,1.9,2.0,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
90,3530002000000,2.0,2.13,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
91,3530002000000,2.36,2.84,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
92,3530002000000,5.81,7.04,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
93,3530002000000,7.35,7.57,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
94,0640039000000,2.08,2.62,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
95,46201190000NB,6.05,6.54,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
96,46201190000NB,8.59,9.32,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
97,0640052030000,0.0,0.22,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
98,4140001000000,1.95,3.4,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
99,0640060050000,0.0,0.88,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
100,1771754001900,0.18,0.47,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
101,1771754001900,0.47,0.57,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
102,0640060050000,0.88,1.68,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
103,0640060050000,1.68,1.97,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
104,0640060700000,0.0,0.18,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
105,0640060700000,0.18,0.56,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
106,0640060700000,0.56,0.76,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
107,0673272001900,0.35,1.04,2013,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
108,0673272001900,1.08,1.28,2013,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
109,0673272001900,1.28,1.44,2013,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
110,0673274001900,1.46,1.56,2013,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
111,0673281001900,0.19,0.48,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
112,0673285001900,0.0,0.32,2009,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
113,0673287001900,0.0,0.28,2011,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
114,0673287001900,0.51,0.86,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
115,0673287001900,1.03,1.14,2011,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
116,0673288001900,0.78,0.89,2009,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
117,0673295001900,0.0,1.08,2009,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
118,0673317001900,0.0,0.24,2009,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
119,2230003000000,5.71,6.1,2007,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
120,2230010000000,17.81,19.07,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
121,23201190000NB,0.0,0.85,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
122,23201190000NB,1.44,2.2,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
123,0240013000000,0.43,1.03,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
124,0240013000000,1.03,1.5,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
125,23201190000NB,2.2,2.54,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
126,23201190000NB,2.54,2.67,2020,New 2021,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
127,23201190000NB,2.67,3.3,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
128,23201190000NB,3.3,3.5,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
129,23201190000NB,3.5,3.59,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
130,23201190000NB,3.59,5.1,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
131,23201190000NB,5.1,5.27,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
132,23201190000NB,11.87,12.283,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
133,2330010000000,12.79,12.9,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
134,2330010000000,12.9,12.95,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
135,2330010000000,14.782,15.25,2010,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
136,2330010000000,15.25,16.17,2010,New 2021,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
137,2330010000000,16.77,17.46,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
138,2330010000000,17.46,17.76,2010,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
139,2330010000000,17.76,18.21,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
140,2330010000000,18.76,19.41,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
141,2330010000000,19.41,20.39,2008,New 2021,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
142,2330010000000,20.39,22.05,2021,New 2021,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
143,2330010000000,27.14,28.6,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
144,2330017000000,0.32,1.1,2007,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
145,2330044000000,16.02,17.07,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
146,2330073000000,0.31,1.4,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
147,2330073000000,1.4,1.5,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
148,2330073000000,1.5,2.1,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
149,2330073000000,2.1,2.15,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
150,2330080000000,0.86,1.57,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
151,2340005000000,0.45,2.789,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
152,30200520000EB,9.95,11.65,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
153,30200520000EB,21.06,21.95,2022,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
154,30200520000EB,21.97,22.28,2022,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
155,30200520000EB,26.08,26.53,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
156,30200520004NB,0.096,0.39,2009,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
157,30201190000NB,11.73,12.8,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
158,30201190000NB,12.88,14.28,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
159,3030080000000,7.05,9.46,2012,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
160,50100640000EB,0.0,0.1,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
161,50100640000EB,0.1,0.11,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
162,50100640000EB,0.11,1.25,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
163,50100640000EB,1.29,1.66,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
164,50100640000EB,1.66,2.0,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
165,50100640000EB,2.0,2.17,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
166,50100640000EB,2.17,2.3,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
167,50100640000EB,2.3,2.7,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
168,50100640000EB,2.7,2.75,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
169,50100640000EB,2.75,2.8,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
170,50100640000EB,2.8,4.22,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
171,50100640000EB,4.22,4.4,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
172,50100640000EB,4.4,4.5,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
173,50100640000EB,4.5,5.29,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
174,50100640000EB,5.29,5.3,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
175,50100640000EB,5.3,5.4,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
176,50100640000EB,5.4,5.87,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
177,50200520000EB,5.8,6.51,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
178,50200520000EB,29.12,31.4,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
179,50200600000EB,0.0,0.16,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
180,50200600000EB,0.16,0.24,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
181,50200600000EB,0.49,0.72,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
182,50200600000EB,1.13,1.83,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
183,50200600000EB,3.79,4.04,2011,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
184,50200600000EB,4.04,4.39,2011,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
185,5030152000000,29.86,30.39,2008,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
186,5030152000000,40.4,43.98,2020,New 2021,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
187,5030152000000,43.98,44.59,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
188,5040001000000,2.16,2.29,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
189,5040003000000,3.75,3.85,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
190,5040003000000,3.94,4.06,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
191,5040003010000,0.09,0.65,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
192,5040003010000,0.65,0.68,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
193,5040003020000,0.0,0.64,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
194,5040003020000,0.64,1.25,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
195,5040007000000,17.84,18.87,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
196,5040007000000,19.35,19.76,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
197,5040008000000,0.0,0.45,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
198,5040009000000,0.65,1.92,2011,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
199,5040012000000,3.176,4.65,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
200,5040060030000,1.37,1.47,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
201,5040060040000,1.24,2.4,2012,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
202,5040060070000,0.24,0.87,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
203,5040060070000,0.87,1.44,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
204,4330053000000,0.0,1.4,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
205,44200330000EB,4.33,5.61,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
206,44200330000EB,6.75,9.1,2011,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
207,44200330000EB,15.77,17.73,2011,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
208,5440014140000,0.0,0.66,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
209,5430014000000,11.28,11.76,2019,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
210,5430014000000,15.19,15.32,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
211,5430014000000,15.32,15.45,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
212,5430014000000,16.1,16.76,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
213,5430014000100,0.0,0.63,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
214,1830002000000,0.0,2.7,2017,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
215,1830002000000,10.86,11.0,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
216,1830002000000,11.14,11.28,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
217,5330014000000,19.34,20.71,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
218,3730016000000,7.41,8.23,2014,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
219,18100770000NB,132.44,137.74,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
220,18100770000NB,137.74,138.83,2013,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
221,18100770000NB,138.83,145.99,2013,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
222,18100770000NB,145.99,150.45,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
223,18100770000NB,153.79,154.41,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
224,18100770000NB,154.41,156.01,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
225,18100770000NB,156.01,156.99,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
226,07200330000EB,0.09,2.33,2012,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
227,07200330000EB,3.68,5.03,2013,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
228,07200330000EB,6.62,8.3,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
229,5430095000000,3.77,3.99,2011,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
230,5430095000000,6.44,6.58,2010,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
231,54100770000NB,156.99,158.69,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
232,54100770000NB,158.69,160.38,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
233,54100770000NB,160.38,161.66,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
234,54100770000NB,161.66,162.73,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
235,54100770000NB,162.73,168.205,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
236,54100770000NB,168.205,168.37,2020,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
237,54100770000NB,168.37,172.29,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
238,54100770000NB,173.94,176.46,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
239,54100770000NB,176.46,176.76,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
240,54100770000NB,185.64,186.72,2012,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
241,54100770000NB,186.8,187.21,2012,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
242,3730002000000,3.71,4.75,2021,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
243,3730002000000,5.72,6.86,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
244,3730002000000,14.95,17.49,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
245,5440014160000,0.18,0.86,2018,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
246,5440014160000,0.86,1.23,2015,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
247,5440014160000,2.89,3.83,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
248,5440021020000,0.0,0.39,2011,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
249,0730005000000,12.09,12.62,2016,same as 2020,,54,01/01/2022,,YEAR_LAST_IMPROVEMENT
