Year_Record,State_Code,Data_Item,Section_Length,Value_Numeric,Value_Text,Value_Date,Comments,OwnershipVn,ValidationDescription,RouteID,BMP,EMP
01/01/2022,54,Ownership,0.1,1,,,,,,2340702140000,0,0.1
01/01/2022,54,Ownership,0.41,1,,,,,,4040050070000,0,0.41
01/01/2022,54,Ownership,0.14,1,,,,,,5440047380000,0,0.14
01/01/2022,54,Ownership,0.14,1,,,,,,0640035340000,0,0.14
01/01/2022,54,Ownership,0.07,1,,,,,,27200350023EB,0,0.07
01/01/2022,54,Ownership,0.302,1,,,,,,27200350023EB,0.07,0.372
01/01/2022,54,Ownership,0.298,1,,,,,,27200350023EB,0.372,0.67
01/01/2022,54,Ownership,0.41,1,,,,,,0240045260000,0,0.41
01/01/2022,54,Ownership,0.06,1,,,,,,2880902510000,0,0.06
01/01/2022,54,Ownership,2.23,1,,,,,,4440030000000,0,2.23
01/01/2022,54,Ownership,2.5,1,,,,,,4440030000000,2.23,4.73
01/01/2022,54,Ownership,0.1,1,,,,,,4440030000000,4.73,4.83
01/01/2022,54,Ownership,0.4,1,,,,,,1980901620000,0,0.4
01/01/2022,54,Ownership,0.09,1,,,,,,0280903220000,0,0.09
01/01/2022,54,Ownership,0.52,1,,,,,,3140079080000,0,0.52
01/01/2022,54,Ownership,0.44,1,,,,,,3140079080000,0.52,0.96
01/01/2022,54,Ownership,0.255,1,,,,,,4140036090000,0,0.255
01/01/2022,54,Ownership,0.41,1,,,,,,2040053060000,0,0.41
01/01/2022,54,Ownership,0.49,1,,,,,,1040014150000,0,0.49
01/01/2022,54,Ownership,0.04,1,,,,,,0640160160000,0,0.04
01/01/2022,54,Ownership,3.2,1,,,,,,5340020000000,0,3.2
01/01/2022,54,Ownership,3.58,1,,,,,,5340020000000,3.2,6.78
01/01/2022,54,Ownership,1.96,1,,,,,,5340020000000,6.78,8.74
01/01/2022,54,Ownership,0.35,1,,,,,,5440002200000,0,0.35
01/01/2022,54,Ownership,1.74,1,,,,,,5440002200000,0.35,2.09
01/01/2022,54,Ownership,0.36,1,,,,,,1740025110000,0,0.36
01/01/2022,54,Ownership,0.22,1,,,,,,1740025110000,0.36,0.58
01/01/2022,54,Ownership,0.15,1,,,,,,1740025110000,0.58,0.73
01/01/2022,54,Ownership,0.5,1,,,,,,3840021100000,0,0.5
01/01/2022,54,Ownership,0.03,1,,,,,,2440052400000,0,0.03
01/01/2022,54,Ownership,0.08,1,,,,,,0180905000000,0,0.08
01/01/2022,54,Ownership,0.61,1,,,,,,3440041070000,0,0.61
01/01/2022,54,Ownership,0.49,1,,,,,,3440041070000,0.61,1.1
01/01/2022,54,Ownership,0.07,1,,,,,,3440041070000,1.1,1.17
01/01/2022,54,Ownership,1.3,1,,,,,,1340060120000,0,1.3
01/01/2022,54,Ownership,0.16,1,,,,,,1340060120000,1.3,1.46
01/01/2022,54,Ownership,0.94,1,,,,,,1340060120000,1.46,2.4
01/01/2022,54,Ownership,0.23,1,,,,,,3380952000000,0,0.23
01/01/2022,54,Ownership,3.16,1,,,,,,4340024030000,0,3.16
01/01/2022,54,Ownership,5.43,1,,,,,,2640026000000,0,5.43
01/01/2022,54,Ownership,0.18,1,,,,,,2640026000000,5.43,5.61
01/01/2022,54,Ownership,0.83,1,,,,,,2540001080000,0,0.83
01/01/2022,54,Ownership,0.05,1,,,,,,0340085450000,0,0.05
01/01/2022,54,Ownership,0.37,1,,,,,,0240012100000,0,0.37
01/01/2022,54,Ownership,0.22,1,,,,,,0580921000000,0,0.22
01/01/2022,54,Ownership,0.15,1,,,,,,0580921000000,0.22,0.37
01/01/2022,54,Ownership,0.23,1,,,,,,5140034010000,0,0.23
01/01/2022,54,Ownership,0.21,1,,,,,,5540009080000,0,0.21
01/01/2022,54,Ownership,0.14,1,,,,,,5540097050000,0,0.14
01/01/2022,54,Ownership,0.46,1,,,,,,2440052090000,0,0.46
01/01/2022,54,Ownership,1.37,1,,,,,,0740035290000,0,1.37
01/01/2022,54,Ownership,0.65,1,,,,,,0640001140000,0,0.65
01/01/2022,54,Ownership,0.56,1,,,,,,2240012000000,0,0.56
01/01/2022,54,Ownership,0.46,1,,,,,,2240012000000,0.56,1.02
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2240012000000,1.02,1.16
01/01/2022,54,Ownership,0.17,1,,,,,,2240012000000,1.16,1.33
01/01/2022,54,Ownership,0.2,1,,,,,,2240012000000,1.33,1.53
01/01/2022,54,Ownership,3.38,1,,,,,,2240012000000,1.53,4.91
01/01/2022,54,Ownership,0.27,1,,,,,,2240012000000,4.91,5.18
01/01/2022,54,Ownership,0.22,1,,,,,,4140014070000,0,0.22
01/01/2022,54,Ownership,0.19,1,,,,,,1840014060000,0,0.19
01/01/2022,54,Ownership,0.28,1,,,,,,3140067130000,0,0.28
01/01/2022,54,Ownership,1.29,1,,,,,,3140068010000,0,1.29
01/01/2022,54,Ownership,0.07,1,,,,,,2340017010000,0,0.07
01/01/2022,54,Ownership,0.72,1,,,,,,3140059010000,0,0.72
01/01/2022,54,Ownership,2.36,1,,,,,,3540051000000,0,2.36
01/01/2022,54,Ownership,0.38,1,,,,,,3640009060000,0,0.38
01/01/2022,54,Ownership,0.22,1,,,,,,2440161040000,0,0.22
01/01/2022,54,Ownership,0.004,1,,,,,,5040152210000,0,0.004
01/01/2022,54,Ownership,0.336,1,,,,,,5040152210000,0.004,0.34
01/01/2022,54,Ownership,0.11,1,,,,,,3440082010000,0,0.11
01/01/2022,54,Ownership,0.04,1,,,,,,5040252280000,0,0.04
01/01/2022,54,Ownership,3.88,1,,,,,,0740001000000,0,3.88
01/01/2022,54,Ownership,1.26,1,,,,,,0640006000000,0,1.26
01/01/2022,54,Ownership,0.05,1,,,,,,0640006000000,1.26,1.31
01/01/2022,54,Ownership,0.57,1,,,,,,0640006000000,1.31,1.88
01/01/2022,54,Ownership,0.83,1,,,,,,0640006000000,1.88,2.71
01/01/2022,54,Ownership,0.15,1,,,,,,3140119380000,0,0.15
01/01/2022,54,Ownership,0.31,1,,,,,,1940032060000,0,0.31
01/01/2022,54,Ownership,0.58,1,,,,,,4440036110000,0,0.58
01/01/2022,54,Ownership,0.25,1,,,,,,4040001040000,0,0.25
01/01/2022,54,Ownership,0.11,1,,,,,,2040061600000,0,0.11
01/01/2022,54,Ownership,0.41,1,,,,,,5440050690000,0,0.41
01/01/2022,54,Ownership,0.1,1,,,,,,4140036070000,0,0.1
01/01/2022,54,Ownership,5.98,1,,,,,,1340050000000,0,5.98
01/01/2022,54,Ownership,4.35,1,,,,,,1340050000000,5.98,10.33
01/01/2022,54,Ownership,0.58,1,,,,,,5440003070000,0,0.58
01/01/2022,54,Ownership,0.88,1,,,,,,1140035040000,0,0.88
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,1140035040000,0.88,1.56
01/01/2022,54,Ownership,0.43,1,,,,,,4640076020000,0,0.43
01/01/2022,54,Ownership,0.1,1,,,,,,0540027210000,0,0.1
01/01/2022,54,Ownership,0.11,1,,,,,,2240052060000,0,0.11
01/01/2022,54,Ownership,0.89,1,,,,,,2240052060000,0.11,1
01/01/2022,54,Ownership,0.105,1,,,,,,2040079340000,0,0.105
01/01/2022,54,Ownership,0.055,1,,,,,,2040079340000,0.105,0.16
01/01/2022,54,Ownership,0.05,1,,,,,,2840071230000,0,0.05
01/01/2022,54,Ownership,0.07,1,,,,,,5440095170000,0,0.07
01/01/2022,54,Ownership,0.71,1,,,,,,4940001040000,0,0.71
01/01/2022,54,Ownership,0.6,1,,,,,,3940004030000,0,0.6
01/01/2022,54,Ownership,0.45,1,,,,,,4140033100000,0,0.45
01/01/2022,54,Ownership,0.53,11,,,,,,2460801000000,0,0.53
01/01/2022,54,Ownership,0.34,1,,,,,,4240014020000,0,0.34
01/01/2022,54,Ownership,1.66,1,,,,,,4940035020000,0,1.66
01/01/2022,54,Ownership,0.85,1,,,,,,4940035020000,1.66,2.51
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,4940035020000,2.51,3.34
01/01/2022,54,Ownership,0.1,1,,,,,,3030044000000,0,0.1
01/01/2022,54,Ownership,0.11,1,,,,,,1840002160000,0,0.11
01/01/2022,54,Ownership,1.13,1,,,,,,2040046030000,0,1.13
01/01/2022,54,Ownership,0.89,1,,,,,,0940020030000,0,0.89
01/01/2022,54,Ownership,0.1,1,,,,,,4180939000000,0,0.1
01/01/2022,54,Ownership,1.29,1,,,,,,1040061290000,0,1.29
01/01/2022,54,Ownership,2.14,1,,,,,,1040061290000,1.29,3.43
01/01/2022,54,Ownership,0.55,1,,,,,,0280902280000,0,0.55
01/01/2022,54,Ownership,0.07,1,,,,,,40300620005SB,0,0.07
01/01/2022,54,Ownership,0.15,1,,,,,,40300620005SB,0.07,0.22
01/01/2022,54,Ownership,0.1,1,,,,,,40300620005SB,0.22,0.32
01/01/2022,54,Ownership,0.5,1,,,,,,2940019000000,0,0.5
01/01/2022,54,Ownership,1.25,1,,,,,,2940019000000,0.5,1.75
01/01/2022,54,Ownership,1.16,1,,,,,,2940019000000,2.05,3.21
01/01/2022,54,Ownership,1.16,1,,,,,,0740011010000,0,1.16
01/01/2022,54,Ownership,2.22,1,,,,,,1840001050000,0,2.22
01/01/2022,54,Ownership,0.22,1,,,,,,1840001050000,2.22,2.44
01/01/2022,54,Ownership,0.25,1,,,,,,1280909000000,0,0.25
01/01/2022,54,Ownership,0.37,1,,,,,,1340006000000,0,0.37
01/01/2022,54,Ownership,0.63,1,,,,,,1340006000000,0.37,1
01/01/2022,54,Ownership,1.0,1,,,,,,1340006000000,1,2
01/01/2022,54,Ownership,1.0,1,,,,,,1340006000000,2,3
01/01/2022,54,Ownership,1.0,1,,,,,,1340006000000,3,4
01/01/2022,54,Ownership,2.25,1,,,,,,1340006000000,4,6.25
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,5440009180000,0,0.65
01/01/2022,54,Ownership,0.54,1,,,,,,5440009180000,0.65,1.19
01/01/2022,54,Ownership,0.08,1,,,,,,4140119550000,0,0.08
01/01/2022,54,Ownership,0.31,1,,,,,,4180951000000,0,0.31
01/01/2022,54,Ownership,0.23,1,,,,,,5140015340000,0,0.23
01/01/2022,54,Ownership,1.94,1,,,,,,1940014000000,0,1.94
01/01/2022,54,Ownership,0.32,1,,,,,,1580928000000,0,0.32
01/01/2022,54,Ownership,2.54,11,,,,,,3160801000000,0,2.54
01/01/2022,54,Ownership,0.28,11,,,,,,3160801000000,2.54,2.82
01/01/2022,54,Ownership,2.09,1,,,,,,0240009200000,0,2.09
01/01/2022,54,Ownership,0.006,1,,,,,,4140019850000,0,0.006
01/01/2022,54,Ownership,0.526,1,,,,,,4140019850000,0.006,0.532
01/01/2022,54,Ownership,0.008,1,,,,,,4140019850000,0.532,0.54
01/01/2022,54,Ownership,0.17,1,,,,,,2840020830000,0,0.17
01/01/2022,54,Ownership,0.8,1,,,,,,1440050370000,0,0.8
01/01/2022,54,Ownership,1.02,4,,,,,,27765020019SB,0,1.02
01/01/2022,54,Ownership,0.24,1,,,,,,2040060360000,0,0.24
01/01/2022,54,Ownership,2.33,1,,,,,,0840026010000,0,2.33
01/01/2022,54,Ownership,0.12,1,,,,,,2880971000000,0,0.12
01/01/2022,54,Ownership,0.59,1,,,,,,3140041010000,0,0.59
01/01/2022,54,Ownership,2.78,1,,,,,,1540011020000,0,2.78
01/01/2022,54,Ownership,0.79,1,,,,,,1540011020000,2.78,3.57
01/01/2022,54,Ownership,0.77,1,,,,,,0840040040000,0,0.77
01/01/2022,54,Ownership,0.63,1,,,,,,0840040040000,0.77,1.4
01/01/2022,54,Ownership,0.68,1,,,,,,4940035050000,0,0.68
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,4940035050000,0.68,1.93
01/01/2022,54,Ownership,1.34,1,,,,,,4940035050000,1.93,3.27
01/01/2022,54,Ownership,0.09,1,,,,,,3640021100000,0,0.09
01/01/2022,54,Ownership,0.06,1,,,,,,5040005100000,0,0.06
01/01/2022,54,Ownership,0.44,1,,,,,,2140008060000,0,0.44
01/01/2022,54,Ownership,0.47,1,,,,,,2140008060000,0.44,0.91
01/01/2022,54,Ownership,0.05,1,,,,,,2080982000000,0,0.05
01/01/2022,54,Ownership,0.05,1,,,,,,0340014000000,0,0.05
01/01/2022,54,Ownership,0.3,1,,,,,,0340014000000,0.05,0.35
01/01/2022,54,Ownership,0.54,1,,,,,,3040065160000,0,0.54
01/01/2022,54,Ownership,0.53,1,,,,,,2480901900000,0,0.53
01/01/2022,54,Ownership,0.27,1,,,,,,3440041140000,0,0.27
01/01/2022,54,Ownership,0.5,1,,,,,,3940026150000,0,0.5
01/01/2022,54,Ownership,0.78,1,,,,,,3940026150000,0.5,1.28
01/01/2022,54,Ownership,0.14,1,,,,,,0280925000000,0,0.14
01/01/2022,54,Ownership,0.28,1,,,,,,3440020380000,0,0.28
01/01/2022,54,Ownership,0.05,1,,,,,,4180985000000,0,0.05
01/01/2022,54,Ownership,0.8,1,,,,,,4840013060000,0,0.8
01/01/2022,54,Ownership,0.52,1,,,,,,4840013060000,0.8,1.32
01/01/2022,54,Ownership,1.33,1,,,,,,4340019050000,0,1.33
01/01/2022,54,Ownership,1.43,1,,,,,,0140017070000,0,1.43
01/01/2022,54,Ownership,0.11,1,,,,,,0140017070000,1.43,1.54
01/01/2022,54,Ownership,0.49,1,,,,,,0140017070000,1.54,2.03
01/01/2022,54,Ownership,2.09,1,,,,,,4540007130000,0,2.09
01/01/2022,54,Ownership,0.43,1,,,,,,2840024060000,0,0.43
01/01/2022,54,Ownership,0.22,1,,,,,,0280928000000,0,0.22
01/01/2022,54,Ownership,1.97,1,,,,,,4440021020000,0,1.97
01/01/2022,54,Ownership,1.55,1,,,,,,4440021020000,1.97,3.52
01/01/2022,54,Ownership,0.18,1,,,,,,2340005790000,0,0.18
01/01/2022,54,Ownership,0.084,1,,,,,,2340005790000,0.18,0.264
01/01/2022,54,Ownership,0.11,1,,,,,,3380925000000,0,0.11
01/01/2022,54,Ownership,0.18,1,,,,,,4940020110000,0,0.18
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,4940020110000,0.18,1.17
01/01/2022,54,Ownership,0.73,1,,,,,,4940020110000,1.17,1.9
01/01/2022,54,Ownership,0.65,1,,,,,,4940020110000,1.9,2.55
01/01/2022,54,Ownership,2.62,1,,,,,,4940020110000,2.55,5.17
01/01/2022,54,Ownership,0.24,1,,,,,,5540005050000,0,0.24
01/01/2022,54,Ownership,0.05,1,,,,,,5540005050000,0.24,0.29
01/01/2022,54,Ownership,0.5,1,,,,,,3940092450000,0,0.5
01/01/2022,54,Ownership,1.42,1,,,,,,0140011160000,0,1.42
01/01/2022,54,Ownership,0.52,1,,,,,,0140011160000,1.42,1.94
01/01/2022,54,Ownership,0.08,1,,,,,,0140011160000,1.94,2.02
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,0140011160000,2.02,2.3
01/01/2022,54,Ownership,0.1,1,,,,,,4240219510000,0,0.1
01/01/2022,54,Ownership,0.028,1,,,,,,4240219510000,0.1,0.128
01/01/2022,54,Ownership,0.089,1,,,,,,0340003260000,0,0.089
01/01/2022,54,Ownership,0.13,1,,,,,,0840013100000,0,0.13
01/01/2022,54,Ownership,0.07,1,,,,,,0840013100000,0.13,0.2
01/01/2022,54,Ownership,0.018,1,,,,,,3240003080200,0,0.018
01/01/2022,54,Ownership,0.2,1,,,,,,1340015190000,0,0.2
01/01/2022,54,Ownership,0.33,1,,,,,,2040025180000,0,0.33
01/01/2022,54,Ownership,0.89,1,,,,,,2340009060000,0,0.89
01/01/2022,54,Ownership,0.51,1,,,,,,2340009060000,0.89,1.4
01/01/2022,54,Ownership,0.24,1,,,,,,2040063030000,0,0.24
01/01/2022,54,Ownership,0.05,1,,,,,,1140023100000,0,0.05
01/01/2022,54,Ownership,0.64,1,,,,,,2040028020000,0,0.64
01/01/2022,54,Ownership,0.46,1,,,,,,2040028020000,0.64,1.1
01/01/2022,54,Ownership,3.88,1,,,,,,2840009080000,0,3.88
01/01/2022,54,Ownership,0.15,1,,,,,,2840010260000,0,0.15
01/01/2022,54,Ownership,0.1,1,,,,,,2840010260000,0.15,0.25
01/01/2022,54,Ownership,0.16,1,,,,,,3040049140000,0,0.16
01/01/2022,54,Ownership,1.08,1,,,,,,5440042010000,0,1.08
01/01/2022,54,Ownership,1.63,1,,,,,,0940024000000,0,1.63
01/01/2022,54,Ownership,0.88,1,,,,,,0940024000000,1.63,2.51
01/01/2022,54,Ownership,0.58,1,,,,,,0940024000000,2.51,3.09
01/01/2022,54,Ownership,0.68,1,,,,,,0940024000000,3.09,3.77
01/01/2022,54,Ownership,0.88,1,,,,,,0940024000000,3.77,4.65
01/01/2022,54,Ownership,1.56,1,,,,,,0940024000000,4.65,6.21
01/01/2022,54,Ownership,0.1,1,,,,,,1740050580000,0,0.1
01/01/2022,54,Ownership,0.25,1,,,,,,4140019520000,0,0.25
01/01/2022,54,Ownership,0.428,1,,,,,,5340036040000,0,0.428
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,5340036040000,0.428,1.83
01/01/2022,54,Ownership,0.42,1,,,,,,1280932000000,0,0.42
01/01/2022,54,Ownership,1.87,1,,,,,,3940092040000,0,1.87
01/01/2022,54,Ownership,4.02,1,,,,,,3940092040000,1.87,5.89
01/01/2022,54,Ownership,0.06,1,,,,,,5580988000000,0,0.06
01/01/2022,54,Ownership,1.16,1,,,,,,1940340040000,0,1.16
01/01/2022,54,Ownership,0.97,1,,,,,,2140001060000,0,0.97
01/01/2022,54,Ownership,0.89,1,,,,,,2140001060000,0.97,1.86
01/01/2022,54,Ownership,0.07,1,,,,,,2140001060000,1.86,1.93
01/01/2022,54,Ownership,1.23,1,,,,,,2140001060000,1.93,3.16
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2140001060000,3.16,3.29
01/01/2022,54,Ownership,0.07,1,,,,,,4230032000200,0,0.07
01/01/2022,54,Ownership,2.43,1,,,,,,2140010100000,0,2.43
01/01/2022,54,Ownership,0.79,1,,,,,,4540026050000,0,0.79
01/01/2022,54,Ownership,0.1,1,,,,,,4140103050000,0,0.1
01/01/2022,54,Ownership,0.63,1,,,,,,4140103050000,0.1,0.73
01/01/2022,54,Ownership,0.06,1,,,,,,4940033150000,0,0.06
01/01/2022,54,Ownership,1.24,1,,,,,,4940033150000,0.06,1.3
01/01/2022,54,Ownership,0.108,1,,,,,,0640034050000,0,0.108
01/01/2022,54,Ownership,0.052,1,,,,,,0640034050000,0.108,0.16
01/01/2022,54,Ownership,0.93,1,,,,,,0640044010000,0,0.93
01/01/2022,54,Ownership,0.1,1,,,,,,0640044010000,0.93,1.03
01/01/2022,54,Ownership,0.06,1,,,,,,2540064100000,0,0.06
01/01/2022,54,Ownership,0.05,1,,,,,,2040061730000,0,0.05
01/01/2022,54,Ownership,0.61,1,,,,,,2840019310000,0,0.61
01/01/2022,54,Ownership,1.39,1,,,,,,4840013080000,0,1.39
01/01/2022,54,Ownership,2.39,1,,,,,,1440004010000,0,2.39
01/01/2022,54,Ownership,0.27,1,,,,,,1740119100000,0,0.27
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,5040027010000,0,0.96
01/01/2022,54,Ownership,0.43,1,,,,,,0440004430000,0,0.43
01/01/2022,54,Ownership,0.04,1,,,,,,2340210170000,0,0.04
01/01/2022,54,Ownership,1.03,1,,,,,,3140007230000,0,1.03
01/01/2022,54,Ownership,1.72,1,,,,,,0640060020000,0,1.72
01/01/2022,54,Ownership,0.17,1,,,,,,5580901780000,0,0.17
01/01/2022,54,Ownership,1.88,1,,,,,,3040049010000,0,1.88
01/01/2022,54,Ownership,0.29,1,,,,,,3040049010000,1.88,2.17
01/01/2022,54,Ownership,1.59,1,,,,,,3040049010000,2.17,3.76
01/01/2022,54,Ownership,0.36,1,,,,,,3040049010000,3.76,4.12
01/01/2022,54,Ownership,0.12,1,,,,,,4180931000000,0,0.12
01/01/2022,54,Ownership,3.1,1,,,,,,2940028050000,0,3.1
01/01/2022,54,Ownership,0.22,1,,,,,,2940028050000,3.1,3.32
01/01/2022,54,Ownership,0.34,1,,,,,,2940028050000,3.32,3.66
01/01/2022,54,Ownership,0.22,1,,,,,,2740043040000,0,0.22
01/01/2022,54,Ownership,0.18,1,,,,,,3940007360000,0,0.18
01/01/2022,54,Ownership,0.67,1,,,,,,2240006030000,0,0.67
