,Year_Record,State_Code,ROUTEID,BMP,EMP,Data_Item,Section_Length,Value_Numeric,Value_Text,Value_Date,Comments
79,01/01/2022,54,0140007020000,2.54,3.25,F_System,0.71,7,,,
80,01/01/2022,54,0140007020000,3.25,3.34,F_System,0.09,7,,,
81,01/01/2022,54,0140007040000,0.0,0.31,F_System,0.31,7,,,
82,01/01/2022,54,0140007040000,0.31,1.79,F_System,1.48,7,,,
83,01/01/2022,54,0140007050000,0.0,1.17,F_System,1.17,7,,,
84,01/01/2022,54,0140007060000,0.0,0.62,F_System,0.62,7,,,
85,01/01/2022,54,0140007060000,0.62,1.95,F_System,1.33,7,,,
86,01/01/2022,54,0140007060000,1.95,2.04,F_System,0.09,7,,,
87,01/01/2022,54,0140007070000,0.09,0.48,F_System,0.39,7,,,
88,01/01/2022,54,0140007070000,0.5,1.11,F_System,0.61,7,,,
89,01/01/2022,54,0140007090000,0.0,0.34,F_System,0.34,7,,,
90,01/01/2022,54,0140007100000,0.0,0.13,F_System,0.13,7,,,
91,01/01/2022,54,0140008000000,0.0,0.35,F_System,0.35,7,,,
92,01/01/2022,54,0140008000000,0.35,0.6,F_System,0.25,7,,,
93,01/01/2022,54,0140008000000,0.6,1.56,F_System,0.96,7,,,
94,01/01/2022,54,0140008000000,1.56,2.92,F_System,1.36,7,,,
95,01/01/2022,54,0140008000000,2.92,4.15,F_System,1.23,7,,,
96,01/01/2022,54,0140008000000,4.15,5.17,F_System,1.02,7,,,
97,01/01/2022,54,0140008010000,0.0,0.51,F_System,0.51,7,,,
98,01/01/2022,54,0140008010000,0.51,0.71,F_System,0.2,7,,,
99,01/01/2022,54,0140008020000,0.0,0.34,F_System,0.34,7,,,
100,01/01/2022,54,0140008030000,0.0,0.95,F_System,0.95,7,,,
101,01/01/2022,54,0140008040000,0.0,1.35,F_System,1.35,7,,,
102,01/01/2022,54,0140008040000,1.35,2.11,F_System,0.76,7,,,
103,01/01/2022,54,0140008040000,2.11,3.53,F_System,1.42,7,,,
104,01/01/2022,54,0140009000000,0.0,2.93,F_System,2.93,6,,,
105,01/01/2022,54,0140009000000,2.93,2.97,F_System,0.04,7,,,
106,01/01/2022,54,0140009000000,2.97,3.8,F_System,0.83,7,,,
107,01/01/2022,54,0140009000000,3.8,4.75,F_System,0.95,7,,,
108,01/01/2022,54,0140009000000,4.75,6.03,F_System,1.28,7,,,
109,01/01/2022,54,0140009000000,6.03,8.52,F_System,2.49,6,,,
110,01/01/2022,54,0140009000000,8.52,9.97,F_System,1.45,7,,,
111,01/01/2022,54,0140009000000,9.97,11.1,F_System,1.13,7,,,
112,01/01/2022,54,0140009010000,0.0,0.31,F_System,0.31,7,,,
113,01/01/2022,54,0140009020000,0.0,1.23,F_System,1.23,7,,,
114,01/01/2022,54,0140009030000,0.0,0.13,F_System,0.13,7,,,
115,01/01/2022,54,0140009030000,0.13,0.23,F_System,0.1,7,,,
116,01/01/2022,54,0140009050000,0.0,0.9,F_System,0.9,7,,,
117,01/01/2022,54,0140009070000,0.0,1.56,F_System,1.56,7,,,
118,01/01/2022,54,0140009080000,0.0,1.79,F_System,1.79,7,,,
119,01/01/2022,54,0140010000000,0.55,1.96,F_System,1.41,7,,,
120,01/01/2022,54,0140010000000,2.31,3.27,F_System,0.96,7,,,
121,01/01/2022,54,0140010000000,3.27,5.57,F_System,2.3,7,,,
122,01/01/2022,54,0140010000000,5.57,7.28,F_System,1.71,7,,,
123,01/01/2022,54,0140010000000,7.41,11.73,F_System,4.32,5,,,
124,01/01/2022,54,0140010010000,0.0,1.03,F_System,1.03,7,,,
125,01/01/2022,54,0140010010000,1.03,1.72,F_System,0.69,7,,,
126,01/01/2022,54,0140010010000,1.72,1.79,F_System,0.07,7,,,
127,01/01/2022,54,0140010030000,0.0,1.1,F_System,1.1,7,,,
128,01/01/2022,54,0140010030000,1.1,1.27,F_System,0.17,7,,,
129,01/01/2022,54,0140010040000,0.0,0.34,F_System,0.34,7,,,
130,01/01/2022,54,0140010040000,0.34,1.47,F_System,1.13,7,,,
131,01/01/2022,54,0140010050000,0.0,0.66,F_System,0.66,7,,,
132,01/01/2022,54,0140010060000,0.0,0.28,F_System,0.28,7,,,
133,01/01/2022,54,0140010070000,0.0,0.92,F_System,0.92,7,,,
134,01/01/2022,54,0140010080000,0.0,1.75,F_System,1.75,7,,,
135,01/01/2022,54,0140010090000,0.0,0.95,F_System,0.95,7,,,
136,01/01/2022,54,0140010100000,0.0,0.41,F_System,0.41,7,,,
137,01/01/2022,54,0140010120000,0.0,0.2,F_System,0.2,7,,,
138,01/01/2022,54,0140010130000,0.0,1.8,F_System,1.8,7,,,
139,01/01/2022,54,0140010130000,1.8,2.55,F_System,0.75,7,,,
140,01/01/2022,54,0140010140000,0.0,0.2,F_System,0.2,7,,,
141,01/01/2022,54,0140011000000,0.0,3.78,F_System,3.78,5,,,
142,01/01/2022,54,0140011000000,3.78,5.79,F_System,2.01,7,,,
143,01/01/2022,54,0140011000000,5.79,15.87,F_System,10.08,5,,,
144,01/01/2022,54,0140011020000,0.0,0.72,F_System,0.72,7,,,
145,01/01/2022,54,0140011020000,0.72,0.78,F_System,0.06,7,,,
146,01/01/2022,54,0140011030000,0.0,3.62,F_System,3.62,7,,,
147,01/01/2022,54,0140011040000,0.0,1.04,F_System,1.04,7,,,
148,01/01/2022,54,0140011050000,0.0,0.16,F_System,0.16,7,,,
149,01/01/2022,54,0140011050000,0.16,2.19,F_System,2.03,7,,,
150,01/01/2022,54,0140011050000,2.23,2.35,F_System,0.12,7,,,
151,01/01/2022,54,0140011060000,0.0,1.73,F_System,1.73,5,,,
152,01/01/2022,54,0140011080000,0.0,0.62,F_System,0.62,7,,,
153,01/01/2022,54,0140011080000,0.62,1.57,F_System,0.95,7,,,
154,01/01/2022,54,0140011090000,0.0,0.4,F_System,0.4,7,,,
155,01/01/2022,54,0140011090000,0.4,0.64,F_System,0.24,7,,,
156,01/01/2022,54,0140011090000,0.64,0.98,F_System,0.34,7,,,
157,01/01/2022,54,0140011100000,2.22,3.0,F_System,0.78,7,,,
158,01/01/2022,54,0140011110000,0.0,0.15,F_System,0.15,7,,,
159,01/01/2022,54,0140011110000,0.15,1.03,F_System,0.88,7,,,
160,01/01/2022,54,0140011120000,0.0,1.4,F_System,1.4,7,,,
161,01/01/2022,54,0140011130000,0.0,0.7,F_System,0.7,7,,,
162,01/01/2022,54,0140011150000,0.0,0.82,F_System,0.82,7,,,
163,01/01/2022,54,0140011160000,0.0,1.42,F_System,1.42,7,,,
164,01/01/2022,54,0140011160000,1.42,1.94,F_System,0.52,7,,,
165,01/01/2022,54,0140011160000,1.94,2.02,F_System,0.08,7,,,
166,01/01/2022,54,0140011170000,0.0,0.2,F_System,0.2,7,,,
167,01/01/2022,54,0140011180000,0.0,0.06,F_System,0.06,7,,,
168,01/01/2022,54,0140011190000,0.0,0.32,F_System,0.32,7,,,
169,01/01/2022,54,0140011200000,0.0,0.19,F_System,0.19,7,,,
170,01/01/2022,54,0140011210000,0.0,0.1,F_System,0.1,7,,,
171,01/01/2022,54,0140011220000,0.0,0.09,F_System,0.09,7,,,
172,01/01/2022,54,0140011230000,0.0,0.03,F_System,0.03,7,,,
173,01/01/2022,54,0140011230000,0.03,0.22,F_System,0.19,7,,,
174,01/01/2022,54,0140011240000,0.0,0.1,F_System,0.1,7,,,
175,01/01/2022,54,0140011250000,0.0,0.21,F_System,0.21,7,,,
176,01/01/2022,54,0140011260000,0.0,0.12,F_System,0.12,7,,,
177,01/01/2022,54,0140011290000,0.0,0.16,F_System,0.16,7,,,
178,01/01/2022,54,0140011300000,0.0,0.23,F_System,0.23,7,,,
179,01/01/2022,54,0140011310000,0.0,0.09,F_System,0.09,7,,,
180,01/01/2022,54,0140011350000,0.0,0.04,F_System,0.04,7,,,
181,01/01/2022,54,0140011360000,0.0,0.31,F_System,0.31,7,,,
182,01/01/2022,54,0140012000000,0.0,2.38,F_System,2.38,7,,,
183,01/01/2022,54,0140012000000,2.38,2.46,F_System,0.08,5,,,
184,01/01/2022,54,0140012000000,2.46,2.63,F_System,0.17,5,,,
185,01/01/2022,54,0140012000000,2.63,5.12,F_System,2.49,7,,,
186,01/01/2022,54,0140012000000,5.12,5.34,F_System,0.22,7,,,
187,01/01/2022,54,0140012000000,5.34,6.71,F_System,1.37,7,,,
188,01/01/2022,54,0140012010000,0.0,1.39,F_System,1.39,7,,,
189,01/01/2022,54,0140012010000,1.39,2.91,F_System,1.52,7,,,
190,01/01/2022,54,0140012010000,2.91,3.54,F_System,0.63,7,,,
191,01/01/2022,54,0140012020000,0.0,1.46,F_System,1.46,7,,,
192,01/01/2022,54,0140012020000,1.46,1.53,F_System,0.07,7,,,
193,01/01/2022,54,0140012020000,1.53,1.75,F_System,0.22,7,,,
194,01/01/2022,54,0140012030000,0.0,2.66,F_System,2.66,7,,,
195,01/01/2022,54,0140012040000,0.0,2.05,F_System,2.05,7,,,
196,01/01/2022,54,0140012040000,2.05,4.0,F_System,1.95,7,,,
197,01/01/2022,54,0140012060000,0.0,1.46,F_System,1.46,7,,,
198,01/01/2022,54,0140012070000,0.0,2.94,F_System,2.94,7,,,
199,01/01/2022,54,0140012080000,0.0,2.7,F_System,2.7,7,,,
200,01/01/2022,54,0140013000000,0.0,1.2,F_System,1.2,7,,,
201,01/01/2022,54,0140013010000,0.0,0.18,F_System,0.18,7,,,
202,01/01/2022,54,0140013010000,0.18,1.82,F_System,1.64,7,,,
203,01/01/2022,54,0140013020000,0.0,0.72,F_System,0.72,7,,,
204,01/01/2022,54,0140013040000,0.0,0.99,F_System,0.99,7,,,
205,01/01/2022,54,0140014000000,0.0,0.44,F_System,0.44,7,,,
206,01/01/2022,54,0140014000000,0.44,2.65,F_System,2.21,7,,,
207,01/01/2022,54,0140014020000,0.0,1.03,F_System,1.03,7,,,
208,01/01/2022,54,0140014030000,0.0,0.68,F_System,0.68,7,,,
209,01/01/2022,54,0140014040000,0.0,0.26,F_System,0.26,7,,,
210,01/01/2022,54,0140015000000,0.0,2.08,F_System,2.08,7,,,
211,01/01/2022,54,0140015000000,2.08,4.46,F_System,2.38,7,,,
212,01/01/2022,54,0140015010000,0.0,1.29,F_System,1.29,7,,,
213,01/01/2022,54,0140015010000,1.29,2.36,F_System,1.07,7,,,
214,01/01/2022,54,0140015010000,2.36,2.99,F_System,0.63,7,,,
215,01/01/2022,54,0140015030000,0.0,0.13,F_System,0.13,7,,,
216,01/01/2022,54,0140015040000,0.0,0.04,F_System,0.04,7,,,
217,01/01/2022,54,0140015050000,0.0,0.27,F_System,0.27,7,,,
218,01/01/2022,54,0140015070000,0.0,0.19,F_System,0.19,7,,,
219,01/01/2022,54,0140016000000,0.0,0.25,F_System,0.25,7,,,
220,01/01/2022,54,0140016000000,0.25,2.3,F_System,2.05,7,,,
221,01/01/2022,54,0140016000000,2.3,4.61,F_System,2.31,7,,,
222,01/01/2022,54,0140016010000,0.0,0.24,F_System,0.24,7,,,
223,01/01/2022,54,0140016020000,0.0,1.5,F_System,1.5,7,,,
224,01/01/2022,54,0140016020000,1.5,2.46,F_System,0.96,7,,,
225,01/01/2022,54,0140016040000,0.0,0.38,F_System,0.38,7,,,
226,01/01/2022,54,0140016050000,0.0,0.44,F_System,0.44,7,,,
227,01/01/2022,54,0140016060000,0.0,0.15,F_System,0.15,7,,,
228,01/01/2022,54,0140016070000,0.0,0.31,F_System,0.31,7,,,
229,01/01/2022,54,0140016080000,0.0,0.18,F_System,0.18,7,,,
230,01/01/2022,54,0140016090000,0.0,0.07,F_System,0.07,7,,,
231,01/01/2022,54,0140016100000,0.0,0.12,F_System,0.12,7,,,
232,01/01/2022,54,0140017000000,0.0,2.16,F_System,2.16,6,,,
233,01/01/2022,54,0140017000000,2.16,3.31,F_System,1.15,7,,,
234,01/01/2022,54,0140017000000,3.31,4.36,F_System,1.05,6,,,
235,01/01/2022,54,0140017000000,4.36,8.344,F_System,3.984,7,,,
236,01/01/2022,54,0140017000000,8.344,8.54,F_System,0.196,7,,,
237,01/01/2022,54,0140017000000,8.54,10.37,F_System,1.83,7,,,
238,01/01/2022,54,0140017000000,10.37,12.0,F_System,1.63,7,,,
239,01/01/2022,54,0140017010000,0.0,0.98,F_System,0.98,6,,,
240,01/01/2022,54,0140017010000,0.98,1.5,F_System,0.52,7,,,
241,01/01/2022,54,0140017010000,1.5,2.08,F_System,0.58,7,,,
242,01/01/2022,54,0140017010000,2.08,2.85,F_System,0.77,7,,,
243,01/01/2022,54,0140017020000,0.0,1.45,F_System,1.45,6,,,
244,01/01/2022,54,0140017030000,0.0,0.4,F_System,0.4,7,,,
245,01/01/2022,54,0140017030000,0.99,1.2,F_System,0.21,7,,,
246,01/01/2022,54,0140017030000,1.2,1.46,F_System,0.26,7,,,
247,01/01/2022,54,0140017050000,0.0,0.74,F_System,0.74,7,,,
248,01/01/2022,54,0140017060000,0.0,1.36,F_System,1.36,7,,,
249,01/01/2022,54,0140017060000,1.36,2.73,F_System,1.37,7,,,
250,01/01/2022,54,0140017070000,0.0,1.43,F_System,1.43,7,,,
251,01/01/2022,54,0140017070000,1.43,1.54,F_System,0.11,7,,,
252,01/01/2022,54,0140017070000,1.54,2.03,F_System,0.49,7,,,
253,01/01/2022,54,0140017080000,0.0,0.6,F_System,0.6,7,,,
254,01/01/2022,54,0140017080000,0.6,1.64,F_System,1.04,7,,,
255,01/01/2022,54,0140017080000,1.64,2.39,F_System,0.75,7,,,
256,01/01/2022,54,0140017090000,0.0,0.33,F_System,0.33,7,,,
257,01/01/2022,54,0140017090000,0.33,1.03,F_System,0.7,7,,,
258,01/01/2022,54,0140017110000,0.0,0.29,F_System,0.29,7,,,
259,01/01/2022,54,0140017120000,0.0,0.42,F_System,0.42,7,,,
260,01/01/2022,54,0140017130000,0.0,0.33,F_System,0.33,7,,,
261,01/01/2022,54,0140017150000,0.0,0.55,F_System,0.55,7,,,
262,01/01/2022,54,0140018000000,0.0,2.55,F_System,2.55,5,,,
263,01/01/2022,54,0140018000000,2.69,3.28,F_System,0.59,7,,,
264,01/01/2022,54,0140018000000,4.37,4.55,F_System,0.18,7,,,
265,01/01/2022,54,0140018000000,4.55,5.43,F_System,0.88,7,,,
266,01/01/2022,54,0140019000000,0.0,0.45,F_System,0.45,7,,,
267,01/01/2022,54,0140020020000,0.0,1.69,F_System,1.69,7,,,
268,01/01/2022,54,0140020030000,0.0,1.51,F_System,1.51,7,,,
269,01/01/2022,54,0140021000000,0.0,0.55,F_System,0.55,5,,,
270,01/01/2022,54,0140021000000,0.55,2.67,F_System,2.12,7,,,
271,01/01/2022,54,0140021010000,0.0,0.53,F_System,0.53,7,,,
272,01/01/2022,54,0140021010000,0.53,1.77,F_System,1.24,7,,,
273,01/01/2022,54,0140022000000,0.0,0.85,F_System,0.85,7,,,
274,01/01/2022,54,0140022000000,0.85,2.91,F_System,2.06,7,,,
275,01/01/2022,54,0140022000000,2.91,4.31,F_System,1.4,7,,,
276,01/01/2022,54,0140022000000,4.31,4.87,F_System,0.56,7,,,
277,01/01/2022,54,0140022000000,4.87,6.32,F_System,1.45,7,,,
278,01/01/2022,54,0140022000000,6.32,6.69,F_System,0.37,7,,,
279,01/01/2022,54,0140022030000,0.0,0.38,F_System,0.38,7,,,
280,01/01/2022,54,0140022030000,0.38,1.0,F_System,0.62,7,,,
281,01/01/2022,54,0140022050000,0.0,0.22,F_System,0.22,7,,,
282,01/01/2022,54,0140023000000,0.0,0.91,F_System,0.91,7,,,
283,01/01/2022,54,0140023000000,1.31,1.52,F_System,0.21,7,,,
284,01/01/2022,54,0140023000000,1.59,2.09,F_System,0.5,7,,,
285,01/01/2022,54,0140023000000,2.09,2.17,F_System,0.08,6,,,
286,01/01/2022,54,0140023000000,2.38,2.47,F_System,0.09,5,,,
287,01/01/2022,54,0140023000000,2.47,2.67,F_System,0.2,7,,,
288,01/01/2022,54,0140023000000,2.84,5.94,F_System,3.1,7,,,
289,01/01/2022,54,0140023000000,5.97,6.82,F_System,0.85,7,,,
290,01/01/2022,54,0140023010000,0.0,0.25,F_System,0.25,7,,,
291,01/01/2022,54,0140024000000,0.0,4.74,F_System,4.74,5,,,
292,01/01/2022,54,0140024000000,4.99,7.81,F_System,2.82,5,,,
293,01/01/2022,54,0140024000000,7.81,7.95,F_System,0.14,7,,,
294,01/01/2022,54,0140024010000,0.0,1.51,F_System,1.51,7,,,
295,01/01/2022,54,0140024020000,0.0,0.84,F_System,0.84,7,,,
296,01/01/2022,54,0140024020000,0.84,2.0,F_System,1.16,7,,,
297,01/01/2022,54,0140024030000,0.0,0.59,F_System,0.59,7,,,
298,01/01/2022,54,0140024040000,0.0,0.32,F_System,0.32,7,,,
299,01/01/2022,54,0140024040000,0.32,0.42,F_System,0.1,7,,,
300,01/01/2022,54,0140024060000,0.0,1.01,F_System,1.01,7,,,
301,01/01/2022,54,0140024080000,0.0,0.18,F_System,0.18,7,,,
302,01/01/2022,54,0140026000000,0.0,1.78,F_System,1.78,7,,,
303,01/01/2022,54,0140026000000,1.78,2.1,F_System,0.32,7,,,
304,01/01/2022,54,0140026000000,2.1,2.75,F_System,0.65,7,,,
305,01/01/2022,54,0140026000000,2.75,2.82,F_System,0.07,7,,,
306,01/01/2022,54,0140026000000,3.77,4.39,F_System,0.62,7,,,
307,01/01/2022,54,0140026000000,4.39,6.33,F_System,1.94,7,,,
308,01/01/2022,54,0140026000000,6.38,9.9,F_System,3.52,7,,,
309,01/01/2022,54,0140026010000,0.0,0.77,F_System,0.77,7,,,
310,01/01/2022,54,0140026010000,0.77,2.39,F_System,1.62,7,,,
311,01/01/2022,54,0140026020000,0.0,1.74,F_System,1.74,7,,,
312,01/01/2022,54,0140026030000,0.0,1.37,F_System,1.37,7,,,
313,01/01/2022,54,0140026040000,0.0,0.73,F_System,0.73,7,,,
314,01/01/2022,54,0140026040000,0.73,1.59,F_System,0.86,7,,,
315,01/01/2022,54,0140026050000,0.0,0.06,F_System,0.06,7,,,
316,01/01/2022,54,0140026050000,1.36,1.57,F_System,0.21,7,,,
317,01/01/2022,54,0140026050000,1.57,2.73,F_System,1.16,7,,,
318,01/01/2022,54,0140026060000,0.0,0.06,F_System,0.06,7,,,
319,01/01/2022,54,0140026060000,1.88,2.08,F_System,0.2,7,,,
320,01/01/2022,54,0140026070000,0.0,1.92,F_System,1.92,7,,,
321,01/01/2022,54,0140026080000,0.0,0.55,F_System,0.55,7,,,
322,01/01/2022,54,0140026080000,0.55,1.29,F_System,0.74,7,,,
323,01/01/2022,54,0140026100000,0.0,0.29,F_System,0.29,7,,,
324,01/01/2022,54,0140026110000,0.0,1.8,F_System,1.8,7,,,
325,01/01/2022,54,0140028000000,0.0,0.42,F_System,0.42,7,,,
326,01/01/2022,54,0140028000000,0.42,1.43,F_System,1.01,7,,,
327,01/01/2022,54,0140028000000,1.43,1.55,F_System,0.12,7,,,
328,01/01/2022,54,0140028010000,0.0,0.74,F_System,0.74,7,,,
329,01/01/2022,54,0140028010000,0.74,2.2,F_System,1.46,7,,,
330,01/01/2022,54,0140028010000,2.2,2.56,F_System,0.36,7,,,
331,01/01/2022,54,0140030000000,0.0,3.02,F_System,3.02,7,,,
332,01/01/2022,54,0140030000000,3.96,5.01,F_System,1.05,7,,,
333,01/01/2022,54,0140030000000,5.01,5.68,F_System,0.67,7,,,
334,01/01/2022,54,0140030000000,5.68,6.14,F_System,0.46,7,,,
335,01/01/2022,54,0140030000000,6.14,8.51,F_System,2.37,5,,,
336,01/01/2022,54,0140030000000,8.51,11.02,F_System,2.51,5,,,
337,01/01/2022,54,0140030000200,0.0,0.029,F_System,0.029,7,,,
338,01/01/2022,54,0140030020000,0.0,0.72,F_System,0.72,7,,,
339,01/01/2022,54,0140030030000,0.0,1.44,F_System,1.44,7,,,
340,01/01/2022,54,0140030040000,0.0,0.25,F_System,0.25,7,,,
341,01/01/2022,54,0140030050000,0.0,0.76,F_System,0.76,7,,,
342,01/01/2022,54,0140030060000,0.0,1.13,F_System,1.13,7,,,
343,01/01/2022,54,0140030060000,1.13,1.8,F_System,0.67,7,,,
344,01/01/2022,54,0140030060000,1.8,2.16,F_System,0.36,7,,,
345,01/01/2022,54,0140030060000,2.16,2.43,F_System,0.27,7,,,
346,01/01/2022,54,0140030070000,0.0,2.0,F_System,2.0,5,,,
347,01/01/2022,54,0140030080000,0.0,0.98,F_System,0.98,7,,,
348,01/01/2022,54,0140030100000,0.0,0.62,F_System,0.62,7,,,
349,01/01/2022,54,0140030110000,0.0,0.58,F_System,0.58,7,,,
350,01/01/2022,54,0140030120000,0.0,0.04,F_System,0.04,7,,,
351,01/01/2022,54,0140030120000,0.04,0.41,F_System,0.37,7,,,
352,01/01/2022,54,0140030130000,0.0,0.21,F_System,0.21,7,,,
353,01/01/2022,54,0140030140000,0.0,0.28,F_System,0.28,7,,,
354,01/01/2022,54,0140030150000,0.0,0.59,F_System,0.59,7,,,
355,01/01/2022,54,0140030160000,0.0,0.48,F_System,0.48,7,,,
356,01/01/2022,54,0140030170000,0.0,0.51,F_System,0.51,7,,,
357,01/01/2022,54,0140030170000,0.51,1.26,F_System,0.75,7,,,
358,01/01/2022,54,0140030180000,0.0,0.3,F_System,0.3,7,,,
359,01/01/2022,54,0140032000000,0.0,0.09,F_System,0.09,7,,,
360,01/01/2022,54,0140032000000,0.09,4.99,F_System,4.9,7,,,
361,01/01/2022,54,0140032000000,4.99,8.56,F_System,3.57,7,,,
362,01/01/2022,54,0140032010000,0.0,0.67,F_System,0.67,7,,,
363,01/01/2022,54,0140032020000,0.0,0.73,F_System,0.73,7,,,
