StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,CURVES_E_VN,CURVES_E_VT,CURVES_E_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,02100810000NB,11.63,13.54,CURVES_E,1/1/2022 12:00:00 AM,0.001,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,1.91,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,02200110000NB,5.24,6.05,CURVES_E,1/1/2022 12:00:00 AM,0.008,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,0.81,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,02200110000NB,13.65,13.78,CURVES_E,1/1/2022 12:00:00 AM,0.007,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.13,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,02200110000NB,16.48,17.51,CURVES_E,1/1/2022 12:00:00 AM,0.01,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,1.03,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230009000000,0.35,2.2,CURVES_E,1/1/2022 12:00:00 AM,0.004,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,1.85,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230009000000,6.17,6.27,CURVES_E,1/1/2022 12:00:00 AM,0.016,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,0.1,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230009000000,6.4,6.47,CURVES_E,1/1/2022 12:00:00 AM,0.026,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,0.07,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230009000000,6.47,7.58,CURVES_E,1/1/2022 12:00:00 AM,0.049,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,1.11,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230009000000,7.584,9.95,CURVES_E,1/1/2022 12:00:00 AM,0.016,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,2.366,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230009000000,10.84,10.893,CURVES_E,1/1/2022 12:00:00 AM,0.01,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.053,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230009000000,10.893,11.15,CURVES_E,1/1/2022 12:00:00 AM,0.01,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.257,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230045000000,13.355,13.76,CURVES_E,1/1/2022 12:00:00 AM,0.022,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.405,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230045000000,14.85,15.31,CURVES_E,1/1/2022 12:00:00 AM,0.053,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.46,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230045000000,17.53,18.23,CURVES_E,1/1/2022 12:00:00 AM,0.018,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.7,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230051000000,1.87,2.841,CURVES_E,1/1/2022 12:00:00 AM,0.045,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.971,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230051000000,4.13,4.54,CURVES_E,1/1/2022 12:00:00 AM,0.004,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.41,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230051000000,5.4,8.591,CURVES_E,1/1/2022 12:00:00 AM,0.003,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,3.191,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230901000000,4.86,5.44,CURVES_E,1/1/2022 12:00:00 AM,0.015,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,0.58,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240001000000,8.14,9.32,CURVES_E,1/1/2022 12:00:00 AM,0.03,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,1.18,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240005000000,5.9,7.94,CURVES_E,1/1/2022 12:00:00 AM,0.089,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,2.04,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240009050000,1.67,3.26,CURVES_E,1/1/2022 12:00:00 AM,0.07,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,1.59,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240009130000,0.4,1.92,CURVES_E,1/1/2022 12:00:00 AM,0.008,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,1.52,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240009270000,0.0,0.31,CURVES_E,1/1/2022 12:00:00 AM,0.007,,,,5/16/2023 5:45:17 PM,12/31/9999 12:00:00 AM,0.31,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240010010000,0.0,0.69,CURVES_E,1/1/2022 12:00:00 AM,0.042,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.69,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240011130000,0.28,0.41,CURVES_E,1/1/2022 12:00:00 AM,0.008,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.13,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240011130000,0.41,0.55,CURVES_E,1/1/2022 12:00:00 AM,0.002,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.14,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240011190000,0.0,0.31,CURVES_E,1/1/2022 12:00:00 AM,0.006,,,,5/16/2023 5:45:17 PM,12/31/9999 12:00:00 AM,0.31,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240011370000,0.0,0.23,CURVES_E,1/1/2022 12:00:00 AM,0.003,,,,5/16/2023 5:45:17 PM,12/31/9999 12:00:00 AM,0.23,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240012000000,0.0,1.29,CURVES_E,1/1/2022 12:00:00 AM,0.079,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,1.29,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240013000000,0.43,1.03,CURVES_E,1/1/2022 12:00:00 AM,0.044,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.6,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240013000000,1.03,1.5,CURVES_E,1/1/2022 12:00:00 AM,0.045,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.47,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240013000000,2.75,3.716,CURVES_E,1/1/2022 12:00:00 AM,0.063,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.966,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240015000000,2.78,3.06,CURVES_E,1/1/2022 12:00:00 AM,0.027,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.28,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240019000000,3.438,4.04,CURVES_E,1/1/2022 12:00:00 AM,0.047,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.602,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240032000000,0.0,1.26,CURVES_E,1/1/2022 12:00:00 AM,0.013,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,1.26,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240032000000,1.565,2.15,CURVES_E,1/1/2022 12:00:00 AM,0.041,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.585,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240034030000,0.0,1.01,CURVES_E,1/1/2022 12:00:00 AM,0.058,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,1.01,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240036010000,1.6,1.98,CURVES_E,1/1/2022 12:00:00 AM,0.049,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.38,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240045050000,0.55,1.25,CURVES_E,1/1/2022 12:00:00 AM,0.014,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.7,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240051070000,2.28,3.56,CURVES_E,1/1/2022 12:00:00 AM,0.073,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,1.28,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0274256001900,0.0,0.66,CURVES_E,1/1/2022 12:00:00 AM,0.138,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.66,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0274257001900,0.0,0.11,CURVES_E,1/1/2022 12:00:00 AM,0.006,,,,5/16/2023 5:45:17 PM,12/31/9999 12:00:00 AM,0.11,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0274259001900,0.0,0.17,CURVES_E,1/1/2022 12:00:00 AM,0.011,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.17,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0274265001900,0.0,0.57,CURVES_E,1/1/2022 12:00:00 AM,0.008,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.57,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0274266001900,0.0,0.44,CURVES_E,1/1/2022 12:00:00 AM,0.02,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.44,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0274273001900,0.0,0.11,CURVES_E,1/1/2022 12:00:00 AM,0.004,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.11,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,03201190000NB,11.49,12.36,CURVES_E,1/1/2022 12:00:00 AM,0.003,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.87,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,03201190000NB,12.36,12.66,CURVES_E,1/1/2022 12:00:00 AM,0.003,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.3,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,03201190000NB,12.66,12.83,CURVES_E,1/1/2022 12:00:00 AM,0.003,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.17,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0330003000000,8.17,11.14,CURVES_E,1/1/2022 12:00:00 AM,0.125,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,2.97,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0330085000000,10.67,13.13,CURVES_E,1/1/2022 12:00:00 AM,0.062,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,2.46,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0330094000000,0.0,3.01,CURVES_E,1/1/2022 12:00:00 AM,0.12,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,3.01,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0330099000000,0.0,1.84,CURVES_E,1/1/2022 12:00:00 AM,0.189,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,1.84,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0340005000000,5.42,6.96,CURVES_E,1/1/2022 12:00:00 AM,0.329,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,1.54,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0340005000000,15.1,17.57,CURVES_E,1/1/2022 12:00:00 AM,0.125,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,2.47,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0340006000000,2.99,5.53,CURVES_E,1/1/2022 12:00:00 AM,0.465,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,2.54,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,04200190000NB,26.57,27.56,CURVES_E,1/1/2022 12:00:00 AM,0.11,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.99,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,04200190000NB,27.56,27.64,CURVES_E,1/1/2022 12:00:00 AM,0.11,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.08,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0530002000000,15.75,16.16,CURVES_E,1/1/2022 12:00:00 AM,0.015,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.41,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,05300020005SB,0.0,0.34,CURVES_E,1/1/2022 12:00:00 AM,0.002,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.34,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0530027000100,0.4,0.96,CURVES_E,1/1/2022 12:00:00 AM,0.053,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.56,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0530067000000,0.17,0.62,CURVES_E,1/1/2022 12:00:00 AM,0.014,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.45,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0530067000000,6.14,6.71,CURVES_E,1/1/2022 12:00:00 AM,0.058,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,0.57,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540001000000,3.26,4.01,CURVES_E,1/1/2022 12:00:00 AM,0.024,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.75,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540001000000,4.01,4.8,CURVES_E,1/1/2022 12:00:00 AM,0.073,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,0.79,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540001080000,0.81,0.95,CURVES_E,1/1/2022 12:00:00 AM,0.019,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.14,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540001080000,1.9,2.41,CURVES_E,1/1/2022 12:00:00 AM,0.01,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.51,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540002010000,0.13,1.03,CURVES_E,1/1/2022 12:00:00 AM,0.021,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.9,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540003010000,0.48,0.61,CURVES_E,1/1/2022 12:00:00 AM,0.011,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.13,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540003010000,0.61,1.65,CURVES_E,1/1/2022 12:00:00 AM,0.093,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,1.04,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540003010000,1.65,1.94,CURVES_E,1/1/2022 12:00:00 AM,0.007,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.29,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540007000000,1.29,2.449,CURVES_E,1/1/2022 12:00:00 AM,0.129,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,1.159,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540007010000,0.0,0.84,CURVES_E,1/1/2022 12:00:00 AM,0.058,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.84,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540007010000,0.84,1.99,CURVES_E,1/1/2022 12:00:00 AM,0.09,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,1.15,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540008000000,0.0,0.75,CURVES_E,1/1/2022 12:00:00 AM,0.087,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.75,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540014000000,2.43,3.45,CURVES_E,1/1/2022 12:00:00 AM,0.041,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,1.02,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540018000000,0.0,0.55,CURVES_E,1/1/2022 12:00:00 AM,0.062,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.55,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540027040000,0.0,0.13,CURVES_E,1/1/2022 12:00:00 AM,0.021,,,,5/16/2023 5:45:17 PM,12/31/9999 12:00:00 AM,0.13,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540027040000,0.44,0.84,CURVES_E,1/1/2022 12:00:00 AM,0.092,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.4,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540507000000,0.0,0.25,CURVES_E,1/1/2022 12:00:00 AM,0.017,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.25,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540507000000,0.62,1.2,CURVES_E,1/1/2022 12:00:00 AM,0.043,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.58,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540507020000,0.0,1.22,CURVES_E,1/1/2022 12:00:00 AM,0.015,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,1.22,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,06100640000EB,11.37,14.53,CURVES_E,1/1/2022 12:00:00 AM,0.011,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,3.16,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,06200520004NB,0.0,0.32,CURVES_E,1/1/2022 12:00:00 AM,0.171,,,,5/16/2023 5:45:17 PM,12/31/9999 12:00:00 AM,0.32,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0640001000000,2.477,2.619,CURVES_E,1/1/2022 12:00:00 AM,0.01,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.142,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0640017000000,4.05,4.17,CURVES_E,1/1/2022 12:00:00 AM,0.026,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.12,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0640017000000,4.47,5.02,CURVES_E,1/1/2022 12:00:00 AM,0.003,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,0.55,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0640021000000,0.537,0.9,CURVES_E,1/1/2022 12:00:00 AM,0.032,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.363,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0640021000000,0.9,1.51,CURVES_E,1/1/2022 12:00:00 AM,0.056,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.61,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0640021000000,1.51,2.939,CURVES_E,1/1/2022 12:00:00 AM,0.403,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,1.429,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0640031060000,0.0,0.38,CURVES_E,1/1/2022 12:00:00 AM,0.036,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.38,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0640031060000,0.38,0.41,CURVES_E,1/1/2022 12:00:00 AM,0.003,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.03,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0640031060000,0.41,0.48,CURVES_E,1/1/2022 12:00:00 AM,0.015,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.07,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0640035000000,7.83,8.63,CURVES_E,1/1/2022 12:00:00 AM,0.139,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,0.8,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0640060050000,0.0,0.88,CURVES_E,1/1/2022 12:00:00 AM,0.149,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.88,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0640060050000,0.88,1.68,CURVES_E,1/1/2022 12:00:00 AM,0.033,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.8,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0640060090000,0.0,0.35,CURVES_E,1/1/2022 12:00:00 AM,0.022,,,,5/16/2023 5:45:17 PM,12/31/9999 12:00:00 AM,0.35,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0640060700000,0.18,0.56,CURVES_E,1/1/2022 12:00:00 AM,0.034,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.38,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0640060700000,0.56,0.76,CURVES_E,1/1/2022 12:00:00 AM,0.116,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.2,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0673272001900,0.35,1.04,CURVES_E,1/1/2022 12:00:00 AM,0.02,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.69,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0673274001900,1.46,1.56,CURVES_E,1/1/2022 12:00:00 AM,0.03,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.1,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0673281001900,0.19,0.48,CURVES_E,1/1/2022 12:00:00 AM,0.008,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.29,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0673285001900,0.0,0.32,CURVES_E,1/1/2022 12:00:00 AM,0.023,,,,5/16/2023 5:45:17 PM,12/31/9999 12:00:00 AM,0.32,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0673287001900,0.51,0.86,CURVES_E,1/1/2022 12:00:00 AM,0.028,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.35,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0673288001900,0.78,0.89,CURVES_E,1/1/2022 12:00:00 AM,0.023,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.11,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
