StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,THICKNESS_FLEXIBLE_VN,THICKNESS_FLEXIBLE_VT,THICKNESS_FLEXIBLE_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,04100790000NB,70.83,78.41,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,5.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,7.58,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540067120000,0.0,0.39,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.39,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540067130000,0.0,0.3,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.3,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540067140000,0.0,0.16,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.16,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540067150000,0.0,0.22,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.22,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540067160000,0.0,0.08,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.08,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540067170000,0.0,0.05,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.05,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540067180000,0.0,0.05,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.05,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540067190000,0.0,0.17,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.17,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540067200000,0.0,0.25,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.25,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540067210000,0.0,0.11,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.11,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540007000000,2.48,5.63,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,3.15,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540010000000,0.0,2.1,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,3.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,2.1,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540007220000,0.0,0.25,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,2.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.25,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540007280000,0.0,0.21,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,2.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.21,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540007300000,0.0,0.23,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,2.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.23,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540007330000,0.0,0.26,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,2.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.26,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540001050000,1.31,2.34,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,2.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,1.03,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540018000000,0.0,1.71,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,2.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,1.71,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540027040000,1.85,1.89,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,3.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.04,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540027090000,0.0,0.42,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.42,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540027100000,0.0,0.24,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.24,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540027130000,0.0,0.24,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.24,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540027150000,0.0,0.39,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.39,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540027160000,0.0,0.25,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.25,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540027170000,0.0,0.5,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.5,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540027220000,0.0,0.1,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.1,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540027300000,0.0,0.4,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.4,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540027310000,0.0,0.33,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.33,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540027340000,0.0,0.35,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.35,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540027350000,0.0,0.15,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.15,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540027360000,0.0,0.12,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.12,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540027370000,0.0,0.11,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.11,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540027380000,0.0,0.21,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.21,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540027400000,0.0,0.36,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.36,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540027410000,0.0,0.44,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.44,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540027420000,0.0,0.24,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.24,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540027480000,0.0,0.22,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.22,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0580921000000,0.0,0.37,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.37,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0580939000000,0.0,0.2,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.2,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0580940000000,0.0,0.06,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.06,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0580944000000,0.0,0.21,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.21,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0580970000000,0.0,0.51,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.51,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0580971000000,0.0,0.48,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.48,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540067110000,0.0,0.11,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.11,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0540088030000,0.0,0.43,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,1.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.43,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0580959000000,0.0,0.89,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,2.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.89,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,0580960000000,0.0,0.11,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,2.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.11,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,08100790000NB,39.91,41.43,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,9.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,1.52,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,08100790000NB,41.43,44.6,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,9.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,3.17,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,1230093000000,9.71,13.45,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,6.0,,,same as 2020,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,3.74,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,1540507000000,1.16,3.33,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,3.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,2.17,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,1540005000000,1.85,3.76,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,3.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,1.91,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,1540011022800,2.75,3.57,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,3.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.82,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,1540009040000,1.47,2.19,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,3.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.72,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,1540016000000,0.34,1.84,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,2.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,1.5,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,1540066020000,0.0,3.27,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,2.0,,,State Paver,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,3.27,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,1530008000000,0.23,0.41,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,6.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.18,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,1530008000000,7.09,7.12,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,3.0,,,,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.03,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,19203400000NB,11.9,12.047,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,2.0,,,same as 2020,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.147,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,19203400000NB,12.88,13.26,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,2.0,,,same as 2020,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.38,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
54,19203400000NB,13.26,13.82,THICKNESS_FLEXIBLE,1/1/2022 12:00:00 AM,2.0,,,same as 2020,5/25/2023 1:04:47 PM,12/31/9999 12:00:00 AM,0.56,b5cd8fea-340c-45f2-8298-1fb9bd0dc1f1,,
