StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,NHS_VN,NHS_VT,NHS_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,02100810000SB,11.4,23.0,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,11.6,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,02100810000SB,23.0,23.6,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.6,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,02100810000SB,23.6,23.7,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.1,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,02100810000SB,23.7,23.8,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.1,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,02100810000SB,23.8,25.4,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.6,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,02100810000SB,25.4,25.9,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.5,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,02100810000SB,25.9,26.0,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.1,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,02200110000NB,13.26,14.81,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.55,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,02200110000SB,13.26,14.81,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.55,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0230009000000,0.0,4.81,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,4.81,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0230009000000,4.81,6.17,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.36,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0230009000000,6.17,6.381,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.211,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0230009000000,6.381,10.37,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,3.989,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0230009000000,10.37,11.39,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.02,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0230009000000,11.39,12.45,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.06,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0230009000000,13.996,15.2,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.204,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0230009000000,15.2,15.37,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.17,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0230009000000,15.371,20.18,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,4.809,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,02300090000WB,10.37,11.39,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.02,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,02300090000WB,12.322,12.45,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.128,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,02300090000WB,14.98,20.18,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,5.2,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,02300090007WB,0.0,0.17,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.17,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0274273001900,0.0,0.11,NHS,1/1/2022 12:00:00 AM,7.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.11,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000NB,0.0,9.7,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,9.7,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000NB,9.7,10.3,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.6,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000NB,10.3,12.36,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,2.06,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000NB,12.36,12.66,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.3,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000NB,12.66,16.22,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,3.56,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000NB,16.22,16.38,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.16,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000NB,16.38,16.43,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.05,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000NB,16.43,16.67,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.24,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000NB,16.67,16.72,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.05,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000NB,16.72,16.88,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.16,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000NB,16.88,16.93,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.05,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000NB,16.93,20.7,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,3.77,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000NB,20.77,22.95,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,2.18,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000SB,0.0,4.4,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,4.4,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000SB,4.4,9.7,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,5.3,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000SB,9.7,10.3,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.6,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000SB,10.3,16.15,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,5.85,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000SB,16.15,16.22,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.07,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000SB,16.22,16.38,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.16,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000SB,16.38,16.43,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.05,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000SB,16.43,16.67,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.24,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000SB,16.67,16.72,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.05,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000SB,16.72,16.88,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.16,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000SB,16.88,16.93,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.05,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000SB,16.93,20.7,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,3.77,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,03201190000SB,20.77,22.95,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,2.18,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04100790000NB,44.6,46.18,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.58,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04100790000NB,46.18,46.22,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.04,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04100790000NB,46.22,83.15,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,36.93,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04100790000SB,44.6,46.18,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.58,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04100790000SB,46.18,49.61,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,3.43,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04100790000SB,49.61,49.73,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.12,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04100790000SB,49.73,57.51,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,7.78,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04100790000SB,57.51,64.81,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,7.3,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04100790000SB,64.81,64.85,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.04,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04100790000SB,64.85,71.43,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,6.58,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04100790000SB,71.43,75.61,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,4.18,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04100790000SB,75.61,79.56,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,3.95,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04100790000SB,79.56,79.64,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.08,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04100790000SB,79.64,83.15,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,3.51,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04200190000NB,0.0,0.17,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.17,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04200190000NB,0.17,1.79,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.62,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04200190000NB,1.79,1.8,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.01,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04200190000NB,1.8,6.95,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,5.15,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04200190000SB,0.0,0.17,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.17,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04200190000SB,0.17,1.79,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.62,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04200190000SB,1.79,1.8,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.01,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04200190000SB,1.8,6.907,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,5.107,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,04200190000SB,6.908,6.95,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.042,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0440032000000,6.27,6.5,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.23,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05200220000EB,0.0,0.29,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.29,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05200220000EB,0.29,0.6,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.31,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05200220000EB,0.6,2.06,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.46,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05200220000EB,2.45,3.45,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.0,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05200220000EB,3.45,4.73,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.28,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05200220000EB,4.73,5.89,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.16,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05200220000WB,0.0,0.266,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.266,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05200220000WB,0.266,0.6,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.334,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05200220000WB,0.6,2.06,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.46,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05200220000WB,2.45,3.45,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.0,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05200220000WB,3.45,4.73,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.28,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05200220000WB,4.73,5.89,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.16,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0530002000000,0.0,2.19,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,2.19,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0530002000000,2.19,3.88,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.69,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0530002000000,3.88,6.35,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,2.47,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0530002000000,6.35,7.59,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.24,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0530002000000,7.59,8.7,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.11,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0530002000000,8.7,9.3,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.6,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0530002000000,9.3,9.48,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.18,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0530002000000,9.48,9.58,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.1,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0530002000000,9.58,10.01,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.43,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0530002000000,10.01,12.39,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,2.38,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0530002000000,12.39,13.08,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.69,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0530002000000,13.08,14.83,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.75,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0530002000000,14.83,15.05,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.22,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0530002000000,15.05,15.08,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.03,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0530002000000,15.08,15.29,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.21,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0530002000000,15.29,15.61,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.32,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0530002000000,15.75,16.35,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.6,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,0530002000000,16.35,16.81,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.46,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05300020000SB,7.55,7.59,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.04,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05300020000SB,7.59,8.7,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.11,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05300020000SB,8.7,9.3,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.6,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05300020000SB,9.3,9.48,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.18,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05300020000SB,9.48,9.58,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.1,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05300020000SB,9.58,9.93,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.35,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05300020000SB,9.93,10.0,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,0.07,6331d027-7475-46ed-b63e-fd9a03d19f38,,
54,05300020000SB,13.7,14.83,NHS,1/1/2022 12:00:00 AM,1.0,,,,5/16/2023 11:47:11 AM,12/31/9999 12:00:00 AM,1.13,6331d027-7475-46ed-b63e-fd9a03d19f38,,
