StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,YEAR_LAST_IMPROVEMENT_VN,YEAR_LAST_IMPROVEMENT_VT,YEAR_LAST_IMPROVEMENT_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,02200110000NB,5.24,6.05,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2022 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.81,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230009000000,0.35,2.2,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2013 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,1.85,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230009000000,4.81,4.9,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2021 12:00:00 AM,New 2021,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.09,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230009000000,4.9,6.17,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2003 12:00:00 AM,New 2021,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,1.27,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230009000000,6.17,6.27,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2003 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.1,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230009000000,6.47,7.58,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2003 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,1.11,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230009000000,10.12,10.37,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2018 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.25,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230009000000,10.52,10.84,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2005 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.32,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230009000000,10.84,11.15,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2013 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.31,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230009000000,14.55,14.9,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/1998 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.35,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230009000000,15.57,15.79,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/1998 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.22,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230009000000,15.79,16.09,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/1998 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.3,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230009000000,17.07,17.48,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2010 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.41,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230009000000,18.18,20.16,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2010 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,1.98,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230009000000,6.381,6.47,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2003 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.089,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230009000000,7.584,9.95,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2005 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,2.366,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230045000000,13.355,13.76,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2019 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.405,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230045000000,14.39,14.52,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2012 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.13,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230045000000,14.52,14.85,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2018 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.33,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230045000000,14.85,15.31,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2019 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.46,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230045000000,17.53,18.23,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2008 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.7,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230045000000,19.08,19.61,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2011 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.53,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230051000000,5.4,8.591,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2018 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,3.191,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230051000000,1.87,2.841,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2020 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.971,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230051000000,2.841,4.13,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2020 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,1.289,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230051000000,4.13,4.54,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2020 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.41,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230051000000,4.54,4.58,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2012 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.04,e59818fd-ed44-4559-b280-97702d894b04,,
54,0230901000000,4.86,5.44,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2013 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.58,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240001000000,8.14,9.32,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2015 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,1.18,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240013000000,0.43,1.03,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2020 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.6,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240013000000,1.03,1.5,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2020 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.47,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240010010000,0.0,0.69,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2021 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.69,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240011130000,0.41,0.55,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2015 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.14,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240011190000,0.0,0.31,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2015 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.31,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240011240000,0.0,0.85,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2021 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.85,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240011330000,0.0,0.26,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2013 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.26,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240011370000,0.0,0.23,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2012 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.23,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240012000000,0.0,1.29,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2019 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,1.29,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240013000000,2.75,3.716,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2021 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.966,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240015000000,2.78,3.06,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2012 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.28,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240019000000,1.55,3.438,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2020 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,1.888,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240019000000,3.438,4.04,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2019 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.602,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240030000000,4.175,4.37,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2014 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.195,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240032000000,0.0,1.26,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2015 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,1.26,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240032000000,1.26,1.565,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2010 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.305,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240032000000,1.565,2.15,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2010 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.585,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240034030000,0.0,1.01,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2019 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,1.01,e59818fd-ed44-4559-b280-97702d894b04,,
54,0240051070000,2.28,3.56,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2018 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,1.28,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,5.87,6.0,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2015 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.13,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,6.0,6.1,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2015 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.1,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,6.1,6.47,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2015 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.37,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,6.47,6.74,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2015 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.27,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,6.74,7.2,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2015 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.46,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,7.2,7.26,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2015 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.06,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,7.26,7.3,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2015 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.04,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,7.3,7.72,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2015 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.42,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,7.72,8.19,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2015 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.47,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,8.19,9.22,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2017 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,1.03,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,9.22,9.52,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2017 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.3,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,11.02,11.37,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2015 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.35,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,11.37,14.53,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2015 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,3.16,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,14.57,17.5,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2016 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,2.93,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,17.5,17.68,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2016 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.18,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,17.68,17.7,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2016 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.02,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,17.7,18.0,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2016 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.3,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,18.0,18.08,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2016 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.08,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,18.08,18.1,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2015 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.02,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,18.1,18.49,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2015 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.39,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,18.49,19.3,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2016 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.81,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,19.3,19.32,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2016 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.02,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,19.32,19.4,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2016 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.08,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,19.4,19.71,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2016 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.31,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,19.71,20.19,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2012 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.48,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,20.19,20.2,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2012 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.01,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,20.2,20.3,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2012 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.1,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,20.3,21.04,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2012 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.74,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,21.04,21.16,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2012 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.12,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,21.16,21.75,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2012 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.59,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,21.75,22.39,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2012 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.64,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,22.39,22.4,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2017 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.01,e59818fd-ed44-4559-b280-97702d894b04,,
54,06100640000EB,22.4,22.5,YEAR_LAST_IMPROVEMENT,1/1/2022 12:00:00 AM,,,1/1/2017 12:00:00 AM,same as 2020,5/31/2023 1:40:46 PM,12/31/9999 12:00:00 AM,0.1,e59818fd-ed44-4559-b280-97702d894b04,,
