StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,PCT_DH_SINGLE_UNIT_VN,PCT_DH_SINGLE_UNIT_VT,PCT_DH_SINGLE_UNIT_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,02100810000NB,0.0,1.39,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,0.0,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,1.39,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230051000000,4.58,4.62,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,2.812,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,0.04,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230051000000,4.54,4.58,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,2.812,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,0.04,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230051000000,4.13,4.54,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,2.812,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,0.41,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230051000000,2.841,4.13,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,2.812,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,1.289,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230051000000,1.87,2.841,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,2.812,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,0.971,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230051000000,5.4,8.591,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,2.812,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,3.191,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230051000000,4.62,5.18,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,2.812,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,0.56,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230045000000,19.08,19.61,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.783,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,0.53,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230045000000,17.53,18.23,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.783,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,0.7,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230045000000,14.85,15.31,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.783,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,0.46,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230045000000,14.52,14.85,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.783,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,0.33,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230045000000,14.39,14.52,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.783,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,0.13,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,02200110000NB,24.71,24.97,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,2.225,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,0.26,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,02200110000NB,16.48,17.51,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,2.225,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,1.03,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,02200110000NB,14.51,14.64,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,2.225,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,0.13,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,02200110000NB,5.24,6.05,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,2.225,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,0.81,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230009000000,7.584,9.95,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.366,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,2.366,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230009000000,6.381,6.47,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.366,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,0.089,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230009000000,18.18,20.16,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.366,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,1.98,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230009000000,17.07,17.48,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.366,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,0.41,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230009000000,15.79,16.09,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.366,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,0.3,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230009000000,15.57,15.79,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.366,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,0.22,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230009000000,14.55,14.9,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.366,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,0.35,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230009000000,14.0,14.2,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.366,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,0.2,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230009000000,10.84,11.15,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.366,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,0.31,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230009000000,10.52,10.84,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.366,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,0.32,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230009000000,10.12,10.37,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.366,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,0.25,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230009000000,6.47,7.58,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.366,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,1.11,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230009000000,6.17,6.27,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.366,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,0.1,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230009000000,0.35,2.2,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.366,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,1.85,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0240005000000,5.9,7.94,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,8.017,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,2.04,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0230045000000,13.355,13.76,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,3.783,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,0.405,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,02200110000NB,13.65,13.78,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,2.225,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,0.13,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0240001000000,8.14,9.32,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,4.916,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,1.18,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0274259001900,0.17,0.61,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,1.741,A,12/31/2020 12:00:00 AM,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,0.44,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,04100790000NB,67.52,69.32,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,8.28,A,12/31/2021 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,1.8,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,04100790000NB,64.83,67.52,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,8.28,A,12/31/2021 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,2.69,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,04100790000NB,63.46,64.83,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,8.28,A,12/31/2021 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,1.37,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,04100790000NB,62.04,63.46,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,8.28,A,12/31/2021 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,1.42,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,04100790000NB,61.47,62.04,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,8.28,A,12/31/2021 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,0.57,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,04100790000NB,59.0,61.47,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,8.28,A,12/31/2021 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,2.47,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,04100790000NB,57.51,59.0,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,8.28,A,12/31/2021 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,1.49,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,04100790000NB,54.18,57.51,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,8.28,A,12/31/2021 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,3.33,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,04100790000NB,53.27,54.18,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,8.28,A,12/31/2021 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,0.91,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,04100790000NB,52.61,53.27,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,8.28,A,12/31/2021 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,0.66,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,04100790000NB,51.61,52.61,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,8.28,A,12/31/2021 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,1.0,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,04100790000NB,50.35,51.61,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,8.28,A,12/31/2021 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,1.26,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,04100790000NB,49.73,50.35,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,8.28,A,12/31/2021 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,0.62,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,04100790000NB,46.22,49.73,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,8.28,A,12/31/2021 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,3.51,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,04100790000NB,44.6,46.22,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,8.28,A,12/31/2021 12:00:00 AM,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,1.62,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,03201190000NB,16.97,17.83,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,7.113,A,,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,0.86,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,03201190000NB,12.83,13.54,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,7.113,A,,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,0.71,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,03201190000NB,11.49,12.83,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,7.113,A,,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,1.34,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,03201190000NB,9.44,11.49,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,7.113,A,,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,2.05,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,03201190000NB,0.0,2.93,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,7.113,A,,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,2.93,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0330099000000,0.0,1.84,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,8.579,A,,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,1.84,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0330094000000,0.0,3.01,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,7.844,A,,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,3.01,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0330085000000,34.05,34.35,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,7.591,A,,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,0.3,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0330085000000,10.67,13.13,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,7.591,A,,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,2.46,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0340006000000,2.99,5.53,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,2.375,A,,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,2.54,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0340005000000,15.1,17.57,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,12.046,A,,,4/18/2023 5:06:03 PM,12/31/9999 12:00:00 AM,2.47,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0340005000000,5.42,6.96,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,12.046,A,,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,1.54,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
54,0330003000000,8.17,11.14,PCT_DH_SINGLE_UNIT,1/1/2022 12:00:00 AM,6.167,A,,,4/18/2023 5:06:04 PM,12/31/9999 12:00:00 AM,2.97,76ae2eaf-53dc-4b4c-ae56-a1ee4f190032,,
