StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,TERRAIN_TYPE_VN,TERRAIN_TYPE_VT,TERRAIN_TYPE_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,0140011000000,3.05,3.78,TERRAIN_TYPE,1/1/2022 12:00:00 AM,1.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.73,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0140024000000,1.64,2.79,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.15,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0140024000000,2.79,4.74,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.95,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0140030000000,6.14,6.83,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.69,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0140030070000,0.0,0.92,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.92,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0140030070000,0.92,2.0,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.08,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0140046010000,0.0,1.62,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.62,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0230009000000,0.35,1.45,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.1,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0230009000000,1.45,2.2,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.75,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0230009000000,4.81,6.17,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.36,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0230009000000,6.17,6.27,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.1,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0230051000000,1.87,2.841,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.971,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0240005000000,5.9,7.94,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,2.04,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0240009050000,1.67,3.26,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.59,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,03201190000NB,0.0,2.93,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,2.93,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,03201190000NB,9.44,9.7,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.26,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,03201190000NB,9.7,10.3,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.6,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,03201190000NB,10.3,11.49,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.19,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,03201190000NB,11.49,12.36,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.87,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,03201190000NB,12.36,12.66,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.3,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,03201190000NB,12.66,12.83,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.17,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,03201190000NB,12.83,13.54,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.71,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,03201190000NB,16.97,17.83,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.86,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0330003000000,8.17,11.14,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,2.97,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0330085000000,10.67,13.13,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,2.46,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0330085000000,34.05,34.35,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.3,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0330094000000,0.0,3.01,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,3.01,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0330099000000,0.0,1.84,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.84,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0340005000000,5.42,6.96,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.54,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0340005000000,15.1,17.57,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,2.47,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0340006000000,2.99,5.53,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,2.54,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,44.6,46.18,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.58,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,46.18,46.22,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.04,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,46.22,49.73,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,3.51,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,49.73,50.35,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.62,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,50.35,51.61,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.26,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,51.61,52.61,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.0,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,52.61,53.27,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.66,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,53.27,54.18,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.91,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,54.18,57.51,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,3.33,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,57.51,59.0,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.49,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,59.0,61.47,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,2.47,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,61.47,62.04,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.57,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,62.04,63.46,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.42,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,63.46,64.83,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.37,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,64.83,67.52,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,2.69,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,67.52,69.32,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.8,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,69.32,70.83,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.51,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,70.83,78.41,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,7.58,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,78.41,79.08,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.67,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04100790000NB,79.08,83.15,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,4.07,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04200190000NB,26.57,27.56,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.99,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,04200190000NB,27.56,27.64,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.08,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0440032000000,6.27,6.5,TERRAIN_TYPE,1/1/2022 12:00:00 AM,1.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.23,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0530027000000,1.58,2.26,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.68,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0530067000000,6.14,6.71,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.57,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0630002000000,9.98,10.08,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.1,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0630002000000,14.38,17.99,TERRAIN_TYPE,1/1/2022 12:00:00 AM,1.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,3.61,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0640017000000,4.05,4.17,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.12,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0640017000000,4.3,4.41,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.11,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0640017000000,4.47,5.02,TERRAIN_TYPE,1/1/2022 12:00:00 AM,1.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.55,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,07200330000EB,0.09,2.33,TERRAIN_TYPE,1/1/2022 12:00:00 AM,1.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,2.24,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,07200330000EB,3.68,5.03,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.35,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,07200330000EB,5.59,6.2,TERRAIN_TYPE,1/1/2022 12:00:00 AM,1.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.61,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,07200330000EB,6.2,6.6,TERRAIN_TYPE,1/1/2022 12:00:00 AM,1.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.4,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,07200330000EB,6.62,8.3,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.68,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,07200330000EB,10.13,14.3,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,4.17,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,07200330000EB,14.3,14.86,TERRAIN_TYPE,1/1/2022 12:00:00 AM,1.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.56,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0730005000000,12.09,12.62,TERRAIN_TYPE,1/1/2022 12:00:00 AM,1.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.53,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0740004000000,0.0,0.67,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.67,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0740011000000,6.9,7.85,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.95,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,08100790000NB,36.0,39.91,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,3.91,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,08100790000NB,39.91,41.43,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.52,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,08100790000NB,41.43,44.6,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,3.17,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0830004000000,15.75,19.01,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,3.26,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0830004000000,21.98,22.98,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.0,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0830016000000,19.19,20.35,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.16,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0830036000000,2.48,4.2,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.72,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,09200500000EB,0.0,3.98,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,3.98,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,09200500000EB,3.98,5.3,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.32,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,09200500000EB,5.3,5.5,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.2,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,09200500000EB,5.5,5.61,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.11,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,09200500000EB,5.63,6.54,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.91,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,09200500000EB,8.26,8.8,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.54,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,09200500000EB,8.8,9.75,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.95,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,09200500000EB,9.75,11.01,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.26,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,09200500000EB,11.43,12.1,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.67,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,09200500000EB,12.1,12.96,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.86,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,09200500000EB,17.75,18.87,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.12,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0940003000000,4.14,5.77,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.63,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,0940011000000,11.45,12.55,TERRAIN_TYPE,1/1/2022 12:00:00 AM,2.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.1,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,10100770016NB,52.58,53.06,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.48,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,10100770016NB,53.06,54.13,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.07,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,10100770016NB,54.13,55.02,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.89,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,10100770016NB,55.02,58.32,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,3.3,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,10100770016NB,58.32,59.62,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.3,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,10100770016NB,59.62,61.6,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.98,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,10100770016NB,62.73,66.15,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,3.42,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,10100770016NB,66.15,67.21,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,1.06,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,10200600000EB,0.34,1.01,TERRAIN_TYPE,1/1/2022 12:00:00 AM,1.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.67,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,1030006000000,0.0,0.12,TERRAIN_TYPE,1/1/2022 12:00:00 AM,1.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.12,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,1030006000000,0.12,0.33,TERRAIN_TYPE,1/1/2022 12:00:00 AM,1.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.21,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,1030016000000,23.4,23.74,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.34,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,1030061000000,22.53,25.56,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,3.03,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,1040005000000,0.06,0.37,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.31,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,1040005000000,0.37,0.4,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.03,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,1040005000000,0.4,0.6,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.2,40848d30-948b-4b76-b070-fcd1bbe87169,,
54,1040005000000,0.6,0.62,TERRAIN_TYPE,1/1/2022 12:00:00 AM,3.0,,,,4/17/2023 6:37:30 PM,12/31/9999 12:00:00 AM,0.02,40848d30-948b-4b76-b070-fcd1bbe87169,,
