StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,FUTURE_AADT_VN,FUTURE_AADT_VT,FUTURE_AADT_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,02100810000NB,6.27,8.42,FUTURE_AADT,1/1/2022 12:00:00 AM,54387.0,A,12/31/2042 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,2.15,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02100810000NB,8.42,11.3,FUTURE_AADT,1/1/2022 12:00:00 AM,53953.0,A,12/31/2042 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,2.88,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02100810000NB,11.3,11.63,FUTURE_AADT,1/1/2022 12:00:00 AM,53953.0,A,12/31/2042 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.33,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02100810000NB,11.63,12.98,FUTURE_AADT,1/1/2022 12:00:00 AM,66101.0,A,12/31/2042 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,1.35,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02100810000NB,12.98,13.54,FUTURE_AADT,1/1/2022 12:00:00 AM,70427.0,A,12/31/2042 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.56,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02100810000NB,13.54,14.26,FUTURE_AADT,1/1/2022 12:00:00 AM,73900.0,A,12/31/2042 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.72,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02100810000NB,14.26,15.22,FUTURE_AADT,1/1/2022 12:00:00 AM,60981.0,A,12/31/2042 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.96,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02100810000NB,15.22,15.62,FUTURE_AADT,1/1/2022 12:00:00 AM,60981.0,A,12/31/2042 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.4,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02100810000NB,15.62,15.95,FUTURE_AADT,1/1/2022 12:00:00 AM,60981.0,A,12/31/2042 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,0.33,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02100810000NB,15.95,16.23,FUTURE_AADT,1/1/2022 12:00:00 AM,60981.0,A,12/31/2042 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,0.28,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02100810000NB,16.23,17.3,FUTURE_AADT,1/1/2022 12:00:00 AM,46212.0,A,12/31/2042 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,1.07,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02100810000NB,17.3,18.13,FUTURE_AADT,1/1/2022 12:00:00 AM,46212.0,A,12/31/2042 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,0.83,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02100810000NB,18.13,20.37,FUTURE_AADT,1/1/2022 12:00:00 AM,46212.0,A,12/31/2042 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,2.24,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02100810000NB,20.37,23.0,FUTURE_AADT,1/1/2022 12:00:00 AM,51759.0,A,12/31/2042 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,2.63,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02100810000NB,23.0,23.46,FUTURE_AADT,1/1/2022 12:00:00 AM,59439.0,A,12/31/2042 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,0.46,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02100810000NB,23.46,24.53,FUTURE_AADT,1/1/2022 12:00:00 AM,59439.0,A,12/31/2042 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,1.07,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02100810000NB,24.53,26.0,FUTURE_AADT,1/1/2022 12:00:00 AM,59439.0,A,12/31/2042 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,1.47,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02200110000NB,5.24,6.05,FUTURE_AADT,1/1/2022 12:00:00 AM,9475.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,0.81,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02200110000NB,13.65,13.78,FUTURE_AADT,1/1/2022 12:00:00 AM,21074.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,0.13,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02200110000NB,14.51,14.64,FUTURE_AADT,1/1/2022 12:00:00 AM,21074.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.13,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02200110000NB,16.48,17.51,FUTURE_AADT,1/1/2022 12:00:00 AM,6675.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,1.03,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,02200110000NB,24.71,24.97,FUTURE_AADT,1/1/2022 12:00:00 AM,7752.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,0.26,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230009000000,0.35,2.2,FUTURE_AADT,1/1/2022 12:00:00 AM,8334.0,A,12/31/2042 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,1.85,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230009000000,4.81,6.17,FUTURE_AADT,1/1/2022 12:00:00 AM,15359.0,A,12/31/2042 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;EstPct_MC;EstPct_Car,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,1.36,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230009000000,6.17,6.27,FUTURE_AADT,1/1/2022 12:00:00 AM,15359.0,A,12/31/2042 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,0.1,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230009000000,6.381,6.47,FUTURE_AADT,1/1/2022 12:00:00 AM,13811.0,A,12/31/2042 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,0.089,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230009000000,6.47,7.58,FUTURE_AADT,1/1/2022 12:00:00 AM,17264.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,1.11,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230009000000,7.584,9.95,FUTURE_AADT,1/1/2022 12:00:00 AM,17264.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,2.366,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230009000000,10.12,10.37,FUTURE_AADT,1/1/2022 12:00:00 AM,25598.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.25,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230009000000,10.52,10.84,FUTURE_AADT,1/1/2022 12:00:00 AM,25598.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.32,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230009000000,10.84,11.15,FUTURE_AADT,1/1/2022 12:00:00 AM,25598.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.31,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230009000000,14.0,14.2,FUTURE_AADT,1/1/2022 12:00:00 AM,6548.0,A,12/31/2042 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.2,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230009000000,14.55,14.9,FUTURE_AADT,1/1/2022 12:00:00 AM,6548.0,A,12/31/2042 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,0.35,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230009000000,15.57,15.79,FUTURE_AADT,1/1/2022 12:00:00 AM,29289.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.22,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230009000000,15.79,16.09,FUTURE_AADT,1/1/2022 12:00:00 AM,29289.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.3,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230009000000,17.07,17.48,FUTURE_AADT,1/1/2022 12:00:00 AM,25955.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.41,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230009000000,18.18,20.16,FUTURE_AADT,1/1/2022 12:00:00 AM,20240.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,1.98,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230045000000,13.355,13.76,FUTURE_AADT,1/1/2022 12:00:00 AM,1279.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.405,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230045000000,14.39,14.52,FUTURE_AADT,1/1/2022 12:00:00 AM,28747.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,0.13,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230045000000,14.52,14.85,FUTURE_AADT,1/1/2022 12:00:00 AM,28747.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.33,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230045000000,14.85,15.31,FUTURE_AADT,1/1/2022 12:00:00 AM,21417.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,0.46,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230045000000,17.53,18.23,FUTURE_AADT,1/1/2022 12:00:00 AM,14535.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,0.7,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230045000000,19.08,19.61,FUTURE_AADT,1/1/2022 12:00:00 AM,6891.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,0.53,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230051000000,1.87,2.841,FUTURE_AADT,1/1/2022 12:00:00 AM,12090.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.971,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230051000000,2.841,4.13,FUTURE_AADT,1/1/2022 12:00:00 AM,10920.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,1.289,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230051000000,4.13,4.54,FUTURE_AADT,1/1/2022 12:00:00 AM,10920.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,0.41,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230051000000,4.54,4.58,FUTURE_AADT,1/1/2022 12:00:00 AM,10920.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,0.04,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230051000000,4.58,4.62,FUTURE_AADT,1/1/2022 12:00:00 AM,20225.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,0.04,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230051000000,4.62,5.18,FUTURE_AADT,1/1/2022 12:00:00 AM,20225.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,0.56,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230051000000,5.4,8.591,FUTURE_AADT,1/1/2022 12:00:00 AM,6509.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,3.191,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0230901000000,4.86,5.44,FUTURE_AADT,1/1/2022 12:00:00 AM,20321.0,A,12/31/2042 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,0.58,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0240001000000,8.14,9.32,FUTURE_AADT,1/1/2022 12:00:00 AM,5114.0,A,12/31/2042 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,1.18,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0240005000000,5.9,7.94,FUTURE_AADT,1/1/2022 12:00:00 AM,930.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:59 PM,12/31/9999 12:00:00 AM,2.04,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0240009050000,1.67,3.26,FUTURE_AADT,1/1/2022 12:00:00 AM,1046.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,1.59,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0240009130000,0.4,1.92,FUTURE_AADT,1/1/2022 12:00:00 AM,4153.0,A,12/31/2042 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,1.52,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0240009270000,0.0,0.31,FUTURE_AADT,1/1/2022 12:00:00 AM,2790.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.31,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0240010010000,0.0,0.69,FUTURE_AADT,1/1/2022 12:00:00 AM,11721.0,A,12/31/2042 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.69,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0240011130000,0.28,0.41,FUTURE_AADT,1/1/2022 12:00:00 AM,232.0,A,12/31/2042 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.13,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0240011130000,0.41,0.55,FUTURE_AADT,1/1/2022 12:00:00 AM,232.0,A,12/31/2042 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.14,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0240011190000,0.0,0.31,FUTURE_AADT,1/1/2022 12:00:00 AM,232.0,A,12/31/2042 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.31,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0240011240000,0.0,0.85,FUTURE_AADT,1/1/2022 12:00:00 AM,5979.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.85,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0240011330000,0.0,0.26,FUTURE_AADT,1/1/2022 12:00:00 AM,407.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.26,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0240011370000,0.0,0.23,FUTURE_AADT,1/1/2022 12:00:00 AM,930.0,A,12/31/2042 12:00:00 AM,EstPct_CU_Trucks;,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.23,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0240012000000,0.0,1.29,FUTURE_AADT,1/1/2022 12:00:00 AM,3022.0,A,12/31/2042 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,1.29,3491775e-b624-4e24-8fbf-3e932021b89b,,
54,0240013000000,0.43,1.03,FUTURE_AADT,1/1/2022 12:00:00 AM,2415.0,A,12/31/2042 12:00:00 AM,,4/19/2023 1:56:58 PM,12/31/9999 12:00:00 AM,0.6,3491775e-b624-4e24-8fbf-3e932021b89b,,
