StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,SPEED_LIMIT_VN,SPEED_LIMIT_VT,SPEED_LIMIT_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,1540011020000,2.75,2.78,SPEED_LIMIT,1/1/2022 12:00:00 AM,35.0,,,1.50011E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.03,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,1577259001900,0.58,0.62,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,1.50726E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.04,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,1577259001900,0.62,1.16,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,1.50726E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.54,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,16202200000NB,10.53,10.69,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,1.6022E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.16,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,1730020000000,7.22,7.414,SPEED_LIMIT,1/1/2022 12:00:00 AM,55.0,,,1.702E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.194,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,1740006000000,0.0,0.808,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,1.70006E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.808,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,1740011000000,0.0,1.14,SPEED_LIMIT,1/1/2022 12:00:00 AM,40.0,,,1.7011E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,1.14,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,1740011000000,4.24,4.7,SPEED_LIMIT,1/1/2022 12:00:00 AM,40.0,,,1.7011E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.46,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,1740023090000,7.77,8.94,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,170230900777,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,1.17,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,1740050760000,0.0,0.31,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,170507600000,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.31,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,1740050760000,0.31,1.34,SPEED_LIMIT,1/1/2022 12:00:00 AM,40.0,,,170507600031,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,1.03,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,19203400000NB,12.047,12.88,SPEED_LIMIT,1/1/2022 12:00:00 AM,60.0,,,193400001205,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.833,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,1930009000000,0.0,1.45,SPEED_LIMIT,1/1/2022 12:00:00 AM,65.0,,,190090000000,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,1.45,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,1930051000000,8.13,8.66,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,190510000813,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.53,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,1740024060000,0.29,0.6,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,1.70241E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.31,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,1771765001900,0.0,0.22,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.22,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,18200330000EB,3.36,3.46,SPEED_LIMIT,1/1/2022 12:00:00 AM,70.0,,,1.8033E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.1,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,18200330000EB,11.09,11.39,SPEED_LIMIT,1/1/2022 12:00:00 AM,70.0,,,1.8033E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.3,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,1930115000000,0.0,0.22,SPEED_LIMIT,1/1/2022 12:00:00 AM,55.0,,,1.9115E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.22,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,1930115000000,1.59,4.09,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,1.9115E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,2.5,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,1940029000000,1.26,2.19,SPEED_LIMIT,1/1/2022 12:00:00 AM,35.0,,,190290000126,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.93,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,1940031000000,0.0,0.029,SPEED_LIMIT,1/1/2022 12:00:00 AM,30.0,,,190310000000,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.029,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,20100770023NB,0.0,1.02,SPEED_LIMIT,1/1/2022 12:00:00 AM,60.0,,,20077C000000,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,1.02,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2030622000000,1.96,2.13,SPEED_LIMIT,1/1/2022 12:00:00 AM,40.0,,,206220000196,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.17,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2030006000000,0.1,0.19,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,2.0006E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.09,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2030622000000,2.32,2.72,SPEED_LIMIT,1/1/2022 12:00:00 AM,35.0,,,2.0622E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.4,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2040025470000,0.1,0.36,SPEED_LIMIT,1/1/2022 12:00:00 AM,30.0,,,200254700010,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.26,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2040022010000,0.0,0.004,SPEED_LIMIT,1/1/2022 12:00:00 AM,35.0,,,2.0022E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.004,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2040023000000,2.48,2.67,SPEED_LIMIT,1/1/2022 12:00:00 AM,35.0,,,2.0023E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.19,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2040038000000,0.0,2.43,SPEED_LIMIT,1/1/2022 12:00:00 AM,35.0,,,2.0038E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,2.43,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2040043000000,0.427,1.27,SPEED_LIMIT,1/1/2022 12:00:00 AM,50.0,,,2.0043E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.843,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,22201190000NB,3.37,5.4,SPEED_LIMIT,1/1/2022 12:00:00 AM,65.0,,,221190000337,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,2.03,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,23201190000NB,2.54,2.67,SPEED_LIMIT,1/1/2022 12:00:00 AM,65.0,,,231190000254,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.13,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2330010000000,15.25,16.17,SPEED_LIMIT,1/1/2022 12:00:00 AM,55.0,,,230100001525,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.92,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2330010000000,19.41,20.39,SPEED_LIMIT,1/1/2022 12:00:00 AM,35.0,,,230100001941,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.98,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2330010000000,20.39,22.05,SPEED_LIMIT,1/1/2022 12:00:00 AM,40.0,,,230100002039,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,1.66,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,25200190000NB,3.003,4.64,SPEED_LIMIT,1/1/2022 12:00:00 AM,40.0,,,250190000300,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,1.637,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,25200190000NB,7.16,7.97,SPEED_LIMIT,1/1/2022 12:00:00 AM,45.0,,,250190000716,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.81,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2530310000000,9.67,10.1,SPEED_LIMIT,1/1/2022 12:00:00 AM,30.0,,,253100000967,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.43,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2540073730000,2.62,2.673,SPEED_LIMIT,1/1/2022 12:00:00 AM,45.0,,,250737300262,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.053,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2430083000000,14.092,15.483,SPEED_LIMIT,1/1/2022 12:00:00 AM,30.0,,,2.4083E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,1.391,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2640001000000,0.49,0.6,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,2.6001E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.11,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2740001040000,1.647,1.65,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,2.7001E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.003,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,28200520018EB,0.0,0.02,SPEED_LIMIT,1/1/2022 12:00:00 AM,55.0,,,28052O000000,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.02,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2830104000000,1.65,2.65,SPEED_LIMIT,1/1/2022 12:00:00 AM,35.0,,,2.8104E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,1.0,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2840016000000,2.59,2.6,SPEED_LIMIT,1/1/2022 12:00:00 AM,30.0,,,2.8016E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.01,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2840016000000,2.607,2.614,SPEED_LIMIT,1/1/2022 12:00:00 AM,40.0,,,2.8016E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.007,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,2870502001900,1.01,1.36,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.35,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,30200520004NB,0.096,0.39,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.294,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,31100680000EB,10.28,10.32,SPEED_LIMIT,1/1/2022 12:00:00 AM,70.0,,,310680001028,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.04,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,3140100010000,0.0,0.5,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,311000100000,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.5,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,3140857000000,10.85,11.35,SPEED_LIMIT,1/1/2022 12:00:00 AM,35.0,,,318570001085,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.5,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,3140019220000,0.12,0.68,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,3.10019E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.56,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,3140061040000,0.0,0.25,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,3.10061E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.25,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,3140069060000,0.32,0.38,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,3.10691E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.06,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,3174786001900,0.04,0.15,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,3.10479E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.11,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,3174810001900,0.0,0.76,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,3.10481E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.76,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,3174813001900,0.0,1.24,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,3.10481E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,1.24,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,3540018000000,0.0,0.72,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,350180000000,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.72,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,3540018010000,0.0,0.06,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,350180100000,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.06,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,3540018020000,0.0,0.23,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,350180200000,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.23,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,3540021000000,0.65,0.73,SPEED_LIMIT,1/1/2022 12:00:00 AM,35.0,,,350210000065,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.08,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,4030034000000,17.018,17.081,SPEED_LIMIT,1/1/2022 12:00:00 AM,55.0,,,400340001702,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.063,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,4030817000000,2.06,8.81,SPEED_LIMIT,1/1/2022 12:00:00 AM,55.0,,,408170000206,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,6.75,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,4030817000000,8.81,10.62,SPEED_LIMIT,1/1/2022 12:00:00 AM,55.0,,,408170000881,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,1.81,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,41100640000EB,120.69,122.62,SPEED_LIMIT,1/1/2022 12:00:00 AM,70.0,,,410640012069,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,1.93,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,41100640017WB,0.594,0.82,SPEED_LIMIT,1/1/2022 12:00:00 AM,35.0,,,41064R000059,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.226,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,41100770016NB,35.75,37.82,SPEED_LIMIT,1/1/2022 12:00:00 AM,70.0,,,410770003575,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,2.07,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,4030034000000,18.41,19.87,SPEED_LIMIT,1/1/2022 12:00:00 AM,55.0,,,4.0034E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,1.46,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,41200190023EB,0.0,0.033,SPEED_LIMIT,1/1/2022 12:00:00 AM,65.0,,,41019C000000,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.033,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,41200190023EB,0.033,0.034,SPEED_LIMIT,1/1/2022 12:00:00 AM,65.0,,,41019C000003,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.001,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,4130016000000,18.82,18.96,SPEED_LIMIT,1/1/2022 12:00:00 AM,45.0,,,410160001882,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.14,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,4130210000000,1.2,1.89,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,412100000120,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.69,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,4140006090000,0.6,1.37,SPEED_LIMIT,1/1/2022 12:00:00 AM,40.0,,,410060900060,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.77,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,4140009090000,0.0,1.81,SPEED_LIMIT,1/1/2022 12:00:00 AM,50.0,,,410090900000,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,1.81,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,42200330000EB,8.05,9.5,SPEED_LIMIT,1/1/2022 12:00:00 AM,65.0,,,420330000805,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,1.45,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,42200330000EB,4.522,7.76,SPEED_LIMIT,1/1/2022 12:00:00 AM,65.0,,,420330000452,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,3.238,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,4130307000000,7.42,8.45,SPEED_LIMIT,1/1/2022 12:00:00 AM,45.0,,,4.1307E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,1.03,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,4140019210000,3.73,5.14,SPEED_LIMIT,1/1/2022 12:00:00 AM,30.0,,,4.10192E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,1.41,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,4240025000000,1.36,1.73,SPEED_LIMIT,1/1/2022 12:00:00 AM,35.0,,,4.2025E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.37,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,4272252001900,0.0,0.39,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,4.20225E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.39,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,4272253001900,0.0,0.16,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,4.20225E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.16,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,4272253001900,0.16,0.25,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,4.20225E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.09,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,4640044080000,0.69,0.72,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,460440800069,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.03,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
