StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,CURVES_C_VN,CURVES_C_VT,CURVES_C_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,0140024000000,1.64,2.79,CURVES_C,1/1/2022 12:00:00 AM,0.224,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,1.15,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0140024000000,2.79,4.74,CURVES_C,1/1/2022 12:00:00 AM,0.232,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,1.95,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0140030000000,6.14,6.83,CURVES_C,1/1/2022 12:00:00 AM,0.095,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,0.69,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0140030070000,0.0,0.92,CURVES_C,1/1/2022 12:00:00 AM,0.092,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.92,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0140030070000,0.92,2.0,CURVES_C,1/1/2022 12:00:00 AM,0.166,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,1.08,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0140046010000,0.0,1.62,CURVES_C,1/1/2022 12:00:00 AM,0.219,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,1.62,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,02100810000NB,0.0,1.39,CURVES_C,1/1/2022 12:00:00 AM,0.08,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,1.39,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,02100810000NB,1.39,6.27,CURVES_C,1/1/2022 12:00:00 AM,0.014,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,4.88,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,02100810000NB,6.27,11.63,CURVES_C,1/1/2022 12:00:00 AM,0.001,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,5.36,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,02100810000NB,11.63,13.54,CURVES_C,1/1/2022 12:00:00 AM,0.01,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,1.91,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,02100810000NB,13.54,14.26,CURVES_C,1/1/2022 12:00:00 AM,0.007,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.72,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,02100810000NB,17.3,18.13,CURVES_C,1/1/2022 12:00:00 AM,0.001,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.83,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,02100810000NB,18.13,20.37,CURVES_C,1/1/2022 12:00:00 AM,0.038,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,2.24,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,02100810000NB,20.37,23.0,CURVES_C,1/1/2022 12:00:00 AM,0.008,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,2.63,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,02100810000NB,23.0,23.46,CURVES_C,1/1/2022 12:00:00 AM,0.01,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.46,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,02200110000NB,5.24,6.05,CURVES_C,1/1/2022 12:00:00 AM,0.068,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,0.81,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,02200110000NB,13.65,13.78,CURVES_C,1/1/2022 12:00:00 AM,0.022,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.13,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,02200110000NB,14.51,14.64,CURVES_C,1/1/2022 12:00:00 AM,0.049,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.13,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,02200110000NB,16.48,17.51,CURVES_C,1/1/2022 12:00:00 AM,0.153,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,1.03,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230009000000,0.35,2.2,CURVES_C,1/1/2022 12:00:00 AM,0.112,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,1.85,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230009000000,6.17,6.27,CURVES_C,1/1/2022 12:00:00 AM,0.003,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,0.1,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230009000000,6.47,7.58,CURVES_C,1/1/2022 12:00:00 AM,0.087,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,1.11,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230009000000,7.584,9.95,CURVES_C,1/1/2022 12:00:00 AM,0.112,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,2.366,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230009000000,10.12,10.37,CURVES_C,1/1/2022 12:00:00 AM,0.018,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.25,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230009000000,10.532,10.84,CURVES_C,1/1/2022 12:00:00 AM,0.025,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.308,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230009000000,10.84,10.893,CURVES_C,1/1/2022 12:00:00 AM,0.043,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.053,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230009000000,10.893,11.15,CURVES_C,1/1/2022 12:00:00 AM,0.043,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.257,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230009000000,14.55,14.9,CURVES_C,1/1/2022 12:00:00 AM,0.034,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.35,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230009000000,17.07,17.48,CURVES_C,1/1/2022 12:00:00 AM,0.03,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.41,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230009000000,18.18,20.16,CURVES_C,1/1/2022 12:00:00 AM,0.05,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,1.98,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230045000000,13.355,13.76,CURVES_C,1/1/2022 12:00:00 AM,0.059,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.405,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230045000000,14.52,14.85,CURVES_C,1/1/2022 12:00:00 AM,0.025,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.33,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230045000000,14.85,15.31,CURVES_C,1/1/2022 12:00:00 AM,0.042,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.46,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230045000000,17.53,18.23,CURVES_C,1/1/2022 12:00:00 AM,0.027,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.7,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230051000000,1.87,2.841,CURVES_C,1/1/2022 12:00:00 AM,0.078,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.971,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230051000000,4.13,4.54,CURVES_C,1/1/2022 12:00:00 AM,0.068,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,0.41,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230051000000,4.62,5.18,CURVES_C,1/1/2022 12:00:00 AM,0.009,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,0.56,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230051000000,5.4,8.591,CURVES_C,1/1/2022 12:00:00 AM,0.027,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,3.191,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0230901000000,4.86,5.44,CURVES_C,1/1/2022 12:00:00 AM,0.024,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,0.58,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240001000000,8.14,9.32,CURVES_C,1/1/2022 12:00:00 AM,0.112,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,1.18,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240005000000,5.9,7.94,CURVES_C,1/1/2022 12:00:00 AM,0.123,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,2.04,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240009050000,1.67,3.26,CURVES_C,1/1/2022 12:00:00 AM,0.107,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,1.59,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240009130000,0.4,1.92,CURVES_C,1/1/2022 12:00:00 AM,0.108,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,1.52,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240010010000,0.0,0.69,CURVES_C,1/1/2022 12:00:00 AM,0.054,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.69,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240011130000,0.28,0.41,CURVES_C,1/1/2022 12:00:00 AM,0.005,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.13,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240011130000,0.41,0.55,CURVES_C,1/1/2022 12:00:00 AM,0.002,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.14,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240011190000,0.0,0.31,CURVES_C,1/1/2022 12:00:00 AM,0.027,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.31,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240011240000,0.0,0.85,CURVES_C,1/1/2022 12:00:00 AM,0.008,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.85,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240011330000,0.0,0.26,CURVES_C,1/1/2022 12:00:00 AM,0.009,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.26,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240011370000,0.0,0.23,CURVES_C,1/1/2022 12:00:00 AM,0.013,,,,5/16/2023 5:45:17 PM,12/31/9999 12:00:00 AM,0.23,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240012000000,0.0,1.29,CURVES_C,1/1/2022 12:00:00 AM,0.08,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,1.29,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240013000000,0.43,1.03,CURVES_C,1/1/2022 12:00:00 AM,0.021,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.6,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240013000000,2.75,3.716,CURVES_C,1/1/2022 12:00:00 AM,0.093,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.966,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240015000000,2.78,3.06,CURVES_C,1/1/2022 12:00:00 AM,0.009,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.28,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240019000000,3.438,4.04,CURVES_C,1/1/2022 12:00:00 AM,0.063,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,0.602,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240032000000,0.0,1.26,CURVES_C,1/1/2022 12:00:00 AM,0.051,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,1.26,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240034030000,0.0,1.01,CURVES_C,1/1/2022 12:00:00 AM,0.061,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,1.01,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240036010000,1.6,1.98,CURVES_C,1/1/2022 12:00:00 AM,0.034,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.38,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240045050000,0.55,1.25,CURVES_C,1/1/2022 12:00:00 AM,0.019,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.7,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0240051070000,2.28,3.56,CURVES_C,1/1/2022 12:00:00 AM,0.116,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,1.28,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0274256001900,0.0,0.66,CURVES_C,1/1/2022 12:00:00 AM,0.025,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.66,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0274257001900,0.11,0.42,CURVES_C,1/1/2022 12:00:00 AM,0.004,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.31,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0274265001900,0.0,0.57,CURVES_C,1/1/2022 12:00:00 AM,0.012,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.57,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0274266001900,0.0,0.44,CURVES_C,1/1/2022 12:00:00 AM,0.022,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.44,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0274268001900,0.0,0.48,CURVES_C,1/1/2022 12:00:00 AM,0.003,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.48,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,03201190000NB,0.0,2.93,CURVES_C,1/1/2022 12:00:00 AM,0.146,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,2.93,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,03201190000NB,9.44,11.49,CURVES_C,1/1/2022 12:00:00 AM,0.212,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,2.05,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,03201190000NB,11.49,12.36,CURVES_C,1/1/2022 12:00:00 AM,0.069,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.87,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,03201190000NB,12.36,12.66,CURVES_C,1/1/2022 12:00:00 AM,0.069,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.3,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,03201190000NB,12.66,12.83,CURVES_C,1/1/2022 12:00:00 AM,0.069,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.17,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,03201190000NB,12.83,13.54,CURVES_C,1/1/2022 12:00:00 AM,0.087,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.71,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,03201190000NB,16.97,17.83,CURVES_C,1/1/2022 12:00:00 AM,0.13,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.86,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0330003000000,8.17,11.14,CURVES_C,1/1/2022 12:00:00 AM,0.396,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,2.97,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0330085000000,10.67,13.13,CURVES_C,1/1/2022 12:00:00 AM,0.372,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,2.46,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0330085000000,34.05,34.35,CURVES_C,1/1/2022 12:00:00 AM,0.014,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.3,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0330094000000,0.0,3.01,CURVES_C,1/1/2022 12:00:00 AM,0.16,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,3.01,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0330099000000,0.0,1.84,CURVES_C,1/1/2022 12:00:00 AM,0.235,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,1.84,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0340005000000,5.42,6.96,CURVES_C,1/1/2022 12:00:00 AM,0.132,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,1.54,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0340005000000,15.1,17.57,CURVES_C,1/1/2022 12:00:00 AM,0.359,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,2.47,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0340006000000,2.99,5.53,CURVES_C,1/1/2022 12:00:00 AM,0.451,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,2.54,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,04100790000NB,44.6,46.18,CURVES_C,1/1/2022 12:00:00 AM,0.011,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,1.58,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,04100790000NB,46.18,46.22,CURVES_C,1/1/2022 12:00:00 AM,0.011,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,0.04,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,04100790000NB,54.18,57.51,CURVES_C,1/1/2022 12:00:00 AM,0.007,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,3.33,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,04100790000NB,59.0,61.47,CURVES_C,1/1/2022 12:00:00 AM,0.006,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,2.47,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,04100790000NB,61.47,62.04,CURVES_C,1/1/2022 12:00:00 AM,0.037,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,0.57,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,04100790000NB,62.04,63.46,CURVES_C,1/1/2022 12:00:00 AM,0.017,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,1.42,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,04100790000NB,70.83,78.41,CURVES_C,1/1/2022 12:00:00 AM,0.024,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,7.58,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,04200190000NB,26.57,27.56,CURVES_C,1/1/2022 12:00:00 AM,0.076,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.99,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,04200190000NB,27.56,27.64,CURVES_C,1/1/2022 12:00:00 AM,0.076,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.08,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0440032000000,6.27,6.5,CURVES_C,1/1/2022 12:00:00 AM,0.08,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,0.23,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,05200220000EB,3.45,4.73,CURVES_C,1/1/2022 12:00:00 AM,0.135,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,1.28,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0530002000000,3.33,3.88,CURVES_C,1/1/2022 12:00:00 AM,0.176,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.55,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0530002000000,12.63,13.08,CURVES_C,1/1/2022 12:00:00 AM,0.023,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.45,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0530002000000,15.75,16.16,CURVES_C,1/1/2022 12:00:00 AM,0.097,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.41,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,05300020005SB,0.0,0.34,CURVES_C,1/1/2022 12:00:00 AM,0.058,,,,5/16/2023 5:45:17 PM,12/31/9999 12:00:00 AM,0.34,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0530027000000,1.58,2.26,CURVES_C,1/1/2022 12:00:00 AM,0.044,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.68,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0530027000100,0.4,0.96,CURVES_C,1/1/2022 12:00:00 AM,0.029,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.56,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0530067000000,0.17,0.62,CURVES_C,1/1/2022 12:00:00 AM,0.023,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.45,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0530067000000,6.14,6.71,CURVES_C,1/1/2022 12:00:00 AM,0.073,,,,5/16/2023 5:45:21 PM,12/31/9999 12:00:00 AM,0.57,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540001000000,0.12,0.5,CURVES_C,1/1/2022 12:00:00 AM,0.049,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.38,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540001000000,3.26,4.01,CURVES_C,1/1/2022 12:00:00 AM,0.071,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.75,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540001000000,4.01,4.8,CURVES_C,1/1/2022 12:00:00 AM,0.078,,,,5/16/2023 5:45:20 PM,12/31/9999 12:00:00 AM,0.79,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540001080000,0.81,0.95,CURVES_C,1/1/2022 12:00:00 AM,0.048,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.14,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540001080000,0.95,1.45,CURVES_C,1/1/2022 12:00:00 AM,0.075,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.5,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540001080000,1.9,2.41,CURVES_C,1/1/2022 12:00:00 AM,0.113,,,,5/16/2023 5:45:19 PM,12/31/9999 12:00:00 AM,0.51,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540002010000,0.13,1.03,CURVES_C,1/1/2022 12:00:00 AM,0.237,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.9,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540003010000,0.48,0.61,CURVES_C,1/1/2022 12:00:00 AM,0.016,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,0.13,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
54,0540003010000,0.61,1.65,CURVES_C,1/1/2022 12:00:00 AM,0.191,,,,5/16/2023 5:45:18 PM,12/31/9999 12:00:00 AM,1.04,d2e5c1c4-7bb9-434c-8e6b-406ec9136a57,,
