StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,AADT_SINGLE_UNIT_VN,AADT_SINGLE_UNIT_VT,AADT_SINGLE_UNIT_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,0130092000000,8.64,9.978,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,143.0,A,12/31/2021 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,1.338,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0130092000000,9.978,10.729,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,143.0,A,12/31/2021 12:00:00 AM,,6/6/2023 1:13:51 AM,12/31/9999 12:00:00 AM,0.751,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0130092000000,10.729,10.73,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,143.0,A,12/31/2021 12:00:00 AM,,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.001,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0140006000000,0.11,3.13,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,56.0,A,12/31/2021 12:00:00 AM,,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,3.02,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0140010000000,7.41,8.63,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,30.0,A,12/31/2021 12:00:00 AM,,6/6/2023 1:13:51 AM,12/31/9999 12:00:00 AM,1.22,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0140011000000,3.05,3.78,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,12.0,A,12/31/2021 12:00:00 AM,,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.73,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0140024000000,1.64,2.79,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,16.0,A,12/31/2021 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,1.15,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0140024000000,2.79,4.74,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,15.0,A,12/31/2021 12:00:00 AM,EstPct_Buses;EstPct_CU_Trucks;,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,1.95,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0140030000000,6.14,6.83,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,10.0,A,12/31/2021 12:00:00 AM,,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.69,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0140030070000,0.0,0.92,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,9.0,A,12/31/2021 12:00:00 AM,,6/6/2023 1:13:49 AM,12/31/9999 12:00:00 AM,0.92,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0140030070000,0.92,2.0,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,9.0,A,12/31/2021 12:00:00 AM,,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,1.08,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0140046010000,0.0,1.62,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,16.0,A,12/31/2021 12:00:00 AM,EstPct_MC;EstPct_CU_Trucks;,6/6/2023 1:13:49 AM,12/31/9999 12:00:00 AM,1.62,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,0.0,1.39,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,2788.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:49 AM,12/31/9999 12:00:00 AM,1.39,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,1.39,5.01,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,2775.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,3.62,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,5.01,6.27,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,2775.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,1.26,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,6.27,8.42,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,2918.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,2.15,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,8.42,11.3,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,2918.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:51 AM,12/31/9999 12:00:00 AM,2.88,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,11.3,11.63,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,2918.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.33,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,11.63,12.98,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,3456.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,1.35,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,12.98,13.54,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,3456.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.56,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,13.54,14.26,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,3627.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.72,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,14.26,15.22,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,3238.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.96,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,15.22,15.62,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,3238.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.4,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,15.62,15.95,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,3238.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.33,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,15.95,16.23,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,3238.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.28,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,16.23,17.3,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,2815.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,1.07,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,17.3,18.13,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,2815.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.83,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,18.13,20.37,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,2815.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,2.24,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,20.37,23.0,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,2829.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,2.63,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,23.0,23.46,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,3340.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.46,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,23.46,24.53,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,3340.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,1.07,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02100810000NB,24.53,26.0,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,3340.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,1.47,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02200110000NB,5.24,6.05,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,562.0,A,12/31/2020 12:00:00 AM,,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.81,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02200110000NB,13.26,13.65,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,699.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.39,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02200110000NB,13.65,13.78,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,699.0,A,12/31/2020 12:00:00 AM,,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.13,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02200110000NB,13.78,14.51,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,699.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.73,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02200110000NB,14.51,14.64,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,699.0,A,12/31/2020 12:00:00 AM,,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.13,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02200110000NB,14.64,14.81,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,699.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.17,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02200110000NB,16.48,17.51,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,271.0,A,12/31/2020 12:00:00 AM,,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,1.03,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,02200110000NB,24.71,24.97,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,337.0,A,12/31/2020 12:00:00 AM,,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.26,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,0.0,0.35,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,323.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;EstPct_MC;EstPct_Car,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.35,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,0.35,2.2,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,323.0,A,12/31/2020 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,1.85,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,2.2,4.39,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,392.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;EstPct_MC;EstPct_Car,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,2.19,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,4.39,4.81,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,602.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.42,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,4.81,6.17,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,595.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;EstPct_MC;EstPct_Car,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,1.36,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,6.17,6.27,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,595.0,A,12/31/2020 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.1,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,6.27,6.381,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,595.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;EstPct_MC;EstPct_Car,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.111,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,6.381,6.47,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,535.0,A,12/31/2020 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.089,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,6.47,7.58,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,878.0,A,12/31/2020 12:00:00 AM,,6/6/2023 1:13:51 AM,12/31/9999 12:00:00 AM,1.11,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,7.58,7.584,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,878.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.004,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,7.584,9.95,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,878.0,A,12/31/2020 12:00:00 AM,,6/6/2023 1:13:51 AM,12/31/9999 12:00:00 AM,2.366,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,9.95,9.99,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,878.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;,6/6/2023 1:13:51 AM,12/31/9999 12:00:00 AM,0.04,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,9.99,10.12,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,832.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;,6/6/2023 1:13:51 AM,12/31/9999 12:00:00 AM,0.13,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,10.12,10.37,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,832.0,A,12/31/2020 12:00:00 AM,,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.25,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,10.37,10.52,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,832.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.15,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,10.52,10.84,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,832.0,A,12/31/2020 12:00:00 AM,,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.32,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,10.84,11.15,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,832.0,A,12/31/2020 12:00:00 AM,,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.31,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,11.15,11.28,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,832.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.13,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,11.28,11.39,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,611.0,B,12/31/2020 12:00:00 AM,EstAADT;EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.11,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,11.39,12.45,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,832.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,1.06,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,13.996,14.0,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,235.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;EstPct_MC;EstPct_Car,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.004,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,14.0,14.2,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,254.0,A,12/31/2020 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.2,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,14.2,14.55,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,254.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;EstPct_MC;EstPct_Car,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.35,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,14.55,14.9,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,254.0,A,12/31/2020 12:00:00 AM,EstPct_MC;EstPct_Cars;EstPct_Lgt_Trucks;EstPct_Buses;EstPct_SU_Trucks;EstPct_CU_Trucks;,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.35,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,14.9,15.2,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,254.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;EstPct_MC;EstPct_Car,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.3,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,15.2,15.37,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,1136.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.17,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,15.371,15.57,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,1136.0,A,12/31/2020 12:00:00 AM,EstPct_DH_Single_Unit;EstPct_DH_Combination;EstK_Factor;EstDir_Factor;,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.199,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
54,0230009000000,15.57,15.79,AADT_SINGLE_UNIT,1/1/2022 12:00:00 AM,1136.0,A,12/31/2020 12:00:00 AM,,6/6/2023 1:13:50 AM,12/31/9999 12:00:00 AM,0.22,3f588eac-ebcb-4e03-96c2-7288c1e48fe7,,
