StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,GRADES_D_VN,GRADES_D_VT,GRADES_D_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,0230009000000,6.47,7.58,GRADES_D,1/1/2022 12:00:00 AM,0.141,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,1.11,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0230009000000,7.584,9.95,GRADES_D,1/1/2022 12:00:00 AM,0.465,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,2.366,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0230009000000,10.532,10.84,GRADES_D,1/1/2022 12:00:00 AM,0.062,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.308,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0230009000000,10.84,10.893,GRADES_D,1/1/2022 12:00:00 AM,0.013,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.053,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0230009000000,10.893,11.15,GRADES_D,1/1/2022 12:00:00 AM,0.013,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.257,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0230009000000,14.0,14.2,GRADES_D,1/1/2022 12:00:00 AM,0.075,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.2,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0230009000000,14.55,14.9,GRADES_D,1/1/2022 12:00:00 AM,0.023,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.35,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0230009000000,15.57,15.79,GRADES_D,1/1/2022 12:00:00 AM,0.046,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.22,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0230009000000,17.07,17.48,GRADES_D,1/1/2022 12:00:00 AM,0.172,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.41,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0230045000000,13.355,13.76,GRADES_D,1/1/2022 12:00:00 AM,0.002,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.405,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0230045000000,17.53,18.23,GRADES_D,1/1/2022 12:00:00 AM,0.025,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.7,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0230045000000,19.08,19.61,GRADES_D,1/1/2022 12:00:00 AM,0.077,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.53,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0230051000000,1.87,2.841,GRADES_D,1/1/2022 12:00:00 AM,0.072,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.971,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0230051000000,4.62,5.18,GRADES_D,1/1/2022 12:00:00 AM,0.066,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.56,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0230051000000,5.4,8.591,GRADES_D,1/1/2022 12:00:00 AM,0.165,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,3.191,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0230901000000,4.86,5.44,GRADES_D,1/1/2022 12:00:00 AM,0.034,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.58,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240001000000,8.14,9.32,GRADES_D,1/1/2022 12:00:00 AM,0.262,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,1.18,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240005000000,5.9,7.94,GRADES_D,1/1/2022 12:00:00 AM,0.244,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,2.04,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240009050000,1.67,3.26,GRADES_D,1/1/2022 12:00:00 AM,0.141,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,1.59,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240009130000,0.4,1.92,GRADES_D,1/1/2022 12:00:00 AM,0.208,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,1.52,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240009270000,0.0,0.31,GRADES_D,1/1/2022 12:00:00 AM,0.024,,,,5/16/2023 3:19:42 PM,12/31/9999 12:00:00 AM,0.31,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240010010000,0.0,0.69,GRADES_D,1/1/2022 12:00:00 AM,0.09,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.69,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240011130000,0.28,0.41,GRADES_D,1/1/2022 12:00:00 AM,0.018,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.13,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240011130000,0.41,0.55,GRADES_D,1/1/2022 12:00:00 AM,0.005,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.14,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240011190000,0.0,0.31,GRADES_D,1/1/2022 12:00:00 AM,0.013,,,,5/16/2023 3:19:42 PM,12/31/9999 12:00:00 AM,0.31,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240011370000,0.0,0.23,GRADES_D,1/1/2022 12:00:00 AM,0.008,,,,5/16/2023 3:19:42 PM,12/31/9999 12:00:00 AM,0.23,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240012000000,0.0,1.29,GRADES_D,1/1/2022 12:00:00 AM,0.051,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,1.29,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240013000000,0.43,1.03,GRADES_D,1/1/2022 12:00:00 AM,0.056,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.6,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240013000000,1.03,1.5,GRADES_D,1/1/2022 12:00:00 AM,0.069,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.47,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240013000000,2.75,3.716,GRADES_D,1/1/2022 12:00:00 AM,0.026,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.966,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240015000000,2.78,3.06,GRADES_D,1/1/2022 12:00:00 AM,0.019,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.28,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240019000000,3.438,4.04,GRADES_D,1/1/2022 12:00:00 AM,0.061,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.602,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240032000000,0.0,1.26,GRADES_D,1/1/2022 12:00:00 AM,0.085,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,1.26,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240032000000,1.26,1.565,GRADES_D,1/1/2022 12:00:00 AM,0.092,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.305,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240034030000,0.0,1.01,GRADES_D,1/1/2022 12:00:00 AM,0.118,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,1.01,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240036010000,1.6,1.98,GRADES_D,1/1/2022 12:00:00 AM,0.082,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.38,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240045050000,0.55,1.25,GRADES_D,1/1/2022 12:00:00 AM,0.071,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.7,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0240051070000,2.28,3.56,GRADES_D,1/1/2022 12:00:00 AM,0.161,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,1.28,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0274252001900,0.0,0.64,GRADES_D,1/1/2022 12:00:00 AM,0.011,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.64,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0274256001900,0.0,0.66,GRADES_D,1/1/2022 12:00:00 AM,0.018,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.66,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0274259001900,0.0,0.17,GRADES_D,1/1/2022 12:00:00 AM,0.023,,,,5/16/2023 3:19:42 PM,12/31/9999 12:00:00 AM,0.17,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0274265001900,0.0,0.57,GRADES_D,1/1/2022 12:00:00 AM,0.044,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.57,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0274266001900,0.0,0.44,GRADES_D,1/1/2022 12:00:00 AM,0.005,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.44,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0274268001900,0.0,0.48,GRADES_D,1/1/2022 12:00:00 AM,0.046,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.48,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,03201190000NB,11.49,12.36,GRADES_D,1/1/2022 12:00:00 AM,0.154,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.87,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,03201190000NB,12.36,12.66,GRADES_D,1/1/2022 12:00:00 AM,0.154,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.3,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,03201190000NB,12.66,12.83,GRADES_D,1/1/2022 12:00:00 AM,0.154,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.17,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,03201190000NB,12.83,13.54,GRADES_D,1/1/2022 12:00:00 AM,0.36,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.71,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0330003000000,8.17,11.14,GRADES_D,1/1/2022 12:00:00 AM,0.188,,,,5/16/2023 3:19:46 PM,12/31/9999 12:00:00 AM,2.97,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0330085000000,34.05,34.35,GRADES_D,1/1/2022 12:00:00 AM,0.009,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.3,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0330094000000,0.0,3.01,GRADES_D,1/1/2022 12:00:00 AM,0.086,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,3.01,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0330099000000,0.0,1.84,GRADES_D,1/1/2022 12:00:00 AM,0.269,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,1.84,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0340005000000,5.42,6.96,GRADES_D,1/1/2022 12:00:00 AM,0.297,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,1.54,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0340005000000,15.1,17.57,GRADES_D,1/1/2022 12:00:00 AM,0.008,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,2.47,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0340006000000,2.99,5.53,GRADES_D,1/1/2022 12:00:00 AM,0.21,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,2.54,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,44.6,46.18,GRADES_D,1/1/2022 12:00:00 AM,0.157,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,1.58,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,46.18,46.22,GRADES_D,1/1/2022 12:00:00 AM,0.157,,,,5/16/2023 3:19:46 PM,12/31/9999 12:00:00 AM,0.04,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,46.22,49.73,GRADES_D,1/1/2022 12:00:00 AM,0.961,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,3.51,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,50.35,51.61,GRADES_D,1/1/2022 12:00:00 AM,0.165,,,,5/16/2023 3:19:46 PM,12/31/9999 12:00:00 AM,1.26,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,51.61,52.61,GRADES_D,1/1/2022 12:00:00 AM,0.618,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,1.0,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,52.61,53.27,GRADES_D,1/1/2022 12:00:00 AM,0.051,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.66,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,53.27,54.18,GRADES_D,1/1/2022 12:00:00 AM,0.393,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.91,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,54.18,57.51,GRADES_D,1/1/2022 12:00:00 AM,1.941,,,,5/16/2023 3:19:46 PM,12/31/9999 12:00:00 AM,3.33,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,57.51,59.0,GRADES_D,1/1/2022 12:00:00 AM,0.832,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,1.49,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,59.0,61.47,GRADES_D,1/1/2022 12:00:00 AM,0.044,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,2.47,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,61.47,62.04,GRADES_D,1/1/2022 12:00:00 AM,0.048,,,,5/16/2023 3:19:46 PM,12/31/9999 12:00:00 AM,0.57,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,62.04,63.46,GRADES_D,1/1/2022 12:00:00 AM,0.139,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,1.42,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,63.46,64.83,GRADES_D,1/1/2022 12:00:00 AM,0.003,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,1.37,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,64.83,67.52,GRADES_D,1/1/2022 12:00:00 AM,0.03,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,2.69,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,67.52,69.32,GRADES_D,1/1/2022 12:00:00 AM,0.064,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,1.8,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,70.83,78.41,GRADES_D,1/1/2022 12:00:00 AM,0.03,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,7.58,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04100790000NB,79.08,83.15,GRADES_D,1/1/2022 12:00:00 AM,1.346,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,4.07,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04200190000NB,26.57,27.56,GRADES_D,1/1/2022 12:00:00 AM,0.097,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.99,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,04200190000NB,27.56,27.64,GRADES_D,1/1/2022 12:00:00 AM,0.097,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.08,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,05200220000EB,3.17,3.35,GRADES_D,1/1/2022 12:00:00 AM,0.139,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.18,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,05200220000EB,3.35,3.45,GRADES_D,1/1/2022 12:00:00 AM,0.072,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.1,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,05200220000EB,3.45,4.73,GRADES_D,1/1/2022 12:00:00 AM,0.57,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,1.28,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,05200220000EB,4.73,5.19,GRADES_D,1/1/2022 12:00:00 AM,0.092,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.46,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,05200220000EB,5.19,5.89,GRADES_D,1/1/2022 12:00:00 AM,0.147,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.7,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0530002000000,6.8,7.06,GRADES_D,1/1/2022 12:00:00 AM,0.071,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.26,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0530002000000,7.06,7.47,GRADES_D,1/1/2022 12:00:00 AM,0.01,,,,5/16/2023 3:19:46 PM,12/31/9999 12:00:00 AM,0.41,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0530002000000,15.75,16.16,GRADES_D,1/1/2022 12:00:00 AM,0.011,,,,5/16/2023 3:19:44 PM,12/31/9999 12:00:00 AM,0.41,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,05300020005SB,0.0,0.34,GRADES_D,1/1/2022 12:00:00 AM,0.046,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.34,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0530027000000,1.58,2.26,GRADES_D,1/1/2022 12:00:00 AM,0.032,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.68,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0530027000100,0.4,0.96,GRADES_D,1/1/2022 12:00:00 AM,0.052,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.56,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0530067000000,0.17,0.62,GRADES_D,1/1/2022 12:00:00 AM,0.072,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.45,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0530067000000,6.14,6.71,GRADES_D,1/1/2022 12:00:00 AM,0.17,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.57,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0540001000000,0.12,0.5,GRADES_D,1/1/2022 12:00:00 AM,0.061,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.38,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0540001000000,4.01,4.8,GRADES_D,1/1/2022 12:00:00 AM,0.042,,,,5/16/2023 3:19:45 PM,12/31/9999 12:00:00 AM,0.79,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0540001080000,0.81,0.95,GRADES_D,1/1/2022 12:00:00 AM,0.005,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.14,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0540002010000,0.13,1.03,GRADES_D,1/1/2022 12:00:00 AM,0.024,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.9,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0540003010000,0.48,0.61,GRADES_D,1/1/2022 12:00:00 AM,0.04,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,0.13,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
54,0540003010000,0.61,1.65,GRADES_D,1/1/2022 12:00:00 AM,0.205,,,,5/16/2023 3:19:43 PM,12/31/9999 12:00:00 AM,1.04,41d8f75a-101e-4261-87b4-4b38d12feaf1,,
