Begin_Date|State_ID|Route_ID|Begin_Point|End_Point|DataItem|Value_Numeric|Value_Text|Value_Date|Comments
12/31/2021|54|0230009000000|14.55|14.9|AADT_SINGLE_UNIT|251|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0230009000000|14.9|15.2|AADT_SINGLE_UNIT|251|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0230009000000|15.2|15.37|AADT_SINGLE_UNIT|1132|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; 
12/31/2021|54|0230009000000|15.371|15.57|AADT_SINGLE_UNIT|1132|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; 
12/31/2021|54|0230009000000|15.57|15.79|AADT_SINGLE_UNIT|1132|||
12/31/2021|54|0230009000000|15.79|16.09|AADT_SINGLE_UNIT|1132|||
12/31/2021|54|0230009000000|16.09|17.07|AADT_SINGLE_UNIT|1082|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; 
12/31/2021|54|0230009000000|17.07|17.48|AADT_SINGLE_UNIT|1082|||
12/31/2021|54|0230009000000|17.48|17.74|AADT_SINGLE_UNIT|1082|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; 
12/31/2021|54|0230009000000|17.74|18.18|AADT_SINGLE_UNIT|701|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; 
12/31/2021|54|0230009000000|18.18|20.16|AADT_SINGLE_UNIT|701|||
12/31/2021|54|0230009000000|20.16|20.18|AADT_SINGLE_UNIT|749|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|02300090007WB|0|0.17|AADT_SINGLE_UNIT|263|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0230045000000|13.355|13.76|AADT_SINGLE_UNIT|77|||
12/31/2021|54|0230045000000|14.39|14.52|AADT_SINGLE_UNIT|791|||
12/31/2021|54|0230045000000|14.52|14.85|AADT_SINGLE_UNIT|791|||
12/31/2021|54|0230045000000|14.85|15.31|AADT_SINGLE_UNIT|1082|||
12/31/2021|54|0230045000000|17.53|18.23|AADT_SINGLE_UNIT|462|||
12/31/2021|54|0230045000000|19.08|19.61|AADT_SINGLE_UNIT|280|||
12/31/2021|54|0230051000000|1.87|2.841|AADT_SINGLE_UNIT|408|||
12/31/2021|54|0230051000000|2.841|4.13|AADT_SINGLE_UNIT|368|||
12/31/2021|54|0230051000000|4.13|4.54|AADT_SINGLE_UNIT|368|||
12/31/2021|54|0230051000000|4.54|4.58|AADT_SINGLE_UNIT|368|||
12/31/2021|54|0230051000000|4.58|4.62|AADT_SINGLE_UNIT|935|||
12/31/2021|54|0230051000000|4.62|5.18|AADT_SINGLE_UNIT|935|||
12/31/2021|54|0230051000000|5.4|8.591|AADT_SINGLE_UNIT|240|||
12/31/2021|54|0230901000000|4.86|5.44|AADT_SINGLE_UNIT|475|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0240001000000|8.14|9.32|AADT_SINGLE_UNIT|229|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0240005000000|5.9|7.94|AADT_SINGLE_UNIT|57|||
12/31/2021|54|0240009050000|1.67|3.26|AADT_SINGLE_UNIT|21|||
12/31/2021|54|0240009130000|0.4|1.92|AADT_SINGLE_UNIT|187|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0240009270000|0|0.31|AADT_SINGLE_UNIT|68|||
12/31/2021|54|0240010010000|0|0.69|AADT_SINGLE_UNIT|326|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0240011130000|0.28|0.41|AADT_SINGLE_UNIT|10|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0240011130000|0.41|0.55|AADT_SINGLE_UNIT|10|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0240011190000|0|0.31|AADT_SINGLE_UNIT|10|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0240011240000|0|0.85|AADT_SINGLE_UNIT|111|||
12/31/2021|54|0240011330000|0|0.26|AADT_SINGLE_UNIT|52|||
12/31/2021|54|0240011370000|0|0.23|AADT_SINGLE_UNIT|21|||Est Pct_CU_Trucks; 
12/31/2021|54|0240012000000|0|1.29|AADT_SINGLE_UNIT|135|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0240013000000|0.43|1.03|AADT_SINGLE_UNIT|127|||
12/31/2021|54|0240013000000|1.03|1.5|AADT_SINGLE_UNIT|127|||
12/31/2021|54|0240013000000|2.75|3.716|AADT_SINGLE_UNIT|158|||
12/31/2021|54|0240015000000|0.939|0.94|AADT_SINGLE_UNIT|173|||
12/31/2021|54|0240015000000|2.78|3.06|AADT_SINGLE_UNIT|213|||
12/31/2021|54|0240019000000|1.55|3.438|AADT_SINGLE_UNIT|62|||
12/31/2021|54|0240019000000|3.438|4.04|AADT_SINGLE_UNIT|62|||
12/31/2021|54|0240030000000|4.175|4.37|AADT_SINGLE_UNIT|250|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0240032000000|0|1.26|AADT_SINGLE_UNIT|135|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0240032000000|1.26|1.565|AADT_SINGLE_UNIT|1552|||
12/31/2021|54|0240032000000|1.565|2.15|AADT_SINGLE_UNIT|1552|||
12/31/2021|54|0240034030000|0|1.01|AADT_SINGLE_UNIT|16|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0240036010000|1.6|1.98|AADT_SINGLE_UNIT|127|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0240045050000|0.55|1.25|AADT_SINGLE_UNIT|234|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0240051070000|2.28|3.56|AADT_SINGLE_UNIT|196|||
12/31/2021|54|0274252001900|0|0.64|AADT_SINGLE_UNIT|93|||
12/31/2021|54|0274256001900|0|0.66|AADT_SINGLE_UNIT|25|||
12/31/2021|54|0274257001900|0|0.11|AADT_SINGLE_UNIT|20|||
12/31/2021|54|0274257001900|0.11|0.42|AADT_SINGLE_UNIT|20|||
12/31/2021|54|0274259001900|0|0.17|AADT_SINGLE_UNIT|39|||
12/31/2021|54|0274265001900|0|0.57|AADT_SINGLE_UNIT|57|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0274266001900|0|0.44|AADT_SINGLE_UNIT|39|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0274268001900|0|0.48|AADT_SINGLE_UNIT|317|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0274273001900|0|0.11|AADT_SINGLE_UNIT|227|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|03201190000NB|0|2.93|AADT_SINGLE_UNIT|692|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|03201190000NB|2.93|7.24|AADT_SINGLE_UNIT|692|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|03201190000NB|7.24|9.44|AADT_SINGLE_UNIT|589|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|03201190000NB|9.44|11.49|AADT_SINGLE_UNIT|768|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|03201190000NB|11.49|12.83|AADT_SINGLE_UNIT|768|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|03201190000NB|12.83|13.54|AADT_SINGLE_UNIT|1007|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|03201190000NB|13.54|16.97|AADT_SINGLE_UNIT|624|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|03201190000NB|16.97|17.83|AADT_SINGLE_UNIT|589|||
12/31/2021|54|03201190000NB|17.83|18.68|AADT_SINGLE_UNIT|589|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; 
12/31/2021|54|03201190000NB|18.68|20.7|AADT_SINGLE_UNIT|637|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|03201190000NB|20.77|22.95|AADT_SINGLE_UNIT|637|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0330003000000|8.17|9.78|AADT_SINGLE_UNIT|348|||
12/31/2021|54|0330003000000|9.78|11.14|AADT_SINGLE_UNIT|348|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0330085000000|10.67|13.13|AADT_SINGLE_UNIT|69|||
12/31/2021|54|0330085000000|34.05|34.35|AADT_SINGLE_UNIT|171|||
12/31/2021|54|0330094000000|0|3.01|AADT_SINGLE_UNIT|145|||
12/31/2021|54|0330099000000|0|1.84|AADT_SINGLE_UNIT|250|||
12/31/2021|54|0340005000000|5.42|6.96|AADT_SINGLE_UNIT|30|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0340005000000|15.1|17.57|AADT_SINGLE_UNIT|213|||
12/31/2021|54|0340006000000|2.99|5.53|AADT_SINGLE_UNIT|12|||Est Pct_Buses; 
12/31/2021|54|04100790000NB|44.6|46.18|AADT_SINGLE_UNIT|490|||
12/31/2021|54|04100790000NB|46.18|46.22|AADT_SINGLE_UNIT|490|||
12/31/2021|54|04100790000NB|46.22|49.73|AADT_SINGLE_UNIT|478|||
12/31/2021|54|04100790000NB|49.73|50.35|AADT_SINGLE_UNIT|478|||
12/31/2021|54|04100790000NB|50.35|51.47|AADT_SINGLE_UNIT|580|||
12/31/2021|54|04100790000NB|51.47|51.61|AADT_SINGLE_UNIT|580|||
12/31/2021|54|04100790000NB|51.61|52.61|AADT_SINGLE_UNIT|721|||
12/31/2021|54|04100790000NB|52.61|53.27|AADT_SINGLE_UNIT|721|||
12/31/2021|54|04100790000NB|53.27|54.18|AADT_SINGLE_UNIT|721|||
12/31/2021|54|04100790000NB|54.18|57.51|AADT_SINGLE_UNIT|721|||
12/31/2021|54|04100790000NB|57.51|59|AADT_SINGLE_UNIT|1019|||
12/31/2021|54|04100790000NB|59|61.47|AADT_SINGLE_UNIT|1019|||
12/31/2021|54|04100790000NB|61.47|62.04|AADT_SINGLE_UNIT|984|||
12/31/2021|54|04100790000NB|62.04|63.46|AADT_SINGLE_UNIT|984|||
12/31/2021|54|04100790000NB|63.46|64.83|AADT_SINGLE_UNIT|984|||
12/31/2021|54|04100790000NB|64.83|67.01|AADT_SINGLE_UNIT|1045|||
12/31/2021|54|04100790000NB|67.01|67.52|AADT_SINGLE_UNIT|1045|||
12/31/2021|54|04100790000NB|67.52|69.32|AADT_SINGLE_UNIT|1452|||
12/31/2021|54|04100790000NB|69.32|70.83|AADT_SINGLE_UNIT|1452|||
12/31/2021|54|04100790000NB|70.83|78.41|AADT_SINGLE_UNIT|1452|||
12/31/2021|54|04100790000NB|78.41|78.9|AADT_SINGLE_UNIT|1330|||
12/31/2021|54|04100790000NB|78.9|79.08|AADT_SINGLE_UNIT|1330|||
12/31/2021|54|04100790000NB|79.08|83.15|AADT_SINGLE_UNIT|1130|||
12/31/2021|54|04200190000NB|0|0.17|AADT_SINGLE_UNIT|845|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|04200190000NB|0.17|1.79|AADT_SINGLE_UNIT|845|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|04200190000NB|1.79|3.72|AADT_SINGLE_UNIT|845|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|04200190000NB|3.74|4.18|AADT_SINGLE_UNIT|896|||
12/31/2021|54|04200190000NB|4.21|6.95|AADT_SINGLE_UNIT|896|||
12/31/2021|54|04200190000NB|26.57|27.64|AADT_SINGLE_UNIT|99|||Est Pct_MC; 
12/31/2021|54|0440032000000|6.27|6.5|AADT_SINGLE_UNIT|452|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|05200220000EB|0|0.29|AADT_SINGLE_UNIT|985|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|05200220000EB|0.29|2.06|AADT_SINGLE_UNIT|985|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|05200220000EB|2.45|3.17|AADT_SINGLE_UNIT|985|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|05200220000EB|3.17|3.35|AADT_SINGLE_UNIT|985|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|05200220000EB|3.35|3.45|AADT_SINGLE_UNIT|985|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|05200220000EB|3.45|3.84|AADT_SINGLE_UNIT|1057|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|05200220000EB|3.84|4.73|AADT_SINGLE_UNIT|1057|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|05200220000EB|4.73|5.19|AADT_SINGLE_UNIT|853|||
12/31/2021|54|05200220000EB|5.19|5.89|AADT_SINGLE_UNIT|853|||
12/31/2021|54|0530002000000|0|2.19|AADT_SINGLE_UNIT|358|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0530002000000|2.19|3.33|AADT_SINGLE_UNIT|321|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0530002000000|3.33|3.88|AADT_SINGLE_UNIT|263|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0530002000000|3.88|6.35|AADT_SINGLE_UNIT|263|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0530002000000|6.35|6.8|AADT_SINGLE_UNIT|422|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; 
12/31/2021|54|0530002000000|6.8|6.83|AADT_SINGLE_UNIT|426|||
12/31/2021|54|0530002000000|6.83|7.06|AADT_SINGLE_UNIT|426|||
12/31/2021|54|0530002000000|7.06|7.47|AADT_SINGLE_UNIT|454|||
12/31/2021|54|0530002000000|7.47|7.59|AADT_SINGLE_UNIT|592|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; 
12/31/2021|54|0530002000000|7.59|8.67|AADT_SINGLE_UNIT|592|||
12/31/2021|54|0530002000000|8.67|8.7|AADT_SINGLE_UNIT|592|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; 
