Unnamed: 0|BeginDate|StateID|RouteID|BeginPoint|EndPoint|DataItem|Value_Numeric|Value_Text|Value_Date|Comments
31|12/31/2021|54|0230009000000|1.6|1.7|CRACKING_PERCENT|0||4/2021|
32|12/31/2021|54|0230009000000|1.7|1.8|CRACKING_PERCENT|0||4/2021|
33|12/31/2021|54|0230009000000|1.8|1.9|CRACKING_PERCENT|0||4/2021|
34|12/31/2021|54|0230009000000|1.9|2.0|CRACKING_PERCENT|0||4/2021|
35|12/31/2021|54|0230009000000|10.0|10.1|CRACKING_PERCENT|1||4/2021|
36|12/31/2021|54|0230009000000|10.1|10.2|CRACKING_PERCENT|2||4/2021|
37|12/31/2021|54|0230009000000|10.2|10.3|CRACKING_PERCENT|1||4/2021|
38|12/31/2021|54|0230009000000|10.3|10.4|CRACKING_PERCENT|2||4/2021|
39|12/31/2021|54|0230009000000|10.4|10.5|CRACKING_PERCENT|1||4/2021|
40|12/31/2021|54|0230009000000|10.5|10.6|CRACKING_PERCENT|1||4/2021|
41|12/31/2021|54|0230009000000|10.6|10.7|CRACKING_PERCENT|0||4/2021|
42|12/31/2021|54|0230009000000|10.7|10.8|CRACKING_PERCENT|0||4/2021|
43|12/31/2021|54|0230009000000|10.8|10.9|CRACKING_PERCENT|0||4/2021|
44|12/31/2021|54|0230009000000|10.9|11.0|CRACKING_PERCENT|0||4/2021|
45|12/31/2021|54|0230009000000|11.0|11.1|CRACKING_PERCENT|0||4/2021|
46|12/31/2021|54|0230009000000|11.1|11.2|CRACKING_PERCENT|4||4/2021|
47|12/31/2021|54|0230009000000|11.2|11.3|CRACKING_PERCENT|0||4/2021|
48|12/31/2021|54|0230009000000|11.3|11.4|CRACKING_PERCENT|0||4/2021|
49|12/31/2021|54|0230009000000|11.4|11.5|CRACKING_PERCENT|0||4/2021|
50|12/31/2021|54|0230009000000|11.5|11.6|CRACKING_PERCENT|0||4/2021|
51|12/31/2021|54|0230009000000|11.6|11.7|CRACKING_PERCENT|0||4/2021|
52|12/31/2021|54|0230009000000|11.7|11.8|CRACKING_PERCENT|0||4/2021|
53|12/31/2021|54|0230009000000|11.8|11.9|CRACKING_PERCENT|0||4/2021|
54|12/31/2021|54|0230009000000|11.9|12.0|CRACKING_PERCENT|0||4/2021|
55|12/31/2021|54|0230009000000|12.0|12.1|CRACKING_PERCENT|0||4/2021|
56|12/31/2021|54|0230009000000|12.1|12.2|CRACKING_PERCENT|0||4/2021|
57|12/31/2021|54|0230009000000|12.2|12.3|CRACKING_PERCENT|1||4/2021|
58|12/31/2021|54|0230009000000|12.3|12.4|CRACKING_PERCENT|0||4/2021|
59|12/31/2021|54|0230009000000|13.996|14.1|CRACKING_PERCENT|0||4/2021|
60|12/31/2021|54|0230009000000|14.1|14.2|CRACKING_PERCENT|1||4/2021|
61|12/31/2021|54|0230009000000|14.2|14.3|CRACKING_PERCENT|2||4/2021|
62|12/31/2021|54|0230009000000|14.3|14.4|CRACKING_PERCENT|1||4/2021|
63|12/31/2021|54|0230009000000|14.4|14.5|CRACKING_PERCENT|0||4/2021|
64|12/31/2021|54|0230009000000|14.5|14.6|CRACKING_PERCENT|0||4/2021|
65|12/31/2021|54|0230009000000|14.6|14.7|CRACKING_PERCENT|0||4/2021|
66|12/31/2021|54|0230009000000|14.7|14.8|CRACKING_PERCENT|0||4/2021|
67|12/31/2021|54|0230009000000|14.8|14.9|CRACKING_PERCENT|0||4/2021|
68|12/31/2021|54|0230009000000|14.9|15.0|CRACKING_PERCENT|5||4/2021|
69|12/31/2021|54|0230009000000|15.0|15.1|CRACKING_PERCENT|1||4/2021|
70|12/31/2021|54|0230009000000|15.1|15.2|CRACKING_PERCENT|5||4/2021|
71|12/31/2021|54|0230009000000|15.2|15.3|CRACKING_PERCENT|0||4/2021|
72|12/31/2021|54|0230009000000|15.4|15.5|CRACKING_PERCENT|16||4/2021|
73|12/31/2021|54|0230009000000|15.5|15.6|CRACKING_PERCENT|12||4/2021|
74|12/31/2021|54|0230009000000|15.6|15.7|CRACKING_PERCENT|11||4/2021|
75|12/31/2021|54|0230009000000|15.7|15.8|CRACKING_PERCENT|3||4/2021|
76|12/31/2021|54|0230009000000|15.8|15.9|CRACKING_PERCENT|5||4/2021|
77|12/31/2021|54|0230009000000|15.9|16.0|CRACKING_PERCENT|2||4/2021|
78|12/31/2021|54|0230009000000|16.0|16.1|CRACKING_PERCENT|0||4/2021|
79|12/31/2021|54|0230009000000|16.1|16.2|CRACKING_PERCENT|0||4/2021|
80|12/31/2021|54|0230009000000|16.2|16.3|CRACKING_PERCENT|0||4/2021|
81|12/31/2021|54|0230009000000|16.3|16.4|CRACKING_PERCENT|0||4/2021|
82|12/31/2021|54|0230009000000|16.4|16.5|CRACKING_PERCENT|0||4/2021|
83|12/31/2021|54|0230009000000|16.5|16.6|CRACKING_PERCENT|0||4/2021|
84|12/31/2021|54|0230009000000|16.6|16.7|CRACKING_PERCENT|2||4/2021|
85|12/31/2021|54|0230009000000|16.7|16.8|CRACKING_PERCENT|0||4/2021|
86|12/31/2021|54|0230009000000|16.8|16.9|CRACKING_PERCENT|0||4/2021|
87|12/31/2021|54|0230009000000|16.9|17.0|CRACKING_PERCENT|0||4/2021|
88|12/31/2021|54|0230009000000|17.0|17.1|CRACKING_PERCENT|0||4/2021|
89|12/31/2021|54|0230009000000|17.1|17.2|CRACKING_PERCENT|0||4/2021|
90|12/31/2021|54|0230009000000|17.2|17.3|CRACKING_PERCENT|0||4/2021|
91|12/31/2021|54|0230009000000|17.3|17.4|CRACKING_PERCENT|0||4/2021|
92|12/31/2021|54|0230009000000|17.4|17.5|CRACKING_PERCENT|0||4/2021|
93|12/31/2021|54|0230009000000|17.5|17.6|CRACKING_PERCENT|0||4/2021|
94|12/31/2021|54|0230009000000|17.6|17.7|CRACKING_PERCENT|3||4/2021|
95|12/31/2021|54|0230009000000|17.7|17.8|CRACKING_PERCENT|0||4/2021|
96|12/31/2021|54|0230009000000|17.8|17.9|CRACKING_PERCENT|0||4/2021|
97|12/31/2021|54|0230009000000|17.9|18.0|CRACKING_PERCENT|0||4/2021|
98|12/31/2021|54|0230009000000|18.0|18.1|CRACKING_PERCENT|0||4/2021|
99|12/31/2021|54|0230009000000|18.1|18.2|CRACKING_PERCENT|0||4/2021|
100|12/31/2021|54|0230009000000|18.2|18.3|CRACKING_PERCENT|0||4/2021|
101|12/31/2021|54|0230009000000|18.3|18.4|CRACKING_PERCENT|0||4/2021|
102|12/31/2021|54|0230009000000|18.4|18.5|CRACKING_PERCENT|0||4/2021|
103|12/31/2021|54|0230009000000|18.5|18.6|CRACKING_PERCENT|0||4/2021|
104|12/31/2021|54|0230009000000|18.6|18.7|CRACKING_PERCENT|0||4/2021|
105|12/31/2021|54|0230009000000|18.7|18.8|CRACKING_PERCENT|0||4/2021|
106|12/31/2021|54|0230009000000|18.8|18.9|CRACKING_PERCENT|0||4/2021|
107|12/31/2021|54|0230009000000|18.9|19.0|CRACKING_PERCENT|0||4/2021|
108|12/31/2021|54|0230009000000|19.0|19.1|CRACKING_PERCENT|2||4/2021|
109|12/31/2021|54|0230009000000|19.1|19.2|CRACKING_PERCENT|0||4/2021|
110|12/31/2021|54|0230009000000|19.2|19.3|CRACKING_PERCENT|0||4/2021|
111|12/31/2021|54|0230009000000|19.3|19.4|CRACKING_PERCENT|0||4/2021|
112|12/31/2021|54|0230009000000|19.4|19.5|CRACKING_PERCENT|0||4/2021|
113|12/31/2021|54|0230009000000|19.5|19.6|CRACKING_PERCENT|0||4/2021|
114|12/31/2021|54|0230009000000|19.6|19.7|CRACKING_PERCENT|0||4/2021|
115|12/31/2021|54|0230009000000|19.7|19.8|CRACKING_PERCENT|0||4/2021|
116|12/31/2021|54|0230009000000|19.8|19.9|CRACKING_PERCENT|0||4/2021|
117|12/31/2021|54|0230009000000|19.9|20.0|CRACKING_PERCENT|0||4/2021|
118|12/31/2021|54|0230009000000|2.0|2.1|CRACKING_PERCENT|0||4/2021|
119|12/31/2021|54|0230009000000|2.1|2.2|CRACKING_PERCENT|0||4/2021|
120|12/31/2021|54|0230009000000|2.2|2.3|CRACKING_PERCENT|1||4/2021|
121|12/31/2021|54|0230009000000|2.3|2.4|CRACKING_PERCENT|0||4/2021|
122|12/31/2021|54|0230009000000|2.4|2.5|CRACKING_PERCENT|3||4/2021|
123|12/31/2021|54|0230009000000|2.5|2.6|CRACKING_PERCENT|0||4/2021|
124|12/31/2021|54|0230009000000|2.6|2.7|CRACKING_PERCENT|1||4/2021|
125|12/31/2021|54|0230009000000|2.7|2.8|CRACKING_PERCENT|0||4/2021|
126|12/31/2021|54|0230009000000|2.8|2.9|CRACKING_PERCENT|0||4/2021|
127|12/31/2021|54|0230009000000|2.9|3.0|CRACKING_PERCENT|0||4/2021|
128|12/31/2021|54|0230009000000|20.0|20.1|CRACKING_PERCENT|0||4/2021|
129|12/31/2021|54|0230009000000|3.0|3.1|CRACKING_PERCENT|0||4/2021|
130|12/31/2021|54|0230009000000|3.1|3.2|CRACKING_PERCENT|0||4/2021|
131|12/31/2021|54|0230009000000|3.2|3.3|CRACKING_PERCENT|0||4/2021|
132|12/31/2021|54|0230009000000|3.3|3.4|CRACKING_PERCENT|28||4/2021|
133|12/31/2021|54|0230009000000|3.4|3.5|CRACKING_PERCENT|7||4/2021|
134|12/31/2021|54|0230009000000|3.5|3.6|CRACKING_PERCENT|22||4/2021|
135|12/31/2021|54|0230009000000|3.6|3.7|CRACKING_PERCENT|2||4/2021|
136|12/31/2021|54|0230009000000|3.7|3.8|CRACKING_PERCENT|2||4/2021|
137|12/31/2021|54|0230009000000|3.8|3.9|CRACKING_PERCENT|2||4/2021|
138|12/31/2021|54|0230009000000|3.9|4.0|CRACKING_PERCENT|1||4/2021|
139|12/31/2021|54|0230009000000|4.0|4.1|CRACKING_PERCENT|0||4/2021|
140|12/31/2021|54|0230009000000|4.1|4.2|CRACKING_PERCENT|0||4/2021|
141|12/31/2021|54|0230009000000|4.2|4.3|CRACKING_PERCENT|0||4/2021|
142|12/31/2021|54|0230009000000|4.3|4.4|CRACKING_PERCENT|0||4/2021|
143|12/31/2021|54|0230009000000|4.4|4.5|CRACKING_PERCENT|0||4/2021|
144|12/31/2021|54|0230009000000|4.5|4.6|CRACKING_PERCENT|0||4/2021|
145|12/31/2021|54|0230009000000|4.6|4.7|CRACKING_PERCENT|0||4/2021|
146|12/31/2021|54|0230009000000|4.7|4.8|CRACKING_PERCENT|2||4/2021|
147|12/31/2021|54|0230009000000|4.8|4.9|CRACKING_PERCENT|1||4/2021|
148|12/31/2021|54|0230009000000|4.9|5.0|CRACKING_PERCENT|0||4/2021|
149|12/31/2021|54|0230009000000|5.0|5.1|CRACKING_PERCENT|1||4/2021|
150|12/31/2021|54|0230009000000|5.1|5.2|CRACKING_PERCENT|0||4/2021|
151|12/31/2021|54|0230009000000|5.2|5.3|CRACKING_PERCENT|0||4/2021|
152|12/31/2021|54|0230009000000|5.3|5.4|CRACKING_PERCENT|2||4/2021|
153|12/31/2021|54|0230009000000|5.4|5.5|CRACKING_PERCENT|0||4/2021|
154|12/31/2021|54|0230009000000|5.5|5.6|CRACKING_PERCENT|1||4/2021|
155|12/31/2021|54|0230009000000|5.6|5.7|CRACKING_PERCENT|3||4/2021|
156|12/31/2021|54|0230009000000|5.7|5.8|CRACKING_PERCENT|1||4/2021|
157|12/31/2021|54|0230009000000|5.8|5.9|CRACKING_PERCENT|11||4/2021|
158|12/31/2021|54|0230009000000|5.9|6.0|CRACKING_PERCENT|6||4/2021|
159|12/31/2021|54|0230009000000|6.0|6.1|CRACKING_PERCENT|2||4/2021|
160|12/31/2021|54|0230009000000|6.1|6.2|CRACKING_PERCENT|2||4/2021|
161|12/31/2021|54|0230009000000|6.2|6.3|CRACKING_PERCENT|1||4/2021|
162|12/31/2021|54|0230009000000|6.3|6.4|CRACKING_PERCENT|1||4/2021|
163|12/31/2021|54|0230009000000|6.4|6.5|CRACKING_PERCENT|9||4/2021|
164|12/31/2021|54|0230009000000|6.5|6.6|CRACKING_PERCENT|14||4/2021|
165|12/31/2021|54|0230009000000|6.6|6.7|CRACKING_PERCENT|7||4/2021|
166|12/31/2021|54|0230009000000|6.7|6.8|CRACKING_PERCENT|6||4/2021|
167|12/31/2021|54|0230009000000|6.8|6.9|CRACKING_PERCENT|3||4/2021|
168|12/31/2021|54|0230009000000|6.9|7.0|CRACKING_PERCENT|6||4/2021|
169|12/31/2021|54|0230009000000|7.0|7.1|CRACKING_PERCENT|17||4/2021|
170|12/31/2021|54|0230009000000|7.1|7.2|CRACKING_PERCENT|0||4/2021|
171|12/31/2021|54|0230009000000|7.2|7.3|CRACKING_PERCENT|0||4/2021|
172|12/31/2021|54|0230009000000|7.3|7.4|CRACKING_PERCENT|0||4/2021|
173|12/31/2021|54|0230009000000|7.4|7.5|CRACKING_PERCENT|0||4/2021|
174|12/31/2021|54|0230009000000|7.5|7.6|CRACKING_PERCENT|0||4/2021|
175|12/31/2021|54|0230009000000|7.6|7.7|CRACKING_PERCENT|3||4/2021|
176|12/31/2021|54|0230009000000|7.7|7.8|CRACKING_PERCENT|0||4/2021|
177|12/31/2021|54|0230009000000|7.8|7.9|CRACKING_PERCENT|0||4/2021|
178|12/31/2021|54|0230009000000|7.9|8.0|CRACKING_PERCENT|7||4/2021|
179|12/31/2021|54|0230009000000|8.0|8.1|CRACKING_PERCENT|0||4/2021|
180|12/31/2021|54|0230009000000|8.1|8.2|CRACKING_PERCENT|1||4/2021|
181|12/31/2021|54|0230009000000|8.2|8.3|CRACKING_PERCENT|5||4/2021|
182|12/31/2021|54|0230009000000|8.3|8.4|CRACKING_PERCENT|0||4/2021|
183|12/31/2021|54|0230009000000|8.4|8.5|CRACKING_PERCENT|2||4/2021|
184|12/31/2021|54|0230009000000|8.5|8.6|CRACKING_PERCENT|0||4/2021|
185|12/31/2021|54|0230009000000|8.6|8.7|CRACKING_PERCENT|0||4/2021|
186|12/31/2021|54|0230009000000|8.7|8.8|CRACKING_PERCENT|0||4/2021|
187|12/31/2021|54|0230009000000|8.8|8.9|CRACKING_PERCENT|0||4/2021|
188|12/31/2021|54|0230009000000|8.9|9.0|CRACKING_PERCENT|9||4/2021|
189|12/31/2021|54|0230009000000|9.0|9.1|CRACKING_PERCENT|0||4/2021|
190|12/31/2021|54|0230009000000|9.1|9.2|CRACKING_PERCENT|0||4/2021|
191|12/31/2021|54|0230009000000|9.2|9.3|CRACKING_PERCENT|0||4/2021|
192|12/31/2021|54|0230009000000|9.3|9.4|CRACKING_PERCENT|0||4/2021|
193|12/31/2021|54|0230009000000|9.4|9.5|CRACKING_PERCENT|0||4/2021|
194|12/31/2021|54|0230009000000|9.5|9.6|CRACKING_PERCENT|3||4/2021|
195|12/31/2021|54|0230009000000|9.6|9.7|CRACKING_PERCENT|0||4/2021|
196|12/31/2021|54|0230009000000|9.7|9.8|CRACKING_PERCENT|1||4/2021|
197|12/31/2021|54|0230009000000|9.8|9.9|CRACKING_PERCENT|0||4/2021|
198|12/31/2021|54|0230009000000|9.9|10.0|CRACKING_PERCENT|0||4/2021|
199|12/31/2021|54|02300090007WB|0.0|0.1|CRACKING_PERCENT|0||6/2021|
200|12/31/2021|54|0274273001900|0.0|0.1|CRACKING_PERCENT|1||6/2021|
201|12/31/2021|54|05200220000EB|0.3|0.4|CRACKING_PERCENT|0||5/2021|
202|12/31/2021|54|05200220000EB|0.5|0.6|CRACKING_PERCENT|1||5/2021|
203|12/31/2021|54|05200220000EB|0.6|0.7|CRACKING_PERCENT|4||5/2021|
204|12/31/2021|54|05200220000EB|0.7|0.8|CRACKING_PERCENT|6||5/2021|
205|12/31/2021|54|05200220000EB|0.8|0.9|CRACKING_PERCENT|14||5/2021|
206|12/31/2021|54|05200220000EB|0.9|1.0|CRACKING_PERCENT|24||5/2021|
207|12/31/2021|54|05200220000EB|1.0|1.1|CRACKING_PERCENT|19||5/2021|
208|12/31/2021|54|05200220000EB|1.1|1.2|CRACKING_PERCENT|10||5/2021|
209|12/31/2021|54|05200220000EB|1.2|1.3|CRACKING_PERCENT|4||5/2021|
210|12/31/2021|54|05200220000EB|1.3|1.4|CRACKING_PERCENT|2||5/2021|
211|12/31/2021|54|05200220000EB|1.4|1.5|CRACKING_PERCENT|2||5/2021|
212|12/31/2021|54|05200220000EB|1.5|1.6|CRACKING_PERCENT|0||5/2021|
213|12/31/2021|54|05200220000EB|1.6|1.7|CRACKING_PERCENT|10||5/2021|
214|12/31/2021|54|05200220000EB|1.7|1.8|CRACKING_PERCENT|0||5/2021|
215|12/31/2021|54|05200220000EB|1.8|1.9|CRACKING_PERCENT|8||5/2021|
216|12/31/2021|54|05200220000EB|1.9|2.0|CRACKING_PERCENT|16||5/2021|
217|12/31/2021|54|05200220000EB|2.5|2.6|CRACKING_PERCENT|6||5/2021|
218|12/31/2021|54|05200220000EB|2.6|2.7|CRACKING_PERCENT|4||5/2021|
219|12/31/2021|54|05200220000EB|2.7|2.8|CRACKING_PERCENT|1||5/2021|
220|12/31/2021|54|05200220000EB|2.8|2.9|CRACKING_PERCENT|9||5/2021|
221|12/31/2021|54|05200220000EB|2.9|3.0|CRACKING_PERCENT|0||5/2021|
222|12/31/2021|54|05200220000EB|3.0|3.1|CRACKING_PERCENT|0||5/2021|
223|12/31/2021|54|05200220000EB|3.2|3.3|CRACKING_PERCENT|0||5/2021|
224|12/31/2021|54|05200220000EB|3.3|3.4|CRACKING_PERCENT|0||5/2021|
225|12/31/2021|54|05200220000EB|3.4|3.5|CRACKING_PERCENT|0||5/2021|
226|12/31/2021|54|05200220000EB|3.5|3.6|CRACKING_PERCENT|0||5/2021|
227|12/31/2021|54|05200220000EB|3.6|3.7|CRACKING_PERCENT|0||5/2021|
228|12/31/2021|54|05200220000EB|3.7|3.8|CRACKING_PERCENT|0||5/2021|
229|12/31/2021|54|05200220000EB|3.8|3.9|CRACKING_PERCENT|0||5/2021|
230|12/31/2021|54|05200220000EB|3.9|4.0|CRACKING_PERCENT|0||5/2021|
231|12/31/2021|54|05200220000EB|4.0|4.1|CRACKING_PERCENT|0||5/2021|
232|12/31/2021|54|05200220000EB|4.1|4.2|CRACKING_PERCENT|0||5/2021|
233|12/31/2021|54|05200220000EB|4.2|4.3|CRACKING_PERCENT|0||5/2021|
234|12/31/2021|54|05200220000EB|4.3|4.4|CRACKING_PERCENT|0||5/2021|
235|12/31/2021|54|05200220000EB|4.4|4.5|CRACKING_PERCENT|0||5/2021|
236|12/31/2021|54|05200220000EB|4.5|4.6|CRACKING_PERCENT|0||5/2021|
237|12/31/2021|54|05200220000EB|4.6|4.7|CRACKING_PERCENT|0||5/2021|
238|12/31/2021|54|05200220000EB|4.7|4.8|CRACKING_PERCENT|0||5/2021|
239|12/31/2021|54|05200220000EB|4.8|4.9|CRACKING_PERCENT|0||5/2021|
240|12/31/2021|54|05200220000EB|4.9|5.0|CRACKING_PERCENT|0||5/2021|
241|12/31/2021|54|05200220000EB|5.0|5.1|CRACKING_PERCENT|0||5/2021|
242|12/31/2021|54|05200220000EB|5.1|5.2|CRACKING_PERCENT|0||5/2021|
243|12/31/2021|54|05200220000EB|5.2|5.3|CRACKING_PERCENT|0||5/2021|
244|12/31/2021|54|05200220000EB|5.3|5.4|CRACKING_PERCENT|0||5/2021|
245|12/31/2021|54|05200220000EB|5.4|5.5|CRACKING_PERCENT|0||5/2021|
246|12/31/2021|54|05200220000EB|5.5|5.6|CRACKING_PERCENT|0||5/2021|
247|12/31/2021|54|05200220000EB|5.6|5.7|CRACKING_PERCENT|0||5/2021|
248|12/31/2021|54|05200220000EB|5.7|5.8|CRACKING_PERCENT|0||5/2021|
249|12/31/2021|54|0530002000000|0.0|0.1|CRACKING_PERCENT|1||4/2021|
250|12/31/2021|54|0530002000000|0.1|0.2|CRACKING_PERCENT|0||4/2021|
251|12/31/2021|54|0530002000000|0.2|0.3|CRACKING_PERCENT|0||4/2021|
252|12/31/2021|54|0530002000000|0.3|0.4|CRACKING_PERCENT|0||4/2021|
253|12/31/2021|54|0530002000000|0.4|0.5|CRACKING_PERCENT|0||4/2021|
254|12/31/2021|54|0530002000000|0.5|0.6|CRACKING_PERCENT|0||4/2021|
255|12/31/2021|54|0530002000000|0.6|0.7|CRACKING_PERCENT|0||4/2021|
256|12/31/2021|54|0530002000000|0.7|0.8|CRACKING_PERCENT|0||4/2021|
257|12/31/2021|54|0530002000000|0.8|0.9|CRACKING_PERCENT|0||4/2021|
258|12/31/2021|54|0530002000000|0.9|1.0|CRACKING_PERCENT|1||4/2021|
259|12/31/2021|54|0530002000000|1.0|1.1|CRACKING_PERCENT|0||4/2021|
260|12/31/2021|54|0530002000000|1.1|1.2|CRACKING_PERCENT|0||4/2021|
261|12/31/2021|54|0530002000000|1.2|1.3|CRACKING_PERCENT|0||4/2021|
262|12/31/2021|54|0530002000000|1.3|1.4|CRACKING_PERCENT|0||4/2021|
263|12/31/2021|54|0530002000000|1.4|1.5|CRACKING_PERCENT|0||4/2021|
264|12/31/2021|54|0530002000000|1.5|1.6|CRACKING_PERCENT|0||4/2021|
265|12/31/2021|54|0530002000000|1.6|1.7|CRACKING_PERCENT|0||4/2021|
266|12/31/2021|54|0530002000000|1.7|1.8|CRACKING_PERCENT|0||4/2021|
267|12/31/2021|54|0530002000000|1.8|1.9|CRACKING_PERCENT|2||4/2021|
268|12/31/2021|54|0530002000000|1.9|2.0|CRACKING_PERCENT|0||4/2021|
269|12/31/2021|54|0530002000000|10.0|10.1|CRACKING_PERCENT|0||4/2021|
270|12/31/2021|54|0530002000000|10.1|10.2|CRACKING_PERCENT|3||4/2021|
271|12/31/2021|54|0530002000000|10.2|10.3|CRACKING_PERCENT|0||4/2021|
272|12/31/2021|54|0530002000000|10.3|10.4|CRACKING_PERCENT|0||4/2021|
273|12/31/2021|54|0530002000000|10.4|10.5|CRACKING_PERCENT|1||4/2021|
274|12/31/2021|54|0530002000000|10.5|10.6|CRACKING_PERCENT|1||4/2021|
275|12/31/2021|54|0530002000000|10.6|10.7|CRACKING_PERCENT|0||4/2021|
276|12/31/2021|54|0530002000000|10.7|10.8|CRACKING_PERCENT|0||4/2021|
277|12/31/2021|54|0530002000000|10.8|10.9|CRACKING_PERCENT|0||4/2021|
278|12/31/2021|54|0530002000000|10.9|11.0|CRACKING_PERCENT|0||4/2021|
279|12/31/2021|54|0530002000000|11.0|11.1|CRACKING_PERCENT|1||4/2021|
280|12/31/2021|54|0530002000000|11.1|11.2|CRACKING_PERCENT|2||4/2021|
281|12/31/2021|54|0530002000000|11.2|11.3|CRACKING_PERCENT|0||4/2021|
282|12/31/2021|54|0530002000000|11.3|11.4|CRACKING_PERCENT|0||4/2021|
283|12/31/2021|54|0530002000000|11.4|11.5|CRACKING_PERCENT|0||4/2021|
284|12/31/2021|54|0530002000000|11.5|11.6|CRACKING_PERCENT|0||4/2021|
285|12/31/2021|54|0530002000000|11.6|11.7|CRACKING_PERCENT|0||4/2021|
286|12/31/2021|54|0530002000000|11.7|11.8|CRACKING_PERCENT|1||4/2021|
287|12/31/2021|54|0530002000000|11.8|11.9|CRACKING_PERCENT|8||4/2021|
288|12/31/2021|54|0530002000000|11.9|12.0|CRACKING_PERCENT|1||4/2021|
289|12/31/2021|54|0530002000000|12.0|12.1|CRACKING_PERCENT|0||4/2021|
290|12/31/2021|54|0530002000000|12.1|12.2|CRACKING_PERCENT|0||4/2021|
291|12/31/2021|54|0530002000000|12.2|12.3|CRACKING_PERCENT|0||4/2021|
292|12/31/2021|54|0530002000000|12.3|12.4|CRACKING_PERCENT|0||4/2021|
293|12/31/2021|54|0530002000000|12.4|12.5|CRACKING_PERCENT|0||4/2021|
294|12/31/2021|54|0530002000000|12.5|12.6|CRACKING_PERCENT|3||4/2021|
295|12/31/2021|54|0530002000000|12.6|12.7|CRACKING_PERCENT|0||4/2021|
296|12/31/2021|54|0530002000000|12.7|12.8|CRACKING_PERCENT|0||4/2021|
297|12/31/2021|54|0530002000000|12.8|12.9|CRACKING_PERCENT|0||4/2021|
298|12/31/2021|54|0530002000000|12.9|13.0|CRACKING_PERCENT|0||4/2021|
299|12/31/2021|54|0530002000000|13.0|13.1|CRACKING_PERCENT|0||4/2021|
300|12/31/2021|54|0530002000000|13.1|13.2|CRACKING_PERCENT|0||4/2021|
301|12/31/2021|54|0530002000000|13.2|13.3|CRACKING_PERCENT|0||4/2021|
302|12/31/2021|54|0530002000000|13.3|13.4|CRACKING_PERCENT|2||4/2021|
303|12/31/2021|54|0530002000000|13.4|13.5|CRACKING_PERCENT|1||4/2021|
304|12/31/2021|54|0530002000000|13.5|13.6|CRACKING_PERCENT|0||4/2021|
305|12/31/2021|54|0530002000000|13.6|13.7|CRACKING_PERCENT|0||4/2021|
