Begin_Date|State_ID|Route_ID|Begin_Point|End_Point|DataItem|Value_Numeric|Value_Text|Value_Date|Comments
12/31/2021|54|0130038000000|6.311|6.68|AADT|2800|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0130038000000|6.68|9.82|AADT|1200|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0130038000000|9.82|12.0|AADT|950|||
12/31/2021|54|0130057000000|0.0|2.69|AADT|3400|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0130057000000|2.69|8.52|AADT|3400|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0130057000000|8.52|9.63|AADT|3700|||
12/31/2021|54|0130076000000|0.0|1.75|AADT|1100|||
12/31/2021|54|0130076000000|1.75|6.62|AADT|1100|||
12/31/2021|54|0130092000000|5.43|7.961|AADT|3000|||
12/31/2021|54|0130092000000|7.961|8.64|AADT|1700|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0130092000000|8.64|9.978|AADT|1600|||Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct_Buses; Est Pct_SU_Trucks; Est Pct_CU_Trucks; 
12/31/2021|54|0130092000000|9.978|10.729|AADT|1600|||Est Pct_Peak_Combination; 
12/31/2021|54|0130092000000|10.729|10.73|AADT|1600|||
12/31/2021|54|0130092000000|10.73|12.59|AADT|1300|||
12/31/2021|54|0130092000000|12.59|14.25|AADT|1300|||
12/31/2021|54|0130092000000|14.25|16.84|AADT|1300|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0130092000000|17.21|21.91|AADT|2100|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0130092000000|21.91|23.313|AADT|1400|||
12/31/2021|54|0130092000000|23.313|26.94|AADT|1300|||
12/31/2021|54|0140001000000|0.0|3.96|AADT|150|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0140001010000|0.0|4.24|AADT|80|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0140002000000|0.0|1.86|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140002000000|1.86|2.04|AADT|30|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140002000000|2.04|3.43|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140002020000|0.0|3.35|AADT|50|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140002030000|0.0|0.84|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140002040000|0.0|1.1|AADT|200|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140002040000|1.1|2.74|AADT|90|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140003000000|0.0|1.52|AADT|300|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0140003000000|1.52|1.92|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140003000000|1.92|3.22|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140003000000|3.22|3.78|AADT|600|||Est AADT; Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; E
12/31/2021|54|0140003010000|0.0|1.04|AADT|600|||Est AADT; Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; E
12/31/2021|54|0140003010000|1.04|1.28|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140003010000|1.28|1.7|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140003020000|0.0|0.13|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140003020000|0.13|1.33|AADT|600|||Est AADT; Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; E
12/31/2021|54|0140003020000|1.33|1.64|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140004000000|0.0|1.02|AADT|40|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140004000000|1.02|2.2|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140004010000|0.0|1.17|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140004020000|0.0|0.7|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140004030000|0.0|0.08|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140004030000|0.08|0.56|AADT|600|||Est AADT; Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; E
12/31/2021|54|0140005000000|0.0|1.96|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140005000000|1.96|3.56|AADT|90|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140005010000|0.0|0.99|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140005020000|0.0|1.46|AADT|250|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0140005030000|0.0|0.36|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140005030000|0.36|0.89|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140005040000|0.0|1.99|AADT|50|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0140005060000|0.0|0.79|AADT|400|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140005070000|0.0|0.16|AADT|50|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140005070000|0.16|1.5|AADT|90|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140005080000|0.0|0.99|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140005080000|0.99|2.5|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140005090000|0.0|0.85|AADT|200|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140005100000|0.0|1.46|AADT|200|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140005110000|0.0|0.1|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140006000000|0.0|0.11|AADT|650|||Est Pct_Peak_Combination; 
12/31/2021|54|0140006000000|0.11|3.13|AADT|650|||Est Pct_Peak_Combination; 
12/31/2021|54|0140006000000|3.13|3.52|AADT|650|||Est Pct_Peak_Combination; 
12/31/2021|54|0140006000000|3.52|5.65|AADT|250|||Est Pct_Peak_Combination; 
12/31/2021|54|0140006000000|5.65|5.78|AADT|250|||Est Pct_Peak_Combination; 
12/31/2021|54|0140006000000|5.78|6.18|AADT|20|||Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; 
12/31/2021|54|0140006000000|6.18|6.69|AADT|10|||Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; 
12/31/2021|54|0140006030000|0.0|1.05|AADT|50|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140006030000|1.05|1.15|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140006050000|0.0|0.18|AADT|30|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140006050000|0.18|0.81|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140006060000|0.0|1.46|AADT|50|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140007000000|0.0|4.287|AADT|200|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0140007000000|4.287|5.39|AADT|150|||Est Pct_Peak_Combination; 
12/31/2021|54|0140007000000|5.39|6.98|AADT|150|||Est Pct_Peak_Combination; 
12/31/2021|54|0140007000000|6.98|8.35|AADT|750|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0140007000000|8.35|8.71|AADT|750|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0140007000000|8.71|10.68|AADT|750|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0140007000000|10.68|11.41|AADT|750|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0140007020000|0.0|0.42|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140007020000|0.42|2.54|AADT|600|||Est AADT; Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; E
12/31/2021|54|0140007020000|2.54|3.34|AADT|30|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140007040000|0.0|0.31|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140007040000|0.31|1.79|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140007050000|0.0|1.17|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140007060000|0.0|0.62|AADT|30|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140007060000|0.62|1.95|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140007060000|1.95|2.04|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140007070000|0.09|0.48|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140007070000|0.5|1.11|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140007090000|0.0|0.34|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140007100000|0.0|0.13|AADT|30|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140008000000|0.0|1.27|AADT|50|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140008000000|1.27|5.17|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140008010000|0.0|0.71|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140008020000|0.0|0.34|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140008030000|0.0|0.95|AADT|40|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140008040000|0.0|1.35|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140008040000|1.35|3.53|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140009000000|0.0|2.93|AADT|300|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0140009000000|2.93|6.03|AADT|200|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0140009000000|6.03|7.93|AADT|350|||Est Pct_Peak_Combination; 
12/31/2021|54|0140009000000|7.93|8.52|AADT|250|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0140009000000|8.52|9.97|AADT|250|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0140009000000|9.97|11.1|AADT|50|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140009010000|0.0|0.31|AADT|50|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140009020000|0.0|1.23|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140009030000|0.0|0.23|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140009050000|0.0|0.9|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140009070000|0.0|1.56|AADT|400|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0140009080000|0.0|1.79|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140010000000|0.0|0.55|AADT|600|||Est AADT; Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; E
12/31/2021|54|0140010000000|0.55|1.96|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140010000000|2.31|4.74|AADT|30|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140010000000|4.74|5.29|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140010000000|5.29|7.2|AADT|30|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140010000000|7.2|7.28|AADT|200|||
12/31/2021|54|0140010000000|7.41|8.63|AADT|200|||
12/31/2021|54|0140010000000|8.63|10.66|AADT|200|||
12/31/2021|54|0140010000000|10.66|11.73|AADT|350|||Est Pct_Peak_Combination; 
12/31/2021|54|0140010010000|0.0|1.03|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140010010000|1.03|1.79|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140010030000|0.0|1.27|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140010040000|0.0|1.47|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140010050000|0.0|0.58|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140010050000|0.58|0.66|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140010060000|0.0|0.28|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140010070000|0.0|0.92|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140010080000|0.0|1.75|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140010090000|0.0|0.95|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140010100000|0.0|0.41|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140010120000|0.0|0.2|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140010130000|0.0|1.8|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140010130000|1.8|2.55|AADT|30|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140010140000|0.0|0.2|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140011000000|0.0|2.68|AADT|550|||Est Pct_Peak_Combination; 
12/31/2021|54|0140011000000|2.68|3.05|AADT|150|||Est Pct_Peak_Combination; 
12/31/2021|54|0140011000000|3.05|3.78|AADT|150|||Est Pct_Peak_Combination; 
12/31/2021|54|0140011000000|3.78|5.43|AADT|20|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140011000000|5.43|5.79|AADT|10|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140011000000|5.79|6.37|AADT|90|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140011000000|6.37|6.67|AADT|200|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140011000000|6.67|12.39|AADT|350|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est Pct_MC; Est Pct_Cars; Est Pct_Lgt_Trucks; Est Pct
12/31/2021|54|0140011000000|12.39|15.87|AADT|500|||Est Pct_Peak_Combination; Est Pct_MC; 
12/31/2021|54|0140011020000|0.0|0.78|AADT|50|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140011030000|0.0|1.99|AADT|90|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
12/31/2021|54|0140011030000|1.99|3.62|AADT|50|||Est Pct_Peak_Single; Est Pct_Peak_Combination; Est K_Factor; Est Dir_Factor; Est Pct_MC; Est Pct_Car
